"","HD","CAT","BA","T","VZ","RTX","MMM","DD","MDLZ"
"1",0.00391622446477413,0.0770091861486435,0.0160908699035645,-0.0119959861040115,-0.0088975140824914,0.0128842322155833,0.00230339006520808,-0.0165777858346701,-0.00915360916405916
"2",0.00581873441115022,0.00268020620569587,0.0143804894760251,-0.00478290487080812,0.0124276978895068,-0.0405684076249599,0.0093012023717165,0.0247835256159306,0.0111310789361596
"3",-0.00342735415324569,0.038244467228651,0.0254326947033405,-0.00221467763185501,0.00576265761628747,0.00243445718660951,-0.0229395218193531,-0.0390858724713326,-0.00417663296684623
"4",0.00602683005854487,-0.0279420409351587,-0.010067324154079,0.00215006968937814,-0.00340702873654664,0.00821603834629059,0.00316262617707253,-0.017722962424159,0.00864787865430117
"5",0.0133043956011534,-0.00217743706889451,-0.0101763624697924,-0.00306923408061266,-0.00440266728401184,-0.0207695309072733,-0.00478631723672152,0.00908108521252871,0.012672059237957
"6",0.00714861508458853,-0.00471223006024957,0.00488456338644028,-0.00705631216987967,-0.0016557906055823,0.00124566804151982,-0.00602190522477031,0.00120462756603956,-0.00661212531849742
"7",-0.00907350797206163,0.00424125278368592,-0.0255451109260321,0.00947339553385973,-0.00827849842607975,0.00429262733086944,0.0140372114256024,-0.0209265854209661,0.0105336038395762
"8",0.0260963570326567,-0.0233580898493528,-0.00316426437348127,0.00779533013701439,0.0122647993266582,0.00613153679296374,-0.0160786937922239,-0.0137724913656712,-0.00480077601969242
"9",0.00418963097035885,-0.0128865968436003,0.000893251970410347,-0.00786982104182243,-0.00845722574740648,-0.000990803237073123,0.00524419499561191,0.0130706811323762,0.000622314575593919
"10",-0.0265311021357775,0.00650817388668656,-0.0183003656566143,0.0056491014547646,0.00423641875386238,-0.00332674686796963,0.00688936468213797,0.00142775592394173,-0.00549251027405262
"11",-0.00730608776211739,0.0166259985417128,-0.00790639780461788,0.000467877078335732,0.00481662433594465,0.00517438026145101,-0.00347215309739113,-0.0111657129600644,-0.0162108987569809
"12",0.00394085142761469,-0.00212566251866519,0.00974377896636724,0.00515727326273918,0.0021699327044189,-0.00150799273978919,-0.009764120914042,-0.00120311335194856,0.0055896588601172
"13",-0.010585431009531,0.0114848632365465,0.0263884142041206,-0.00780230714008212,0.00774226197972894,0.00504142930731177,0.00443213945254683,-0.00393257662653923,-0.0039047384634614
"14",-0.00484825484454632,0.00984001439064741,-0.00538223376497626,-0.00215063011273742,-0.00779811665415764,-0.00461114337667823,-0.00146320392377675,-0.00528980698436499,0.000443477532826364
"15",0.0228710789233446,0.00570781249552965,0.00689894799143076,0.00392979150637984,0.00110909494105726,-0.0040636844933033,0.0050726723857224,-0.0055401548743248,-0.00264316517859697
"16",0.00204718462191522,0.00128003919962794,0.00496047362685204,-0.000497338070999831,-0.00169256899971515,0.0104574877768755,-0.00036092838854529,-0.00375818694010377,0.00637912098318338
"17",-0.00449134642258286,-0.00175106304232031,-0.02934705093503,-0.010328309610486,-0.00403033290058374,-0.00963988341391087,-0.00733361719176173,-5.95674137002788e-05,0.00221319729462266
"18",0.0101070906966925,-0.0116095943376422,-0.0146190430969,0.00215745833702385,0.000420016614953056,0.000126839935546741,0.00676136743277311,-0.000712656881660223,0.00334047805517912
"19",0.00851412396878004,-0.00369622418656945,-0.000142482735100202,0.0137051399797201,0.00325038004666567,-0.00348020065575838,-0.0125335641205311,-0.00523926224559546,-0.00505416607484221
"20",-0.010036033578217,0.00303685432299972,0.00954404845833778,0.00409728800877929,0.0070322984829545,-0.00121225521434098,0.0022697055246681,-0.00409937975928187,-0.0022313694935292
"21",0.00345283490605652,0.00365209649316967,-0.00837839860469103,0.000931096088606864,0.00405110372230411,-0.00232881843112409,-0.000945998530369252,0.0011667589424178,-0.00719497352838516
