"","MRK","MCD","DD","NKE","RTX","MMM","KO","WBA","AXP","TRV"
"1",-0.00559507217258215,0.00154380954336375,0.01006680727005,0.013565213419497,0.00131599570158869,0.00175979977939278,-0.00390401436015964,0.0101109156385064,0.00340988137759268,0.00382602424360812
"2",0.00671841809526086,0.00446362979710102,-0.00201162975281477,0.00566551089286804,-0.0117809772491455,-0.00179226498585194,0.00352485082112253,-0.0130574377253652,0.00246834824793041,0.00191442249342799
"3",-0.00424074754118919,0.00262957788072526,0.00474444217979908,-0.0188221428543329,0.00555326510220766,0.0044382712803781,0.00215844670310616,-0.00415315385907888,0.00350864324718714,-0.000306437374092638
"4",-0.00391342025250196,0.00113963184412569,-0.00404225708916783,0.00410682894289494,0.00117999548092484,-0.00236267363652587,-0.00330826337449253,-0.00217052805237472,0.00650216778740287,0.00627038953825831
"5",0.00339799141511321,0.00184227747377008,-0.00025145141989924,-0.00136720994487405,-0.00461450451985002,0.00750754633918405,0.00140172766987234,-0.00365327321924269,-0.000965110550168902,-0.00246644066646695
"6",0.00683211348950863,-0.000785124604590237,-0.00581478094682097,0.00322447530925274,-0.00836571957916021,0.00086604175157845,-0.00973360240459442,-0.0149938696995378,-0.00133174227084965,-0.00303418166004121
"7",-0.00272589619271457,-0.000131121239974163,0.000636390002910048,-0.000747304351534694,0.000744867604225874,-0.00313197821378708,-0.000126303610159084,-0.0219566393643618,0.00347006064839661,0.00385775696486235
"8",0.00223034038208425,0.00259064836427569,-0.00248072273097932,0.00603246642276645,-0.00507093453779817,0.00507713621482253,0.00535142235457897,-0.00705252215266228,0.00218921294435859,0.0038821711204946
"9",0.00495574483647943,0.00113207288086414,0.00547626614570618,-0.00952746346592903,-0.00869873724877834,0.00287178577855229,0.00133849785197526,-0.000517580134328455,0.00973416026681662,-0.00407564174383879
"10",0.00124720926396549,0.00294430833309889,0.00216636713594198,-0.00120385037735105,0.00923338439315557,0.00852780137211084,0.00673654908314347,-0.00645749270915985,0.00143146887421608,0.00617355899885297
"11",0.000979303731583059,0.00423136213794351,0.000163124059326947,0.00155920209363103,-0.00752997724339366,0.0101122092455626,0.0036755942273885,0.00426677754148841,-0.000894457218237221,-0.00108739838469774
"12",0.000533442304003984,-0.00439373683184385,0.00478269532322884,-0.00189636123832315,0.00744730979204178,-0.00067859492264688,0.00441174302250147,-0.0109187411144376,0.00263035297393799,0.00257643847726285
"13",0.00887554977089167,0.00474856607615948,-0.00130367861129344,-0.00633630529046059,0.0051106158643961,0.0141922011971474,-9.18212463147938e-05,-0.00592129258438945,0.000139794254209846,0.00233109132386744
"14",-0.00474027451127768,-0.00244697229936719,-0.00300508225336671,0.000705828017089516,-0.00559462793171406,0.00431912625208497,0.00304592913016677,-0.00965361762791872,0.00611498672515154,-0.00220673740841448
"15",0.00184758426621556,-0.0023539224639535,0.00736563373357058,0.00414383132010698,0.00454737478867173,0.00338492006994784,-0.0031340466812253,-0.00472957734018564,0.00404665572568774,0.0001074398169294
"16",0.00233301939442754,0.00626571103930473,-0.00388562912121415,-0.000261395704001188,0.00321600609458983,0.00441710231825709,-0.00228210911154747,0.00425385544076562,0.000813583959825337,0.00441223476082087
"17",0.000416662660427392,-0.000829233322292566,0.00345236761495471,-4.1344843339175e-05,-0.00450678821653128,-0.00140564970206469,0.00503223715350032,0.00960822496563196,0.000448766310000792,0.000627217348664999
"18",-0.00241327309049666,-0.000200010879780166,0.000322772917570546,0.000856847735121846,-0.00789797492325306,0.00242333626374602,-0.00355956354178488,-0.00531888287514448,0.00220139790326357,-0.000313741737045348
"19",-0.00736611569300294,-0.00087442493531853,0.00301548861898482,0.000534970371518284,-0.00212368695065379,0.00036646262742579,-0.00176589505281299,-0.00134815985802561,0.00353997363708913,0.00304687139578164
"20",-0.0109953945502639,0.00785641465336084,0.000642724218778312,-0.000995930982753634,-0.0076462565921247,-0.00192582362797111,-0.00358116370625794,0.000842501467559487,0.0052507696673274,-0.00750107457861304
"21",0.00106346420943737,0.00267850118689239,0.00307245436124504,-5.13835984747857e-05,0.00473052356392145,0.00241065537557006,-0.00198017410002649,0.00591590721160173,0.00459269573912024,0.0018558717565611
