"","HPQ","VZ","AXP","BA","RTX","AA","DD","MMM","MDLZ","TRV"
"1",0.011841650120914,-0.00158510194160044,-0.000713028653990477,-0.00465149059891701,0.00469983834773302,-0.00750316446647048,0.00212601013481617,0.00053508544806391,-0.000838289270177484,0.00402059592306614
"2",-0.0313707515597343,-0.00361967389471829,0.00601033493876457,-0.00388104817830026,-0.00665098708122969,-0.0132971834391356,-0.00226905359886587,-0.00672186212614179,-0.000891937699634582,0.00350970961153507
"3",0.00603679195046425,0.00959116499871016,-0.000302964093862101,-0.00309330690652132,0.00536357844248414,0.000468174665002152,-0.000605292501859367,0.00639907643198967,-0.00167801685165614,0.00562037248164415
"4",0.0080375149846077,0.00200713705271482,0.00434126891195774,-0.0183111988008022,0.00540793081745505,-0.0140496781095862,-0.00733219506219029,0.00572329992428422,-0.00204165535978973,-0.0155057422816753
"5",-0.0153038371354342,0.00196364661678672,-0.00444957055151463,-0.00194237381219864,-0.000291455769911408,0.0103609589859843,-0.000963800528552383,0.0035304413177073,-0.0032054225448519,-0.00147947866935283
"6",0.00207835156470537,0.000287975359242409,0.00318706082180142,0.00414565438404679,-0.00178222300019115,-0.0199711360037327,0.000899130245670676,0.00202754489146173,-8.71990268933587e-05,0.00766895897686481
"7",6.52868111501448e-05,-0.00198817625641823,-0.00325098470784724,-0.00133960705716163,0.00110424449667335,0.00111170788295567,-0.00525352964177728,-0.00506587373092771,0.00565769989043474,-0.00253852177411318
"8",-0.00639615813270211,0.00283959647640586,-0.0039941999129951,-0.0032411350402981,-0.00365471839904785,-0.002102414611727,-0.0021988523658365,0.00122064049355686,-0.00106866774149239,0.00541137345135212
"9",0.0108935348689556,-0.00367306265980005,0.0110883451998234,-0.00509518012404442,-0.00294127431698143,-0.00562518928200006,0.00420520501211286,-0.0046876072883606,-0.00606837635859847,-0.00165935687255114
"10",-0.0121223451569676,-0.00299341371282935,-0.00254275905899704,-0.00534874014556408,-0.00147672416642308,0.000926949898712337,0.00564685836434364,-0.00685114786028862,0.0023538728710264,0.000824774149805307
"11",-0.0122941043227911,-0.000823766167741269,-0.00960062257945538,0.00683721387758851,0.00283036660403013,-0.00410026963800192,-0.00183331896550953,-0.000816784391645342,0.00150824303273112,-0.00296391732990742
"12",-0.00313901621848345,-0.00350843300111592,-0.0132011575624347,-0.00416581751778722,0.000922587874811143,-0.00031477355514653,0.00195404002442956,-0.00913706328719854,0.00125839875545353,-0.0122332740575075
"13",0.0109773585572839,-0.00289849867112935,-0.00168075459077954,-0.0016698514809832,-0.00603456096723676,-0.00195446261204779,0.00125302921514958,0.00260718003846705,0.00470364140346646,0.0010289748897776
"14",-0.0046779946424067,-0.000133667694171891,-0.00177743460517377,-0.00577332824468613,-0.00597326690331101,0.002701495308429,-0.00263354484923184,0.000365055486327037,0.000608958187513053,-0.0131861437112093
"15",-0.00365785183385015,-0.00295754615217447,0.00512208882719278,-0.000382150552468374,-0.00817657075822353,-0.00760607793927193,-0.00113888760097325,-0.00271286792121828,-0.00294108130037785,9.38895100262016e-05
"16",0.00149565772153437,-0.000174515545950271,0.00241783261299133,-5.89626069995575e-05,0.00557356746867299,-0.0167321171611547,-0.00121939950622618,-0.000411167682614177,-0.00200179871171713,0.00314368470571935
"17",-0.00777090527117252,-0.00514005916193128,0.00605194177478552,-0.00077104615047574,-0.00601870333775878,-0.002419802127406,0.00124625291209668,-0.00830062851309776,0.000789804791565984,-0.00106834294274449
"18",0.00491694593802094,-0.00183878617826849,0.00123998709022999,-0.00149113917723298,-0.00327069312334061,-0.0035463273525238,0.00174631702248007,-0.000212712286156602,0.00226957234553993,0.00157009821850806
"19",-0.002866982948035,-0.00851660873740911,-0.00164858577772975,-0.00567938946187496,0.000961425539571792,0.0142785832285881,0.0013983272947371,-0.00742822187021375,-0.00198461767286062,-0.00292010651901364
"20",-0.00954440515488386,-0.00996858812868595,-0.00574697274714708,-0.00442388467490673,-0.00285129714757204,0.00358199933543801,-0.000133418856421486,-0.00304746674373746,0.00280781043693423,-0.00213011866435409
"21",0.00230734958313406,-0.00595325278118253,0.00106859451625496,0.00213091657496989,-0.00558165600523353,-0.00149163883179426,-0.00371550302952528,-0.00410572811961174,-0.000806778960395604,-0.00261990004219115
