"","GS","AMGN","IBM","HON","AXP","MMM","CAT","WBA","DOW","TRV"
"1",0.00279233255423605,-0.012786271981895,0.0126108825206757,0.0150815667584538,0.0013740292051807,0.0114349303767085,-0.00279063568450511,-0.0151048302650452,-0.00481055863201618,-0.0275950990617275
"2",0.0233582630753517,-0.0213892627507448,-0.00449138600379229,-0.00366495409980416,0.0103761181235313,0.0129094403237104,-0.0251540448516607,0.00899329595267773,-0.0259062927216291,-0.0069785937666893
"3",0.00182840891648084,0.00340134208090603,0.00371538032777607,-0.00323370913974941,-0.0099414624273777,0.00897247530519962,0.00418721977621317,-0.0093228267505765,-0.00413791975006461,0.00333507801406085
"4",-0.00235085049644113,-0.0204175114631653,0.00271393288858235,-0.00873152632266283,0.0123509801924229,0.00395264336839318,-0.0091089028865099,-0.000351975613739341,0.016113318502903,0.00960122048854828
"5",0.0103568499907851,0.00503689097240567,-0.00474346475675702,0.00514857843518257,0.00709832413122058,0.010030067525804,-0.0101078515872359,0.00240279664285481,-4.81417482660618e-05,-0.0100718149915338
"6",-0.00854602642357349,0.0115618780255318,0.00204370822757483,0.00111107830889523,0.00699871964752674,-0.00444720266386867,-0.00110681622754782,-0.000562504981644452,-0.007451506331563,-0.00318735255859792
"7",0.00620926637202501,0.00268100807443261,-0.00392206618562341,0.0101707633584738,-0.00202385522425175,-0.000154194436618127,0.00896256975829601,-0.00283823814243078,0.00688928971067071,0.00387944304384291
"8",-0.00640123151242733,-0.00705385720357299,0.00194049975834787,0.00429053511470556,-0.000145500249345787,-0.0082709239795804,0.00486998353153467,-0.00999198388308287,0.00264940201304853,-0.00294335186481476
"9",0.00888830795884132,0.000681824865750968,-0.00557693419978023,-0.0010662687709555,0.0109543306753039,-0.00600961502641439,-0.00107887678314,-0.00832113530486822,0.00224273768253624,-0.00762460427358747
"10",-0.00339567894116044,0.0045423642732203,-0.000240976893110201,-0.00349348038434982,0.00450966972857714,-0.00368298939429224,-0.00335990404710174,-0.00202913489192724,-0.00199719658121467,0.00144260795786977
"11",0.0105513464659452,-0.0211578253656626,0.000752095249481499,-0.00429606856778264,0.00440012384206057,-0.000861280364915729,0.00822988711297512,-0.00688003655523062,-3.8709014916094e-05,-0.00898844841867685
"12",0.000418559851823375,-0.00555095355957747,0.00183793203905225,-0.0018759947270155,0.00803239364176989,0.0100228479132056,0.00413408456370234,-0.00342875206843019,-0.00250669941306114,-0.00402212329208851
"13",-0.0033066482283175,-0.0130028864368796,-0.00581275299191475,-0.00408407207578421,0.0105501133948565,-0.00165878189727664,0.00306663126684725,-0.00421948218718171,-0.0118804425001144,0.00274006766267121
"14",0.00306566967628896,0.00306146871298552,-0.00034005509223789,0.000318007572786883,-0.0105718672275543,0.00435577053576708,0.00077848817454651,0.00107149314135313,-0.00343020120635629,0.00767872482538223
"15",0.0133394906297326,-0.00113052770029753,-0.0012703756801784,-0.00587273249402642,-0.00389099027961493,0.00501016760244966,-0.0038117787335068,-0.010695181787014,0.0119763780385256,-0.00663824426010251
"16",-0.00455488311126828,0.00936913955956697,-0.00122630759142339,0.00592762418091297,0.000840120017528534,-0.00990921258926392,-0.00464215502142906,-0.00971852988004684,-0.000279982952633873,0.00675588194280863
"17",0.0074291885830462,0.00802364200353622,-0.00171484099701047,0.000231786907534115,-0.00126617064233869,0.0017215209081769,-0.00221406016498804,-0.0076059540733695,0.000591162941418588,0.00643683923408389
"18",0.0100100422278047,-0.000814429600723088,0.00254158396273851,0.00654561817646027,-0.00270957336761057,0.00874615460634232,-0.00751953199505806,-0.00217569223605096,0.00164409866556525,-0.00190520950127393
"19",5.14960302098189e-05,-0.0043735858052969,-0.00517750065773726,-0.000758767768274993,-0.00734503287822008,0.00540617993101478,-0.000154182416736148,0.00468156300485134,0.00419119093567133,0.00331100076436996
"20",0.00270550162531435,-0.0108157685026526,0.00248173926956952,0.00459954002872109,0.00672967126592994,-0.00872515514492989,-0.00647929729893804,0.00665137730538845,0.00493944156914949,0.00280233845114708
"21",0.00279531092382967,0.000730773259419948,0.00582425715401769,-0.000412480178056285,-0.00213546748273075,0.00974713824689388,-0.0014760271878913,0.00206012604758143,-0.00572871137410402,0.00245310156606138
