"","MCD","VZ","T","HD","BA","RTX","MMM","DD","TRV","MDLZ"
"1",-0.00187145592644811,-0.00474317511543632,-0.00480488501489162,0.00864606350660324,0.00276492815464735,0.00383147411048412,-0.0117067415267229,0.0261338129639626,-0.00193182379007339,0.00550243770703673
"2",0.00126734015066177,-0.00533189531415701,-0.00391546403989196,7.50824574424769e-06,0.000932924740482122,0.00412454828619957,-0.00149837788194418,0.00709216063842177,0.00854944437742233,-0.000257530569797382
"3",-0.0100195650011301,0.00684488331899047,0.00304195727221668,-0.00354721443727612,-0.00512102711945772,-0.00216890755109489,0.00516011100262403,0.00657683750614524,0.000781401991844177,-0.00132308737374842
"4",-0.00403392221778631,-0.00483801169320941,0.00353308976627886,-0.00289726490154862,-0.00836943183094263,0.00852795504033566,-0.00606021424755454,-0.00141245604027063,0.00280821975320578,-0.000553001940716058
"5",0.00763212144374847,-0.00358260492794216,0.00370078207924962,0.00709137134253979,0.00452161626890302,-0.00414779037237167,-0.00493176374584436,0.0053835459984839,0.00168635533191264,0.00309264217503369
"6",-0.00181610812433064,0.00536267599090934,-0.00268975738435984,-0.00143422617111355,0.00824260152876377,-0.00211231946013868,-0.00991841591894627,-0.00461307121440768,-0.00360224419273436,0.000562505563721061
"7",-0.00254989578388631,0.00415052799507976,-0.0029750638641417,0.00370401958934963,0.00377044477500021,0.00201954017393291,0.00962711777538061,0.00175713165663183,0.00303449924103916,0.00378902349621058
"8",0.001579295611009,0.00252791121602058,0.00108975102193654,-0.000849684351123869,-0.000855528225656599,-0.00122766348067671,-0.0108081484213471,-0.00297004962339997,-0.00964442826807499,-0.000395637354813516
"9",-0.00251632649451494,-0.00255025178194046,0.00309666921384633,0.0056026391685009,-0.00152157468255609,-0.00313665089197457,0.00345119857229292,7.80042391852476e-05,0.00271267932839692,0.000796982494648546
"10",-0.000454071065178141,0.00299357599578798,0.00295698712579906,0.00391892669722438,-0.00655192090198398,-6.69725122861564e-05,0.00881959777325392,0.00384078687056899,0.00359359220601618,0.000418870593421161
"11",0.000308497139485553,-0.00034455192508176,0.000795739062596112,-0.00207160576246679,0.004560686647892,-0.00335875991731882,0.00158378598280251,-0.00110908166971058,0.000404661375796422,0.000923014769796282
"12",-0.004676747135818,-0.00375578994862735,-0.00215825228951871,0.00196976214647293,-0.00333142396993935,0.00204226141795516,-0.00101673637982458,-0.0013623625272885,0.000343653111485764,-0.000357517215888947
"13",-0.00359877804294229,0.00718037411570549,-0.00718668336048722,-0.0017507909797132,0.00546522764489055,0.00168925116304308,-0.00267843483015895,-0.000702931603882462,-9.74584254436195e-05,0.00247915647923946
"14",-0.00273188506253064,0.00713919196277857,-0.00120148668065667,0.0026490765158087,-0.00718341860920191,-0.00196643685922027,0.00973674654960632,-0.000598569517023861,0.0031088343821466,0.00195228436496109
"15",-0.00303171947598457,0.00592355476692319,0.00230644992552698,-0.00073438958497718,-0.00307451072148979,-0.0027508013881743,-0.00633710483089089,0.00559094455093145,-0.00183212838601321,0.00161207199562341
"16",-0.00516328541561961,-0.00254229782149196,0.00465202797204256,0.00278427312150598,0.0019711097702384,-0.00301577523350716,0.0032088493462652,0.00256608705967665,0.00272487616166472,-0.00106477818917483
"17",-0.00190399575512856,-0.00824780855327845,-0.000355020980350673,-0.00019687507301569,0.000354876363417134,-0.00204347958788276,-0.00103896670043468,0.00632641930133104,-0.00169266329612583,0.00483654998242855
"18",-0.00208442169241607,0.00505825132131577,-0.00196004309691489,0.000786211108788848,-0.00650549819692969,0.00407891627401114,-0.00302944681607187,0.000140922929858789,0.000880332896485925,0.000477213005069643
"19",-0.0143251055851579,-0.00776352966204286,-0.00591818895190954,-0.00159134401474148,-0.00471010385081172,0.00149095873348415,-0.00050454877782613,-0.00148814264684916,0.000714992871508002,-0.000195885208086111
"20",-0.00111871457193047,0.00198727007955313,-0.000240347857470624,0.00239483756013215,-0.0041136615909636,-0.000143294484587386,-0.0052283788099885,0.00283822696655989,0.0014838584465906,-0.00058944447664544
"21",0.00361980148591101,0.00527221383526921,0.00119962438475341,-0.00355814630165696,-0.000921918835956603,-0.000209593999898061,0.00394893065094948,0.00142003945074975,-0.0030159642919898,0.00233234185725451
