"","IBM","KO","AXP","UNH","DD","NKE","RTX","CAT","MMM","TRV"
"1",0.00115529377944767,0.00257243774831295,-0.00624578632414341,-0.00904577784240246,-0.0102954655885696,0.00668048858642578,-0.00204802397638559,0.00267288647592068,0.0104432813823223,-0.00906805228441954
"2",-0.00569304311648011,-0.00833586975932121,-0.00433847494423389,0.0129623636603355,-0.00525103835389018,-0.00166075106244534,0.00217589875683188,0.00230415747500956,0.00711270235478878,0.00123377214185894
"3",0.00832856819033623,-8.58116345625604e-06,0.0186488293111324,-0.00233193137682974,-0.000479931768495589,-0.00207939115352929,-0.000965681509114802,-0.00558676896616817,0.010604003444314,-7.69166654208675e-05
"4",0.00127270771190524,-0.00203250348567963,0.00731140235438943,-0.00239603477530181,-0.00866526737809181,-0.00149149249773473,-0.00615905644372106,-0.0014139146078378,0.00965188723057508,-0.00307059707120061
"5",0.000266709364950657,-0.00197047181427479,-0.00813001953065395,0.009446170181036,-0.00855303835123777,0.000552754034288228,-0.015166686847806,-0.00548966694623232,-0.000728041573893279,0.0038518866058439
"6",-0.00163284165319055,-0.00423065153881907,-0.00264489161781967,-0.00579235563054681,0.000468013080535457,-0.00381430797278881,0.00346272112801671,-0.00711368583142757,0.000164373821462505,0.01395049598068
"7",-0.00539611466228962,-0.00131674611475319,-0.000319101614877582,-0.00728212390094995,-0.000272883422439918,0.00415530567988753,-0.0148433595895767,0.0240104850381613,0.00442943116649985,0.0121929440647364
"8",-0.00589201971888542,-0.00281253480352461,0.00226986291818321,-0.00227667042054236,-0.00401685340330005,-0.000896806945092976,-0.00443457113578916,-0.0204830300062895,0.000795361818745732,-0.00344762112945318
"9",0.00716713257133961,0.00123914517462254,0.00145770143717527,0.00603062333539128,0.00102192990016192,0.00251338584348559,-0.00794416293501854,-0.00949143432080746,8.52817320264876e-05,0.00280859530903399
"10",-0.0100824143737555,0.00162637489847839,-0.00235230335965753,0.0153473559767008,-0.00206559454090893,0.000583929941058159,0.00558625347912312,-0.00539441918954253,-0.000311915035126731,0.00416040327399969
"11",-0.00519213126972318,-0.00147735560312867,-0.0076823509298265,-0.0122111914679408,0.00876158010214567,-0.0013280063867569,-0.00444926880300045,-0.00172159762587398,0.00290067819878459,-0.00469808327034116
"12",0.00344053003937006,0.00105703272856772,-0.0147306313738227,-0.0141833368688822,0.000337278557708487,0.00624232739210129,0.00110142398625612,0.0030821030959487,0.0039745201356709,0.00678479531779885
"13",-0.00113091280218214,0.00773494085296988,-0.0116989444941282,-0.00634009530767798,0.00219768192619085,-0.0012281727977097,-0.000394675473216921,0.0109392460435629,-0.00736726261675358,-0.00327166030183434
"14",-0.00448236986994743,0.000767248391639441,-0.000605005188845098,0.00648672552779317,0.0016049575060606,-0.00151695287786424,-0.00793855078518391,-0.00479036336764693,-0.00282179261557758,0.00167922582477331
"15",-0.00463728979229927,-0.00320674758404493,-0.0021177961025387,-0.000445541692897677,0.00141369015909731,0.00217530690133572,0.00525162136182189,0.00595000525936484,0.00211382284760475,0.00111291056964546
"16",-0.00907967053353786,-0.0029306907672435,0.00404761824756861,-0.00740524660795927,-0.00338501762598753,-0.000729555555153638,0.00545012671500444,-0.00705603417009115,-0.00287632271647453,0.00129089422989637
"17",-0.0108124613761902,0.00110084854532033,0.000964455015491694,0.00281408033333719,0.00179654161911458,-0.000191130107850768,-0.00134537636768073,0.000208050507353619,-0.0126178897917271,0.00166728382464498
"18",-0.00125427939929068,-0.00307969306595623,-0.000694019487127662,-0.00266282702796161,0.00154288776684552,0.00471950136125088,-0.00565060321241617,-0.0150978267192841,-0.00635686283931136,-0.00467899721115828
"19",-0.00690320646390319,-0.00293491478078067,-0.00380420894362032,0.00651329383254051,-0.0021665976382792,-0.00239391997456551,0.000690739310812205,0.0121369836851954,-0.000256395956967026,-0.00484646530821919
"20",-0.00106669997330755,-0.00518033467233181,-0.00504003511741757,0.00456323102116585,-0.0047575905919075,-0.00468582892790437,0.000267672585323453,-0.0116531141102314,-0.00671593891456723,-0.00746479816734791
"21",0.000523450900800526,0.000131272128783166,-0.000644282903522253,-0.00445543322712183,-0.00623371591791511,0.000991446548141539,-0.00275466963648796,0.00383417750708759,0.00938079506158829,0.00394443422555923
