"","T","KO","MCD","VZ","RTX","MMM","DD","HON","MO"
"1",0.0141618484631181,0.011048280633986,-0.00419119047001004,0.0242665391415358,0.00334515492431819,-0.00292049674317241,-0.00309679168276489,0.0116406604647636,0.00153223995584995
"2",-0.00885317288339138,0.00664271740242839,0.000792083679698408,-0.00202008569613099,-0.00342490477487445,0.00042230126564391,0.0104591753333807,0.000783033668994904,0.00344112585298717
"3",0.00726845441386104,0.0205206070095301,0.00635532941669226,0.00151634961366653,0.00763249490410089,0.00299827451817691,0.00683069927617908,0.00723260873928666,0.00570802623406053
"4",-0.0151397138834,0.0192881692200899,0.01439443603158,0.000684808997903019,-0.0105260284617543,-0.00114419194869697,0.00768983270972967,0.00788856670260429,0.00588759453967214
"5",-0.000214488187339157,0.0218948163092136,0.0110642164945602,0.000194864216609858,-0.00820000749081373,0.00109561299905181,-6.81940946378745e-05,0.0169644225388765,0.00103382335510105
"6",-0.00225925096310675,0.0272875484079123,0.00681531615555286,-0.00224058399908245,-0.00306011806242168,0.00206655682995915,0.015309358946979,0.003444854170084,0.0083406213670969
"7",-0.00240484345704317,0.00625048670917749,-0.0172795373946428,-0.00350099802017212,0.00357076316140592,0.00128879561088979,0.00759564153850079,0.0164001546800137,-0.00109528587199748
"8",-0.000910395523533225,-0.00391978677362204,0.00408290233463049,0.00623376155272126,-0.000108975953480694,-0.00182587781455368,0.00426601897925138,0.00140600965823978,-0.0115036303177476
"9",0.00164101435802877,0.00173538993112743,0.00245361309498549,0.0138709340244532,-0.00807842891663313,-0.00192791351582855,-0.000852635595947504,-0.00424881046637893,0.0027663295622915
"10",0.00784268788993359,-0.00167076545767486,0.00211258325725794,0.0105300201103091,0.00288858124986291,0.000238956097746268,0.00696079153567553,-0.00129444967024028,-0.00606210203841329
"11",0.000581289292313159,0.00758030125871301,0.00137747579719871,-5.52931523998268e-05,-0.000364767212886363,-0.00398884946480393,0.00291803549043834,-0.00538883777335286,-0.00183602632023394
"12",0.000238099586567841,-0.000774994841776788,0.00825463142246008,-0.00149566575419158,-0.00893324427306652,0.00338853197172284,-0.0016029147664085,0.000108442342025228,-0.00504798302426934
"13",0.00270002149045467,0.00111561687663198,0.00711030513048172,0.00665729632601142,-0.0094096576794982,-0.00183018890675157,0.000493154977448285,-0.00968328863382339,0.00142928177956492
"14",0.00521115167066455,-0.00114348460920155,-0.00317405397072434,0.00255613750778139,0.0064631006680429,0.00459623895585537,0.000987137318588793,0.00248928577639163,0.00200522807426751
"15",0.000820475572254509,-0.00101759121753275,0.00201391661539674,-0.0029111837502569,0.0013417184818536,-0.00228344090282917,-0.00285984412766993,-0.00961150322109461,-0.00119675940368325
"16",-0.00302530359476805,-0.00166994554456323,0.00313602015376091,0.00585418427363038,-0.000170308834640309,0.00117651396431029,0.000803775910753757,0.000450224295491353,0.00281209801323712
"17",7.06090577295981e-05,-0.00381077989004552,-0.00278710038401186,-2.13964722206583e-05,0.000172494052094407,0.00272042653523386,0.00354000041261315,-0.00169946497771889,0.000596445868723094
"18",0.00547493062913418,-0.00129228003788739,-0.0015409883344546,0.00412035174667835,0.00699016824364662,-0.000474892876809463,-0.00183489779010415,-0.000816413550637662,0.00511200726032257
"19",0.00326881348155439,0.0025838459841907,-0.00661496678367257,-0.000914790143724531,-0.00249964115209877,0.00415381509810686,0.00344478175975382,0.0054696211591363,-0.00259931175969541
"20",0.00388318789191544,0.00112132809590548,0.00271113403141499,0.00620997278019786,-0.00462436070665717,-0.00125727348495275,0.00116792053449899,0.003529830602929,-0.00122867384925485
"21",0.00481693027541041,-0.00150167534593493,-0.00134851213078946,0.00510962307453156,-0.00541363330557942,0.000451608881121501,0.00331252091564238,0.00966272968798876,0.00121249817311764
