"","MRK","CVX","MCD","NKE","DD","KO","RTX","MMM","AXP","TRV"
"1",-0.0087381424382329,0.00256924098357558,0.0080648036673665,-0.00102259800769389,0.00390162621624768,0.0071122832596302,0.00552969798445702,0.00537325534969568,-0.010503794066608,0.00350964744575322
"2",-0.00280505395494401,0.00251172948628664,-0.000305917026707903,-0.00090401025954634,-0.00815551541745663,-0.00336422096006572,-0.00705856364220381,0.00577524630352855,-0.0074639031663537,0.00388398882932961
"3",0.00118065206333995,-0.0258513428270817,0.00141248421277851,0.00355967087671161,0.012887641787529,0.00297873048111796,-0.000949298148043454,0.00239663431420922,0.0123338075354695,0.00636976631358266
"4",-0.00206705275923014,-0.000957022304646671,0.0013014585711062,-0.000170064566191286,-0.00407629506662488,-0.000997787690721452,0.00606662407517433,-0.000308546295855194,-0.000693706737365574,0.00436761928722262
"5",-0.00124636746477336,0.016884945333004,0.0041952021420002,-0.00163944053929299,0.00779760396108031,-0.000659691286273301,0.00200424622744322,0.00210209097713232,0.00157530314754695,0.00465822545811534
"6",0.00593026075512171,-0.023616474121809,0.0118693122640252,0.015680992975831,0.00515263434499502,-4.97574183100369e-05,-0.00197193911299109,0.00342971459031105,-0.00336989550851285,-0.00096150441095233
"7",0.00442330166697502,-0.0393406338989735,-0.00353129953145981,0.000251441088039428,-0.00149303069338202,-0.00176623940933496,0.000886372406966984,0.00756653444841504,-0.00344643043354154,-0.00239122728817165
"8",0.00490765878930688,0.00571622233837843,0.00583668332546949,-0.00963277090340853,0.00447305897250772,0.00142406555823982,0.0186289343982935,0.00542478775605559,0.00233015324920416,-0.000981481396593153
"9",0.00498034385964274,0.00594105012714863,-0.00960699003189802,-0.00968641508370638,0.00146104593295604,-0.00144018372520804,-0.0130233559757471,0.00158280739560723,0.00444220984354615,-0.00393759971484542
"10",-0.000768548285122961,-0.040585845708847,0.00234523345716298,-0.000755922810640186,-0.00240364344790578,-0.000297421822324395,-0.000905687047634274,-0.00842722412198782,0.00285175745375454,-0.00131605321075767
"11",0.00332680623978376,-0.00376872811466455,0.00110066356137395,-0.00767539627850056,-0.00454680295661092,-0.0020549155306071,0.00534565839916468,-0.00618109945207834,-0.00123398774303496,0.00283414800651371
"12",0.00201995368115604,0.0121988290920854,-0.0011307840468362,-0.0012580145848915,0.00749779772013426,0.00311597669497132,0.000896244077011943,2.70894288405543e-05,0.00141846353653818,0.00284713925793767
"13",0.00529722264036536,-0.00723648816347122,-0.00534107722342014,-0.000745392637327313,0.000314592791255563,0.00226452434435487,-0.0015107486397028,0.00180495507083833,-0.00167973188217729,0.00277355499565601
"14",0.00635999348014593,-0.0216186251491308,0.00501125445589423,-0.00171031977515668,0.00208557932637632,0.00187451264355332,-0.000364796433132142,0.00403965637087822,0.00391202652826905,0.00650038151070476
"15",0.000968228036072105,0.00791417434811592,0.00200956803746521,-0.00343349506147206,-0.000450328807346523,0.00142594787757844,0.00219075311906636,0.000290579831926152,0.000835337035823613,0.00634231884032488
"16",0.000361400103429332,0.0173678155988455,0.000487405195599422,-0.00529618002474308,0.00399303250014782,0.000861972512211651,0.003788897767663,0.00414454145357013,-0.000708935025613755,0.00241016922518611
"17",-7.4985291576013e-05,-0.000938382174354047,0.00159450573846698,0.00099799525924027,0.00205530785024166,0.00332115986384451,0.00563500868156552,-0.00915065035223961,-0.000353911658748984,0.0041467547416687
"18",-0.000734801695216447,-0.0311499424278736,0.00403787801042199,-0.0041413432918489,0.00493862805888057,0.00285852723754942,-0.00574806751683354,-0.00511100236326456,0.00118340994231403,0.000804655195679516
"19",-0.00199761078692973,-0.00366680440492928,0.00275475136004388,0.00214652600698173,-0.000869803130626678,0.00354433013126254,0.00595912104472518,0.00453421147540212,0.00498720025643706,-0.000787512806709856
"20",-0.00227490370161831,0.0174981988966465,0.0047880825586617,-0.0020038690418005,-0.00319564645178616,0.00099437206517905,0.000167301652254537,0.00815799366682768,0.000650862057227641,0.000491499959025532
"21",-0.00213635805994272,-0.0139384232461452,0.00275629898533225,-0.000699553929734975,0.00423197960481048,0.00217330129817128,0.00707534793764353,0.000964295119047165,-0.00485168443992734,0.00176050653681159
