"","NKE","IBM","KO","MCD","CAT","DD","RTX","MMM","AXP","TRV"
"1",-0.010696591809392,-0.00284029054455459,0.0037290386389941,-0.00744198355823755,-0.000786593300290406,0.00148855755105615,0.0112394830211997,-0.00120206666179001,0.00198829965665936,0.00258291093632579
"2",0.00308216596022248,0.000359304685844108,-0.00289924605749547,0.00116133945994079,0.00133576162625104,0.000597092497628182,0.00278616882860661,-0.00228044646792114,0.00199380773119628,-0.000526290154084563
"3",0.00221820967271924,0.000970913621131331,0.00519633153453469,0.00104707258287817,0.00119674613233656,0.00470725726336241,-0.000541511981282383,-0.00373965338803828,0.00280356639996171,-0.00614435877650976
"4",-0.012894663028419,0.00169554364401847,-0.00608828570693731,-0.00237512472085655,-0.00349509646184742,-0.00222241063602269,-0.0052437512204051,0.00334245944395661,-0.000618558842688799,-0.00076328607974574
"5",-0.00336176250129938,-0.00267654354684055,0.0140096079558134,0.00947246979922056,-0.000658537959679961,0.00416239257901907,0.000389472028473392,-0.00340527179650962,-0.00288939452730119,0.00021543016191572
"6",0.00969614461064339,-0.00452815974131227,0.00556554552167654,-0.00464828731492162,-0.0044983858242631,0.0047709341160953,0.00288166478276253,-0.000685203180182725,-0.000562440196517855,0.00492280581966043
"7",-0.00996515247970819,0.0014235523995012,-0.00183995743282139,-0.00435604155063629,-0.00283381063491106,-0.00659382529556751,0.0121981594711542,0.000141020660521463,-0.00727562373504043,0.00483487080782652
"8",0.00168158602900803,-0.000573642551898956,-0.0116849206387997,0.000753314176108688,-0.000426113663706928,-0.0025759928394109,-0.00123780674766749,-7.41772964829579e-05,0.000638497353065759,0.000343188206898049
"9",0.00507962889969349,-0.00299240066669881,0.00152082904241979,-0.000131066917674616,0.00397716835141182,0.00616217358037829,0.00115418096538633,0.000807258649729192,0.000194589491002262,-0.00413546850904822
"10",-0.00989572796970606,0.000166080746566877,0.0011943451827392,-0.00141646910924464,-0.00214974535629153,-0.00325729395262897,0.00542615028098226,-0.00127840926870704,0.00180845614522696,-0.00338747771456838
"11",-0.0163471847772598,-0.00241003674454987,0.00219029001891613,0.0034157510381192,-0.00111233594361693,0.00256105046719313,-0.0035921570379287,0.00134858710225672,0.00155788892880082,0.00557116139680147
"12",-0.00202714605256915,-0.0038009777199477,0.00322705134749413,0.000450257008196786,-5.29453391209245e-05,0.00226059509441257,-0.00293396762572229,-0.00602325797080994,0.00190951908007264,0.002558508887887
"13",-0.00238944310694933,-0.00398073345422745,0.000323318730806932,-0.00140086514875293,-0.00240481062792242,-0.000584100256673992,-0.000400120945414528,-0.00188214343506843,0.00501575507223606,-0.000593127042520791
"14",-0.00269401515834033,-0.00329145439900458,-0.00529714906588197,0.00550576625391841,0.00240895547904074,0.00729510607197881,0.00150169478729367,-8.51801451062784e-05,-0.000500011548865587,-0.00226650713011622
"15",0.00212535494938493,-0.00109545676968992,0.00157378485891968,-0.00273046758957207,0.00294624944217503,0.000464183918666095,-0.000264344300376251,-0.00561651401221752,-0.00205627991817892,0.00576390000060201
"16",0.00419565569609404,0.00128555984701961,0.0016987748676911,0.00426995288580656,0.000839227810502052,2.47557236434659e-05,0.00256603094749153,0.00378854293376207,-0.00350884511135519,-0.00165804557036608
"17",-0.00576385715976357,0.00135919731110334,-0.00160194840282202,0.00442609935998917,-0.00321006495505571,0.00150930136442184,-0.00577111728489399,-0.00137499126140028,-0.0037798557896167,0.000242851703660563
"18",0.000518346263561398,-0.00144933734554797,0.00322525715455413,0.00138438877183944,-0.00226862169802189,-0.00724454130977392,0.00488025741651654,0.00097978487610817,-0.00566903874278069,-0.0032552806660533
"19",-0.000958103220909834,-0.00395330088213086,0.00172467483207583,-0.000252721278229728,-0.00363388424739242,0.00227283197455108,-0.000217855573282577,0.00345805962570012,0.00571510940790176,-0.00659459549933672
"20",0.000947997788898647,-0.00275818561203778,0.000271266617346555,0.00279755564406514,-0.00141867983620614,0.00316442479379475,0.00161591859068722,-0.000844902533572167,0.00385436112992465,0.00619761226698756
"21",-0.00632708938792348,-0.00245640845969319,-0.00043512147385627,0.001371173071675,0.00215401500463486,0.00115473207551986,0.0011813233140856,0.00306244939565659,0.00717155635356903,-0.00211373623460531
