"","NKE","CVX","MCD","KO","CAT","DD","RTX","MMM","AXP","TRV"
"1",0.00307857012376189,0.00179165613371879,-0.0157685000449419,-0.00182049325667322,-0.00201438646763563,0.0066128047183156,-0.0012880798894912,0.00249259197153151,-0.00627626944333315,-0.00229883473366499
"2",-0.00488222436979413,0.00139343179762363,-0.00276502082124352,0.00707187363877892,0.00992638897150755,0.00601948518306017,0.000477390043670312,0.00132571475114673,0.00418916391208768,-0.00182022876106203
"3",0.00327273947186768,0.000949784065596759,0.00687442161142826,-0.00122328684665263,-0.00065781717421487,-0.00184530392289162,0.00476675108075142,0.00360370241105556,0.00284190522506833,0.0042270589619875
"4",0.000862995977513492,-0.000295369885861874,-0.0016307772602886,0.000861028500366956,0.00802204478532076,0.00239388342015445,-0.0510476194322109,-0.00184631126467139,0.00297292438335717,1.60169001901522e-05
"5",-0.00287059834226966,0.00113255123142153,-0.0013533370802179,0.00400530407205224,-0.000303068343782797,0.0100173987448215,-0.00618953444063663,-0.00231820461340249,0.00227636145427823,0.00167449377477169
"6",0.0101529769599438,0.000236158215557225,0.00133566616568714,-0.00319348135963082,8.23989539640024e-05,-0.00421201484277844,0.00561598362401128,0.00662474380806088,0.00371552864089608,0.000950370216742158
"7",0.00447747902944684,0.00297867180779576,0.0021497611887753,0.00157995172776282,-0.0166073180735111,-0.0026997271925211,0.00111158576328307,0.00311268353834748,7.3543400503695e-05,0.00333733856678009
"8",-0.00270219822414219,0.00247083255089819,-0.00489092338830233,0.00112509017344564,-0.00408562459051609,0.00355978938750923,-0.00260866060853004,0.00144251820165664,0.00224183569662273,0.00591667275875807
"9",-0.00289835943840444,0.00234609236940742,0.00242476467974484,-0.000722517317626625,0.0063182171434164,-0.00433402368798852,0.0096419807523489,0.00183122174348682,0.0021779271773994,-0.00497437873855233
"10",0.00380612886510789,-0.00363528518937528,0.00280918902717531,0.0023579471744597,-0.00588942272588611,0.00180608138907701,-0.00181750766932964,-0.00332973035983741,0.00231818435713649,-0.00468627503141761
"11",0.000817098072730005,-0.00179859308991581,-0.00298026250675321,-0.00147590006235987,0.00502569833770394,-0.00177758664358407,0.0236901510506868,0.00293175503611565,0.00559980003163218,-8.40010907268152e-05
"12",-0.00506317429244518,-0.0042627640068531,0.00153329526074231,0.00161274475976825,-0.00908885709941387,0.0043781902641058,-0.00148681667633355,0.00174676754977554,0.000950248679146171,-0.000775824999436736
"13",0.00424704607576132,0.00108266074676067,0.00205342168919742,-0.000186725257663056,0.00752481585368514,0.00345936929807067,-0.0054284636862576,0.00042949867201969,-0.00269386428408325,-0.000891509815119207
"14",0.00506640365347266,-0.00612644478678703,0.00332262134179473,-0.000528763397596776,0.00827669352293015,-0.00179104611743242,-0.00426349742338061,-0.00176865933462977,-0.00039314414607361,0.00511084590107203
"15",0.0004263520531822,-0.00152260134927928,-0.000460868701338768,0.000638074823655188,0.0130376946181059,0.00149719882756472,-0.00213706726208329,-0.00150614080484957,0.00053941534133628,-0.0011196086416021
"16",0.00252639222890139,-0.00024265430693049,0.00287375692278147,0.00414118263870478,0.013357768766582,0.00193209340795875,-0.00308966194279492,0.000446259160526097,0.000694003188982606,0.00216226978227496
"17",0.00262214452959597,0.000466086668893695,0.00455642957240343,0.00115074776113033,-0.00351016712374985,0.00376619608141482,0.000316006975481287,0.000741467520128936,0.00136041885707527,-0.00158214953262359
"18",0.00331198051571846,0.000620705890469253,-0.000843353162053972,0.00341784744523466,0.00196192995645106,0.000319831509841606,0.0053148353472352,-0.000314501230604947,-0.00117435038555413,-0.00223543401807547
"19",-0.00097170757362619,-0.00147894758265465,0.00656341109424829,-9.55053183133714e-05,-0.000938324257731438,-0.00500830495730042,-0.00569863710552454,0.00297353556379676,0.00107264239341021,0.00289398827590048
"20",0.0037908460944891,-0.000744003336876631,0.00504700792953372,-0.000958493677899241,-0.005625463090837,0.00422420026734471,0.00876301061362028,-0.00091076921671629,-9.14220509002917e-05,0.00266865873709321
"21",0.00319125177338719,0.000719993724487722,0.00240919832140207,0.00183582142926753,-0.00632781768217683,0.00586804933845997,-0.00128278881311417,-0.00210648216307163,0.0057075759395957,-0.000872094184160233
