"","MRK","CVX","MCD","NKE","DD","KO","RTX","MMM","AXP","TRV"
"1",-0.0201758034527302,-0.00787188578397036,-0.0105004273355007,0.00738415075466037,0.00267328624613583,-0.00797482021152973,-0.00263347500003874,0.00817173346877098,0.00100195384584367,0.00125056237448007
"2",0.0128086544573307,0.000676880648825318,0.0105898287147284,-0.0119823766872287,-0.00348999025300145,-0.00124456523917615,0.00598732847720385,0.0037775740493089,0.00485805422067642,0.00602238392457366
"3",0.00245696073397994,-0.00574096851050854,-7.44398130336776e-05,0.00105984101537615,0.00340062077157199,0.00456586759537458,-0.00664834957569838,0.00290235690772533,0.020549014210701,-0.00699952058494091
"4",-0.00643862504512072,0.00399323552846909,-0.000177051973878406,0.00390787562355399,0.0078832907602191,0.00550432503223419,0.00271814013831317,0.00456029502674937,-0.021565904840827,0.00395981362089515
"5",-0.00484751956537366,-0.00055033212993294,-0.00142909539863467,0.00525580300018191,0.00682922266423702,-0.0150121934711933,0.00415906868875027,0.000474563712486997,-0.00249429629184306,-0.00172213348560035
"6",-6.64792314637452e-05,-0.000761118775699288,0.000918778241612017,-0.0024078362621367,-0.00958549696952105,-0.00321146822534502,-0.00741675170138478,-0.00840344559401274,-0.00041813577990979,0.00729054166004062
"7",-0.000391051318729296,-0.0010150884045288,0.00760373473167419,0.000147085127537139,0.00206233724020422,0.00185547152068466,-0.0134848887100816,0.000462893221992999,-0.0100139258429408,-0.00523985736072063
"8",0.00945138651877642,-0.003203553147614,0.00121849961578846,0.0041284360922873,-0.00668096076697111,0.00246211211197078,0.00493061309680343,0.00216922536492348,0.0100455256178975,0.00230031227692962
"9",-0.00102382618933916,-0.0052808104082942,0.000603572407271713,-0.00102156191132963,-0.00661289086565375,-0.00344708980992436,-0.00152014719787985,0.00289729563519359,0.00034218659857288,0.0033550476655364
"10",-0.00113853148650378,0.00670638959854841,-0.00257302005775273,-0.00571781955659389,0.00655591674149036,0.0060715046711266,-0.00873090047389269,-0.00210420321673155,-0.00127523904666305,0.00609281612560153
"11",0.00654824869707227,0.00368293654173613,0.00333765824325383,0.0070734447799623,0.00123713025823236,-0.00207840790972114,0.00259968475438654,-0.0048726019449532,0.000211226360988803,-0.000710571184754372
"12",0.00366389658302069,0.00347816129215062,0.00153521960601211,-0.00539323361590505,-0.00183911295607686,0.00287485052831471,-0.00171859737019986,0.000353080773493275,-0.000143828758154996,-0.00855806656181812
"13",-0.00575572531670332,-8.71676238602959e-05,0.00709210895001888,0.00382420886307955,-0.00555757014080882,0.00595235778018832,-0.00206775031983852,0.00368906650692225,0.00296036899089813,0.00731881894171238
"14",0.000949243200011551,-0.00313506391830742,-0.000684380123857409,0.00698766484856606,-0.0041165784932673,-0.00312015414237976,-0.00548237608745694,0.00835183542221785,-0.00309625524096191,-0.00438147271052003
"15",0.000346539047313854,0.00121726922225207,-0.00156232458539307,-0.00159887224435806,0.00191058206837624,0.00177339150104672,0.00138040527235717,0.00312069267965853,0.00210192101076245,0.00223450176417828
"16",0.01101213414222,-0.00082048523472622,-0.00113381701521575,0.0103427255526185,0.00280536431819201,0.00530393002554774,-0.00480292411521077,0.00877088401466608,0.000324144988553599,-0.00607529049739242
"17",0.00519069284200668,0.00104450574144721,0.000939755293074995,-0.00478980178013444,0.00716200238093734,0.00563849229365587,-0.00320416269823909,0.00167756527662277,0.00160498637706041,0.00931183621287346
"18",0.000587470654863864,0.00246765837073326,0.0014527376042679,0.0145839191973209,0.00353778852149844,-0.00262929615564644,-0.000241020708926953,0.00239796913228929,0.00103312055580318,-0.00313286553137004
"19",0.00352157978340983,0.00773234944790602,-0.00251313461922109,-0.00115800346247852,0.000587670947425067,0.00231796689331532,-0.00440692761912942,0.00636701146140695,0.00327934767119586,0.000534386199433357
"20",-0.000434080982813612,0.00201787916012108,0.00131910864729434,0.00484570534899831,0.00284684938378632,0.00493568554520607,0.00507359951734543,0.00369453057646751,0.00168814929202199,0.00672178156673908
"21",0.00112182938028127,-0.0026628402993083,0.00150264531839639,0.000363808969268575,0.00398440286517143,-0.000446086516603827,-0.00500146159902215,0.00311072752811015,0.00190580345224589,0.00515978783369064
