"","BA","VZ","MCD","AXP","UNH","RTX","MMM","NKE","DD","TRV"
"1",-0.00251613394357264,-0.000740665767807513,0.00876397266983986,-0.00761732226237655,0.0009019635617733,0.00269350851885974,-5.40524633834139e-05,-0.00420980388298631,-0.00526706269010901,-0.00309767341241241
"2",0.0102214179933071,-0.00665466580539942,0.00225733686238527,0.0020136300008744,0.00282828649505973,0.00357293081469834,-0.00129549065604806,0.00397985987365246,-0.0158375278115273,-0.00451711332425475
"3",0.00259113451465964,-0.00276231812313199,-0.00173282320611179,-0.00942640472203493,0.00664597284048796,-0.00595839880406857,0.00855778343975544,0.00256382278166711,0.00488166371360421,0.00472452212125063
"4",0.00693988660350442,0.00451581738889217,-0.00130648748017848,0.00782944355159998,0.0056571145541966,0.00234043435193598,0.00378323532640934,-0.0036926434841007,-0.00694777583703399,0.000224764604354277
"5",0.00453021470457315,-0.00559034990146756,-0.00589255709201097,0.00292910938151181,-0.00544567219913006,0.00431083468720317,0.00241330871358514,-0.00100916449446231,0.00406011799350381,0.000873606302775443
"6",0.00448476383462548,0.00238217716105282,0.000589921546634287,0.00331530184485018,0.00279837870039046,-0.00237692543305457,-0.00403033755719662,0.00209470116533339,0.00831997487694025,0.00548107037320733
"7",-0.00148203130811453,0.000732818036340177,0.00596843985840678,0.00440310593694448,0.001453977660276,-0.00121091585606337,-0.00363575853407383,0.00321131944656372,0.00482866633683443,0.00752544356510043
"8",0.00200738338753581,0.00235539791174233,0.00550075899809599,0.00170696363784373,-0.00487532326951623,0.00586780952289701,-0.0050117913633585,-0.00152671989053488,0.021715447306633,0.00431478535756469
"9",-0.00485158013179898,-0.00494562555104494,0.00472803600132465,-0.011758922599256,0.00438494747504592,-1.02551857708022e-05,-0.00474523054435849,0.00073019607225433,0.00529290037229657,3.65148480341304e-05
"10",-0.00437287474051118,0.00836341921240091,-0.00247737322933972,0.00323664816096425,0.00357965147122741,0.000507454504258931,0.00700423726812005,0.00344948819838464,0.00346097256988287,0.0010406234068796
"11",-0.00761739024892449,-0.00239097862504423,8.28790725790896e-05,-0.00812414661049843,-0.000856320606544614,0.00242446851916611,0.00446292571723461,0.00110017287079245,-0.00359695591032505,0.00512216286733747
"12",0.00253340997733176,0.00593545846641064,-0.00119316449854523,0.0121258180588484,0.00321354810148478,0.00410540169104934,0.0017004314577207,-0.000161668096552603,0.00510565284639597,0.00168978457804769
"13",0.0015996164875105,0.00169523374643177,0.00154555612243712,-0.000496630265843123,-0.00283816573210061,-0.00366293615661561,0.00450869044288993,0.00388803496025503,-0.0104207051917911,0.000512713333591819
"14",0.00612580217421055,0.00490064732730389,0.00314646400511265,-0.000690699671395123,0.00536840967833996,0.00459470273926854,-0.00267458078451455,-0.00411551725119352,0.0105128949508071,0.00721687357872725
"15",0.00732576474547386,0.000401760131353512,-0.00089356629177928,-0.000512850703671575,0.0088384049013257,0.00264928909018636,-0.00798783916980028,0.00169124745298177,-3.1099611078389e-05,0.00175450928509235
"16",0.00642057461664081,0.00708651263266802,-0.00289521319791675,-0.00034604623215273,-0.00777005543932319,0.00346868135966361,-0.00621051620692015,0.00220616697333753,-0.00340841594152153,0.00573591468855739
"17",0.002196199959144,0.00594265386462212,0.000256531406193972,-0.00625829584896564,-0.00107217917684466,-0.000154014167492278,-0.00164649437647313,-0.00646917428821325,-0.000660431454889476,0.00411378080025315
"18",0.00562315341085196,0.00650167930871248,-0.00149422150570899,-0.00943541247397661,0.00216023484244943,-0.000698474643286318,-0.000513609906192869,0.00422819051891565,0.00165952031966299,0.00129338726401329
"19",0.000861599168274552,-0.000215921027120203,0.000697146053425968,0.00275525450706482,0.00560163240879774,-0.00217699934728444,0.00430061109364033,0.00587391760200262,-0.00604758691042662,0.00346629065461457
"20",-0.00646428903564811,0.00530162546783686,0.000557684805244207,0.00651638861745596,0.00175741675775498,-0.00270674377679825,-0.00201314524747431,-0.00103175826370716,0.00597175490111113,0.000277971848845482
"21",-0.00576617382466793,0.00443613855168223,-0.000890211493242532,0.00552496733143926,0.00876531563699245,-0.00185908237472177,0.00146267435047776,0.00229737791232765,-0.00571197597309947,0.00272496091201901
