"","MCD","IBM","AMGN","CAT","HON","AXP","MMM","WBA","DOW","TRV"
"1",-0.00564476894214749,0.0114105362445116,-0.00235122279264033,-0.00455399742349982,0.00296980887651443,-0.00212217820808291,0.00107499386649579,0.0220896117389202,-0.0177309308201075,0.00601142970845103
"2",-0.000358720339136198,-0.0110735921189189,0.000352145842043683,-0.0104033118113875,0.00192990712821484,0.000494233332574368,-0.00844372995197773,-0.0131768314167857,0.0134507147595286,-0.00577325047925115
"3",0.00317308376543224,-0.00034691666951403,-6.13107986282557e-05,-0.000747456506360322,0.00478233862668276,0.00485385581851006,0.00573620712384582,-0.0131629202514887,0.0131723759695888,0.000309332215692848
"4",0.00134565145708621,0.00147057115100324,-0.00425093248486519,0.00825989339500666,0.00230518006719649,0.00241458090022206,-0.00112982071004808,0.00073185411747545,-0.00310235098004341,0.00181764818262309
"5",-0.000387171196052805,0.000296998041449115,0.00290789408609271,0.00607573240995407,-0.0053231748752296,-0.0014536720700562,-0.00131321046501398,-0.00080476951552555,0.00594181707128882,0.00031032512197271
"6",-0.000959622149821371,0.00924597773700953,0.00160492456052452,-0.000550257740542293,0.00104338116943836,-0.00197678268887103,-0.00141833734232932,-0.0018139008898288,-0.00174245669040829,0.00880999770015478
"7",-0.00342909735627472,-0.00214718515053391,-5.62197128601838e-05,-0.000391584500903264,0.00754302646964788,0.0123247420415282,-0.00160997617058456,0.00106839346699417,-0.00715763354673982,-0.00751672824844718
"8",-0.00156111654359847,0.00462290551513433,0.00320318597368896,0.00628253165632486,0.0161162987351418,0.00244795624166727,0.00450109178200364,-0.00194427708629519,-0.00316838966682553,-0.00295934709720314
"9",-0.00201820931397378,-0.00666803540661931,-0.000166385128977709,-0.00309880799613893,-0.00562134990468621,-0.00500764232128859,0.0012681782245636,0.00931774452328682,-0.0102634942159057,0.00399180501699448
"10",-0.00351618439890444,-0.00563541799783707,-0.000814943923614919,-0.00732975825667381,0.00296493270434439,-0.00105043489020318,0.00116694159805775,-0.00894566345959902,-0.0108360080048442,0.00553162535652518
"11",0.000402341567678377,0.00148525927215815,-0.000726762693375349,0.00571793457493186,-0.000425161648308858,-0.00391653878614306,0.00374524155631661,-0.00301252515055239,-0.00661860872060061,0.00690572569146752
"12",-0.00135321740526706,0.00237933290190995,-0.00216367677785456,0.00814880710095167,-0.0020667277276516,-0.00747965648770332,-0.00651157461106777,-0.00646830210462213,0.0109498770907521,-0.00212605646811426
"13",-0.00372155825607479,-0.000664190039969981,-0.00371783343143761,-0.00169871049001813,0.00139122223481536,-0.00801860447973013,0.0023954005446285,-0.00713789183646441,0.0017006992129609,0.0034917842131108
"14",0.00328732701018453,-0.00454363413155079,-0.00637911073863506,-0.00875476934015751,-0.00223865965381265,0.00457093818113208,0.00329366745427251,0.000985263963229954,-0.000174066954059526,0.00391843309625983
"15",0.00343518820591271,0.00106515467632562,-0.00250017247162759,0.00791945029050112,0.00311169610358775,-0.000580926542170346,0.00344072771258652,-3.32381787302438e-05,-0.00587348639965057,0.00273336772806942
"16",-0.0061726551502943,-0.0033112212549895,-0.000122419703984633,0.00181989395059645,0.00563204940408468,-0.000674300186801702,0.00059778947615996,0.0154882743954659,0.003186518792063,0.00687700882554054
"17",-0.00194009940605611,0.00876238849014044,-0.00142605032306165,-0.00952369999140501,0.00604812242090702,0.00609442358836532,-0.000354266783688217,0.00318744662217796,0.000595231831539422,-0.00337906065396965
"18",-0.000722488388419151,-0.00279180542565882,-0.00322344363667071,-0.0014634927501902,0.00961171742528677,0.0118081886321306,0.00198257947340608,0.0115587953478098,-0.017535213381052,0.00138211867306381
"19",-0.00467285653576255,0.00418285047635436,0.00323997088707983,0.00438822247087955,0.00509893707931042,0.00315272249281406,-0.00173472077585757,0.0121163483709097,0.0108951451256871,0.00574537040665746
"20",-0.00527101149782538,-0.000682482845149934,-0.00021605531219393,0.00395825412124395,0.000775701482780278,0.00401368318125606,0.00219844793900847,-0.00919889006763697,0.0171053130179644,0.00607087556272745
"21",-0.000738170696422458,0.00903845671564341,-0.000717643008101732,0.00012863366282545,0.00135103869251907,-0.000939714373089373,-0.00152521149720997,0.00417810725048184,-0.00807585008442402,0.00853135250508785
