"","CVX","NKE","CAT","MCD","KO","DD","RTX","MMM","AXP","TRV"
"1",0.00278750504367054,-0.000306750735035166,0.0281526930630207,0.00471036043018103,-0.00787190347909927,0.00186379579827189,0.0104186944663525,-0.00398311857134104,0.00317281717434525,-0.0160928666591644
"2",0.00572805805131793,-0.0188470147550106,-0.0107501465827227,0.00460919318720698,-0.000666940410155803,0.00355837680399418,-0.000776169123128057,-0.0116496551781893,0.0178551077842712,-0.00259323162026703
"3",-0.00132672500330955,-0.0106020933017135,0.00292890565469861,-0.00153450504876673,-0.0147330043837428,0.00172293896321207,0.0118096461519599,-0.00650876015424728,0.00351987243629992,0.000867596943862736
"4",0.00529517186805606,0.00319393700920045,-0.000845933274831623,-0.000838812382426113,-0.0078703910112381,0.0103260483592749,-0.0101754423230886,-0.0332187078893185,0.00852685514837503,-0.00358910812065005
"5",0.0124181471765041,0.00661021983250976,0.028432808816433,0.0182441342622042,0.00503798481076956,0.00540127931162715,0.0092021906748414,0.000771704886574298,0.00417188461869955,-0.00265103625133634
"6",0.00851039495319128,0.000543867819942534,0.00142457475885749,0.000124010213767178,0.000594666053075343,-0.00759675120934844,0.0162916965782642,-0.00760712521150708,0.00592518039047718,0.000724058365449309
"7",-0.00149636738933623,0.0080579211935401,0.00244279811158776,0.00367650878615677,-0.00360362092033029,0.00127005949616432,0.0192534923553467,-0.00412812735885382,0.0074120587669313,-0.00244388659484684
"8",-0.00227745180018246,0.00483044516295195,0.0084019498899579,-0.00196057301945984,-0.015256498940289,-0.00206880806945264,-0.00792855117470026,-0.00225087208673358,0.000513983075506985,0.000423448596848175
"9",-0.00101502938196063,-0.00711806630715728,-0.00136201619170606,-0.00931407697498798,0.00192662025801837,-0.000933881965465844,0.0120816323906183,0.00923848710954189,-0.00422949949279428,-0.00465412531048059
"10",0.00316519825719297,-0.0101646166294813,-0.000625588989350945,0.00528861908242106,-0.00347409211099148,0.0081585431471467,-0.00193575897719711,0.0118923084810376,0.0124645903706551,0.00220171664841473
"11",0.000437738723121583,0.00294650555588305,-0.00312976632267237,0.00365739641711116,0.00187746365554631,0.00402267649769783,0.000515062769409269,-0.00168897083494812,-0.00194410805124789,-0.00199046032503247
"12",0.00443175248801708,0.000160778581630439,-0.000245870556682348,-0.00258849188685417,0.00265822396613657,0.00511776655912399,-0.000696289585903287,0.00890109222382307,-0.00919459760189056,0.00328046106733382
"13",0.000610658142250031,0.00700081931427121,0.00163502967916429,-0.0128035685047507,0.00153114018030465,0.000855061633046716,-0.000373395654605702,0.00820606853812933,0.00365401245653629,0.000229213954298757
"14",0.00111581606324762,0.00688211293891072,0.00830645952373743,0.0278767347335815,0.00553620653226972,-0.00284699816256762,0.00549584068357944,0.0055262865498662,0.00249626790173352,0.00167023856192827
"15",-0.00118515477515757,0.0108176609501243,0.00879521202296019,-0.0115332156419754,0.00163647718727589,0.00267657241784036,0.00133786955848336,0.0144832329824567,0.000751845829654485,0.00472296541556716
"16",-0.000589571485761553,-0.00294330064207315,-0.00599141512066126,-0.000380630895961076,0.00229775556363165,-0.00264226761646569,-0.000954474322497845,-0.00176313077099621,0.00646934472024441,0.00355325359851122
"17",-0.00671196635812521,0.0083257220685482,0.00663655018433928,-0.000625851913355291,0.00212701130658388,0.00340073928236961,0.00870374217629433,-0.00196629366837442,0.00836256798356771,-0.00116118614096195
"18",0.00228876178152859,0.00190265767741948,0.00531937554478645,-0.00283333682455122,0.00493505224585533,-0.00283231632784009,0.0140114147216082,-0.0028243400156498,-0.00363362720236182,0.0018628811230883
"19",0.000717461749445647,0.00103643990587443,0.0062862359918654,-0.00488987378776073,0.0107757765799761,0.00283090816810727,-0.00133377383463085,2.05415253731189e-05,0.00447359820827842,0.00239954679273069
"20",0.0032463469542563,-0.00483486289158463,-0.00021905088215135,0.00740734441205859,0.00479703163728118,-0.00302918814122677,0.00498166540637612,0.00292376289144158,0.00267299846746027,0.000551569217350334
"21",0.0045698769390583,0.00230907811783254,0.00752592412754893,0.00269940472207963,0.000838007661513984,0.00134036364033818,0.00450033182278275,-0.00374089647084475,0.00340974307619035,0.00582726625725627
