"","IBM","KO","NKE","UNH","RTX","DD","AXP","CAT","MMM","TRV"
"1",0.00944893807172775,0.00998913031071424,-0.00288278120569885,0.00102426414377987,-0.00534219294786453,0.00386451580561697,0.000870875490363687,-0.0014269866514951,-0.000471527455374599,-0.00505244685336947
"2",-0.00103309436235577,-0.000786415999755263,-0.00403188494965434,-0.00671281851828098,0.00629781559109688,0.00220583565533161,-0.0044986461289227,-0.00352088711224496,-0.00259554269723594,-0.013638217933476
"3",-0.00517114484682679,0.00275388988666236,0.00917249638587236,0.0125878285616636,0.0015376697992906,0.000762488576583564,-0.00384703511372209,0.0036859589163214,-0.00219037290662527,-0.0093696927651763
"4",-0.00182609795592725,0.00234107137657702,0.017435859888792,-0.00695306481793523,-0.00582541665062308,-0.00102651352062821,0.00232972437515855,-4.95731474075001e-05,0.00263265776447952,-0.00829396490007639
"5",0.00585935451090336,0.00289514497853816,-0.00997731927782297,-0.00869457516819239,0.0026072352193296,-0.00365466251969337,-0.00686374725773931,-0.007107004057616,-0.00393632706254721,-0.00679427804425359
"6",-0.000930302368942648,0.00130140606779605,0.0031919339671731,0.000551869627088308,0.00208976725116372,-0.00337657146155834,-0.000170915664057247,-0.00630380446091294,-0.000615683093201369,0.00264412071555853
"7",-0.00839375331997871,-0.00381693243980408,-7.4799834692385e-05,-0.00748456036671996,-0.00344060314819217,-0.000261556706391275,0.00096237426623702,-0.0124129261821508,0.00308360857889056,0.00525862257927656
"8",-0.00184693210758269,0.00632954109460115,0.00778247462585568,0.00293480092659593,-0.0065108141861856,0.00537816621363163,-0.00236697751097381,0.0021288872230798,0.000136895614559762,0.00328585878014565
"9",-0.00177407148294151,-0.000203128613065928,-0.00100581196602434,-0.00210823561064899,-0.00137042836286128,-0.00743290456011891,-0.00977265741676092,-0.00822861213237047,-0.00685352738946676,-0.00909760501235723
"10",0.00227638753131032,-0.00179846980609,-0.00155755481682718,-0.00344407488591969,-0.00575382867828012,-0.000962589867413044,-0.0072473376058042,0.000676291878335178,-0.00373137998394668,-0.00259222439490259
"11",0.00153169350232929,-0.0014452796895057,0.00202124542556703,0.00533462362363935,-0.00208128127269447,0.00467090075835586,-0.00611644750460982,-0.00894718151539564,0.00249998341314495,0.00132623920217156
"12",-0.00339057017117739,0.0046386462636292,0.0039980411529541,0.00266343029215932,0.00618772534653544,-0.00250382302328944,-0.00243244552984834,0.00333669618703425,-0.0035771238617599,0.00212432560510933
"13",-0.0108824605122209,0.000210120735573582,-0.00375098129734397,-0.00427348213270307,0.00142065505497158,-0.00071393046528101,-0.00320326839573681,-0.00649465108290315,0.00646561896428466,-0.00699625816196203
"14",-0.00557046011090279,-0.00579660711809993,-0.00874133687466383,0.000307575479382649,-0.00566144241020083,0.00153608713299036,-0.000488464022055268,-0.000530548393726349,-0.0065559265203774,-0.002230622805655
"15",0.000712270324584097,0.00428313296288252,0.00690277805551887,0.00598303880542517,0.00484310742467642,-0.00221271719783545,0.000313486234517768,0.0131086064502597,-0.00223420700058341,-0.0117159094661474
"16",-0.00719100795686245,0.00502158375456929,-0.00439421506598592,0.010474419221282,0.00355690089054406,0.000823142530862242,-0.00901052635163069,-0.00634520780295134,0.00849744584411383,0.000772349478211254
"17",-0.00506953755393624,-0.00431369850412011,-0.00611072033643723,0.00565282348543406,-0.0010778239229694,0.00886896345764399,0.00418739952147007,0.00205933768302202,-0.00903028715401888,0.00811589695513248
"18",-0.00231452006846666,-0.00496689137071371,0.00307449814863503,-0.00401185499504209,-0.00242409203201532,-0.00329952221363783,-0.000575594662223011,-0.00196203589439392,0.00282849464565516,-0.00148854206781834
"19",0.00504256505519152,-0.00286490167491138,-0.00150109117385,-0.000645044667180628,-0.0014099198160693,-0.00407263776287436,-0.00355512439273298,0.002111432608217,1.85402041097404e-06,-0.00429269066080451
"20",-0.00214174832217395,-0.00158204638864845,0.00598651124164462,0.0046176565811038,-0.00395678076893091,0.00735321827232838,-0.000900183222256601,0.000437558250268921,0.00140117271803319,-0.000342901214025915
"21",-0.00914603192359209,-0.00327811646275222,-0.0062996675260365,-8.88772337930277e-05,-0.00228028045967221,-0.00210062926635146,-0.000792758190073073,-0.004565613809973,0.000542831723578274,0.00107525323983282
