"","NKE","GS","RTX","IBM","AXP","MMM","CAT","WBA","TRV","DOW"
"1",0.00649363175034523,0.0160520803183317,0.00791847333312035,0.0174396615475416,-0.0225734114646912,-0.00275744474492967,-0.0146642196923494,0.00996257551014423,-0.00621933396905661,0.0136883473023772
"2",1.53881064761663e-05,-0.0104012936353683,0.00244888546876609,0.0127872014418244,0.00181921920739114,0.0429971553385258,0.00493893818929791,0.00861063692718744,0.0044153849594295,-0.0125124230980873
"3",0.00541096786037087,-0.00569124240428209,-0.0167522057890892,-0.00703499000519514,0.00472330069169402,-0.0231123957782984,-0.000954634335357696,0.00898651964962482,-0.00383145338855684,0.00290289497934282
"4",0.00182551331818104,-0.0121844299137592,0.00535779353231192,0.00385180278681219,0.00133669539354742,-0.0136155877262354,-0.0108589353039861,0.000526745396200567,0.0127222454175353,-0.0087963379919529
"5",-0.000558346742764115,0.00341663416475058,0.00737520633265376,-0.00431068101897836,5.39116117579397e-05,-0.0139298168942332,0.00439219828695059,-0.00629733223468065,-0.0105472356081009,0.0142301032319665
"6",6.35142569080926e-05,0.00185408617835492,0.0139378570020199,-0.00805600173771381,0.00430543860420585,-0.00542187644168735,0.00130690983496606,-0.00231670611537993,0.00505381077528,0.00227601500228047
"7",0.00493404595181346,-0.00925661809742451,-0.00743373250588775,-0.00279301987029612,0.00164826482068747,0.000113180169137195,-0.00270101428031921,0.0074390172958374,-0.00800225138664246,0.0124141983687878
"8",-0.00514813279733062,-0.00758000649511814,0.00198338367044926,-0.00272148218937218,0.00842818338423967,0.00767103536054492,-0.00106355454772711,-0.0103609804064035,-0.00536632305011153,-0.0090483482927084
"9",-0.00504201138392091,-0.00335549027658999,-0.00264442386105657,0.0134274829179049,0.00568979000672698,-0.0103148855268955,-0.00380153208971024,-0.0123275965452194,0.00289720203727484,0.00481288507580757
"10",-0.00272099510766566,-0.00274391728453338,0.0213171411305666,0.00498434249311686,-0.00105166237335652,-0.011536356061697,-0.00160207320004702,0.000610507267992944,0.00517510622739792,-0.00957871042191982
"11",-0.00447123264893889,0.00529094180092216,0.00104451226070523,-0.00216226698830724,0.00400013802573085,0.00456773024052382,-0.00844273157417774,0.00602706149220467,-0.00762703968212008,0.00726096052676439
"12",0.00607338128611445,-0.00422188080847263,0.00467997184023261,0.0093243895098567,0.00208691996522248,-0.00581118185073137,0.00774457724764943,0.000763816584367305,0.00463734520599246,0.00377100775949657
"13",0.00569401495158672,-0.00488849077373743,0.00739112123847008,-0.000112291738332715,0.00538268685340881,0.00101368851028383,0.00235125282779336,-0.00171150441747159,0.00534520437940955,0.0132165076211095
"14",0.00430915039032698,-0.00106202519964427,-0.00351830921135843,-0.00765731791034341,0.0049659269861877,-0.00103452196344733,-0.00992886535823345,-0.0148586286231875,-0.000446118705440313,-0.0187300480902195
"15",0.00691158510744572,-0.00421810941770673,-0.00415055360645056,-0.000216256885323673,-0.00107815070077777,-0.0109891789034009,0.00708144577220082,-0.0179639514535666,-0.00781841296702623,-0.0082652298733592
"16",-0.000751422136090696,0.00543812988325953,0.00224589579738677,-0.0049767061136663,0.00559513969346881,-0.00533632561564445,0.00721546728163958,0.00111698289401829,0.00603715796023607,-0.00971202272921801
"17",0.00189577578566968,-0.000993088819086552,0.0125650512054563,-0.000127379229525104,0.000359709025360644,-0.00553409475833178,0.00863672327250242,-0.010883959941566,-0.000980834360234439,-0.00418064231052995
"18",0.00909032393246889,-0.00210483442060649,-0.000568212475627661,0.00223072012886405,0.00355795491486788,0.00735819851979613,-0.00136426358949393,0.00738073606044054,0.00723324809223413,-0.00331142148934305
"19",0.00350213190540671,-0.00246779527515173,-0.00414580199867487,-0.000449632556410506,0.00503298407420516,0.0073202638886869,-0.00553744053468108,0.00537626398727298,0.000493599683977664,0.00981661956757307
"20",0.00207220553420484,0.00114296353422105,-0.00108474458102137,-0.000818282424006611,-0.00179476977791637,-0.0170707479119301,-0.00153251457959414,-0.000955942436121404,0.00710392137989402,0.00844688434153795
"21",-0.00223606801591814,0.000723025877960026,0.00618450669571757,-0.00184856553096324,-0.00526855094358325,0.00352753465995193,-0.00884945970028639,0.00289968634024262,0.00264523318037391,-0.00290647521615028
