"","VZ","HPQ","UNH","BA","AXP","RTX","DD","MMM","AA","TRV"
"1",0.000246231909841299,-0.0041501228697598,-0.00339116039685905,-0.00675628380849957,-0.00242982432246208,-0.00281725381501019,0.0313390977680683,0.00456674071028829,0.00202940683811903,-0.00166857044678181
"2",0.00658296560868621,-0.000667086686007679,-0.00678583513945341,-0.00505309691652656,0.00232123699970543,-0.00245866016484797,0.000493801548145711,0.00136190070770681,3.89102606277447e-05,-0.00052882416639477
"3",-0.00114882609341294,-0.00013896482414566,0.00172135792672634,-0.00380155025050044,-0.00305786356329918,-0.00474115274846554,0.00388036505319178,0.00045698307803832,-0.00642038742080331,0.00932582747191191
"4",-0.00574365118518472,-0.0323796458542347,-0.000557064369786531,-0.00447129318490624,0.00243206811137497,0.00085603806655854,-0.00733150308951735,0.000997046125121415,0.00469136191532016,0.00155967602040619
"5",-0.00163466588128358,0.00314533640630543,0.00179986050352454,-0.00931813102215528,-0.00833533424884081,-0.00343946274369955,0.0214668773114681,0.00214223796501756,0.00398310553282499,-0.00270526646636426
"6",-0.00464365817606449,0.00684507517144084,0.00151999946683645,-0.00242178421467543,0.000172597952769138,-0.0013116440968588,-0.00293539371341467,0.00389719218946993,0.00178942340426147,0.0123219732195139
"7",-0.00573236588388681,-0.0405888631939888,-0.0020851157605648,-0.011070859618485,0.00890228059142828,-0.00474411202594638,0.00410967506468296,0.0074335178360343,-0.00549223041161895,-0.00716120610013604
"8",-0.000761522445827723,0.00899994652718306,-0.00281777163036168,-0.00680230092257261,-0.00513985333964229,-0.00530431605875492,-0.00415203394368291,0.00602633878588676,-0.00165339268278331,-0.0051277382299304
"9",0.00198329030536115,-0.00677609164267778,0.00127311574760824,-0.0217441916465759,-0.00422304682433605,7.94680963736027e-05,0.000690589775331318,-0.00244038202799857,-0.000445011392002925,0.00347821856848896
"10",-0.000823544105514884,-0.0365361534059048,-4.18894705944695e-06,0.0118269128724933,-0.00832124054431915,-0.00142406858503819,-0.00821034703403711,-0.00263893906958401,0.00507620442658663,0.000118441312224604
"11",0.00422758655622602,0.0162625107914209,-2.15120076063613e-06,0.00680742273107171,-0.0011670112144202,-0.00873152352869511,-0.00643848953768611,-0.00210461555980146,-0.000140556323458441,-0.00213758717291057
"12",-0.0020080900285393,-0.00571504002436996,0.0033979145810008,0.000705996470060199,-0.00978630222380161,-0.00128850527107716,0.00249183387495577,-0.00511844409629703,-0.00852782279253006,-0.00318023073486984
"13",-0.00149618636351079,-0.00262323534116149,-0.00159537978470325,-0.0115137510001659,-0.00670236675068736,-0.00389363011345267,0.00119267124682665,-0.00722349248826504,0.00067233492154628,-0.00306122400797904
"14",0.000647548818960786,0.000596325204242021,0.00113343598786741,-0.0161798913031816,0.000713953049853444,-0.000250576034886762,-0.00158287980593741,0.000578866456635296,0.00516693061217666,0.00403597811236978
"15",0.000333412899635732,-0.014797568321228,0.00449525704607368,-0.00925346091389656,0.000259903696132824,-0.00430194241926074,-0.0122410850599408,-0.000989214633591473,-0.00050649035256356,0.00164976331871003
"16",-0.00203873193822801,-0.00433559063822031,-0.000605559558607638,9.6833253337536e-05,-0.00859255716204643,0.00715729594230652,0.00120419589802623,0.000139443451189436,-0.00411979993805289,0.0141617450863123
"17",0.00398195954039693,-0.00242474884726107,-0.000144038189318962,0.00415787007659674,-0.00288651138544083,-0.00413831369951367,0.0106146177276969,-0.004063471686095,-0.00991746969521046,0.00875471252948046
"18",0.00345851527526975,-0.0131088867783546,0.00435018632560968,-0.00756083335727453,-0.00460185995325446,0.00281325448304415,-0.000787746976129711,-0.000356830219971016,0.00393331050872803,4.64797194581479e-05
"19",-0.00168308417778462,-0.00575769925490022,-2.59914122580085e-05,-0.00633655348792672,-0.0037141777575016,0.00428998237475753,-0.00603704294189811,-0.00131886987946928,0.00506441062316298,0.00341150141321123
"20",-0.00281435949727893,-0.00897397194057703,0.00137643481139094,0.000803012982942164,-0.00291115255095065,-0.00553936138749123,-0.00876984838396311,-0.00770201720297337,0.00119797757361084,0.00220821937546134
"21",0.000254883256275207,-0.00180937792174518,0.00759267155081034,0.00113409757614136,-0.00256720092147589,-0.00424138642847538,-0.00838503055274487,-0.0104616722092032,-0.00361061352305114,-0.00264422153122723
