"","VZ","AA","MCD","T","MMM","RTX","DD","HON","MO"
"1",0.000701578799635172,-0.0177361741662025,0.00114491465501487,0.00656761741265655,-0.00449536042287946,-0.001374103827402,0.0023125174921006,-0.0130740916356444,-0.00363978091627359
"2",0.00595746701583266,0.00320323649793863,-0.00251690554432571,0.0159155502915382,-6.06223184149712e-05,-0.0142606347799301,0.0034102841746062,0.00792945548892021,-0.00018423299479764
"3",0.00126375071704388,0.0057420339435339,-0.00101699749939144,0.00142694753594697,-0.00299363187514246,0.00718368915840983,0.00414790119975805,0.00490809557959437,0.000891062838491052
"4",-0.00188534881453961,0.0113158468157053,-0.00222306558862329,0.00127190467901528,0.00277727097272873,0.00399014633148909,0.00368150044232607,-0.00545278145000339,0.000445674668299034
"5",0.00606665480881929,-0.00764864683151245,0.000680430326610804,-0.00720754824578762,-0.000491786457132548,0.00298350467346609,-0.00146900478284806,0.0026333574205637,0.00220984872430563
"6",0.00155542430002242,-0.00751936761662364,0.00243093073368073,-0.00441764108836651,-0.0049170721322298,0.00247860373929143,-0.00235420209355652,0.00187580194324255,-0.00148489442653954
"7",-0.00177278812043369,0.00235462468117476,0.000100016462965868,-0.00536306807771325,0.000979055417701602,-0.000802535854745656,-0.00114100507926196,-0.00247184652835131,-0.00444116443395615
"8",0.00375649379566312,0.00874113012105227,-0.00232364074327052,-0.00238083279691637,-0.00295807514339685,0.00294237653724849,0.00157569814473391,-0.00307038892060518,-0.00235183467157185
"9",0.00183092709630728,0.0113682644441724,-0.0023542083799839,-0.00462187919765711,0.00101735489442945,0.00961379613727331,0.00370294484309852,0.00122072861995548,-0.00107101327739656
"10",0.0043216641061008,-0.000745095778256655,-0.00340685155242682,0.00143864098936319,0.00156520633026958,-0.00268213194794953,-0.000285520160105079,0.00126092496793717,-0.00163697428070009
"11",-0.00276814284734428,8.57515988172963e-05,0.001785758882761,0.00155252194963396,0.00429028598591685,-0.00536476960405707,-0.00203946814872324,-0.00548482872545719,-0.000406509352615103
"12",0.00365496566519141,-0.0170381218194962,-0.00442701019346714,0.0013634052593261,-0.00131977454293519,0.000333296280587092,0.00343771674670279,-0.00380550068803132,-0.000955108320340514
"13",0.00223176251165569,0.00613433960825205,-0.000256978382822126,-0.000320799183100462,-0.00116873299703002,-0.00437583168968558,0.000525525887496769,0.00476876785978675,-0.00492961332201958
"14",0.000721595773939043,0.0102808559313416,0.0018430701456964,-0.00276359147392213,0.005660196300596,-0.000721625168807805,0.000998092233203351,-0.000251050048973411,-0.00395256746560335
"15",0.0019543266389519,0.00719819450750947,0.00110800808761269,-0.00517880031839013,-0.00180991762317717,0.0010683968430385,0.00662429397925735,-0.00773493014276028,-0.00249046785756946
"16",0.00476620439440012,-0.000446721562184393,0.00171597511507571,0.0014448732836172,0.00791927240788937,-0.00369975925423205,0.00107244611717761,0.00167590344790369,0.00209976290352643
"17",0.00605359906330705,-0.00153706083074212,0.00168895965907723,0.000272011297056451,0.000577893923036754,-0.00845215655863285,0.00213449145667255,0.0067793601192534,-0.0080428896471858
"18",0.00465156929567456,0.00737629178911448,-0.00506445299834013,-0.00466826371848583,0.00430413847789168,-0.001209024223499,0.00301160989329219,0.0012506953207776,0.000645922089461237
"19",0.00556272175163031,-0.00395867554470897,3.75074123439845e-05,-0.00592447677627206,0.00118644873145968,0.00187545991502702,-0.002497682813555,-0.00164399319328368,-0.00152968696784228
"20",0.00323005928657949,-0.00168728921562433,0.000446202786406502,-0.00271805329248309,-0.00055300397798419,0.00444014230743051,-0.00755859492346644,0.00350904162041843,-0.00498198252171278
"21",0.00413971580564976,0.000117981573566794,0.00199633208103478,7.82886054366827e-05,-0.000819122593384236,-0.00124160293489695,-0.000259808904957026,0.00887237768620253,-0.000106748171674553
