"","KO","CAT","T","MCD","DIS","VZ","RTX","MMM","DD"
"1",0.00784572493284941,0.00499782525002956,-0.00255796941928566,-0.00192434736527503,-0.00460981437936425,-0.000624268839601427,0.00432354304939508,0.000264920847257599,-0.0032391098793596
"2",0.000848110590595752,-0.000704351172316819,-0.0037634102627635,0.00906152557581663,-0.00221936823800206,0.00224334583617747,-0.00218798546120524,-0.00596830761060119,0.000557420135010034
"3",0.00323656620457768,0.0105644818395376,-0.000249621516559273,-0.00353796756826341,0.00649331836029887,-0.00816079881042242,0.0122869098559022,0.00820307992398739,0.00864548608660698
"4",-0.00237912824377418,0.00317638134583831,0.00994402635842562,0.00118398887570947,-0.00314764049835503,0.00692901341244578,-0.00035048442077823,-0.00148382631596178,-0.0018545362399891
"5",0.00527297519147396,0.00446274131536484,-0.00183299195487052,0.00481808418408036,0.00252722576260567,-0.00175100390333682,3.86353021895047e-05,-0.00557496398687363,0.0041224155575037
"6",0.0023685188498348,0.00192551012150943,-0.00678812619298697,-0.00117436074651778,-0.00324777117930353,0.00583100225776434,-0.00133531435858458,-0.0112525941804051,-0.00405284808948636
"7",-0.00486158486455679,0.00710294162854552,0.00736869033426046,-0.00806018430739641,0.00675726775079966,0.00225673289969563,-0.00513294339179993,0.000340973434504122,0.00676392856985331
"8",-0.00239503756165504,-0.00216394895687699,0.0012215431779623,0.00433054007589817,-0.00238419068045914,-0.0104269832372665,-0.000273543322691694,-0.00244743260554969,0.00605873158201575
"9",0.00298985699191689,0.000930079084355384,-0.00177999015431851,-0.000278720021015033,-0.0145712830126286,0.00788699556142092,0.00554255023598671,0.00198550266213715,-0.00204442371614277
"10",-0.00349722104147077,0.00383677729405463,-0.0156567487865686,-8.03285292931832e-05,0.00596605241298676,-0.00562887033447623,-0.00263695581816137,-0.0103945471346378,-0.000515087449457496
"11",0.00205406383611262,-0.000900966464541852,0.00990319065749645,0.00321118673309684,-0.00930826365947723,-0.000812274112831801,0.00522321742027998,-0.00336852879263461,-0.000898073776625097
"12",0.00217221118509769,-0.00645596766844392,-0.00680084619671106,0.00832493416965008,-0.000363612401997671,0.000869024719577283,0.00719596771523356,-0.00466896267607808,0.00310864206403494
"13",0.00293411826714873,0.000570833799429238,-0.00181515095755458,-0.00179702881723642,0.00986945535987616,-0.00373247149400413,-0.00225089280866086,-0.0081141060218215,-0.00249130907468498
"14",0.00525763025507331,0.00164788530673832,-0.00720785185694695,-0.00401594815775752,-0.0136124882847071,0.00193420855794102,0.00275342026725411,-0.00873653404414654,-0.00306139746680856
"15",0.00205836002714932,-0.00260827667079866,0.0135896848514676,0.00821245182305574,-0.000840020598843694,0.000305520079564303,-0.000696323695592582,-0.00779995787888765,0.0020445988047868
"16",-0.00100180646404624,9.10132293938659e-05,-0.00230503012426198,-0.00315455696545541,-0.00648120092228055,0.0152506409212947,-0.00302831479348242,-0.00449919002130628,0.00385323935188353
"17",0.00113823811989278,-0.00140799314249307,-0.0124112172052264,0.000646683387458324,0.00632557366043329,0.00337603385560215,0.00335770170204341,-0.0110034001991153,0.00482521159574389
"18",-0.0016885818913579,0.00683710956946015,0.00956806726753712,0.00398946925997734,-0.0113467592746019,-0.00825240835547447,0.00334087153896689,0.00239158933982253,-0.000140261792694218
"19",-0.00269155600108206,-0.00774817820638418,-0.0113190142437816,-0.00319827301427722,0.0014818754279986,0.00729268090799451,-0.00202688411809504,-0.00874436181038618,0.00594792794436216
"20",0.00143806077539921,0.00476573314517736,0.00196774513460696,0.000277092447504401,-0.00248561426997185,-0.00438237143680453,0.00878519378602505,-0.00919800437986851,-0.00810311455279589
"21",-0.00121223251335323,0.000788205768913031,-0.00701642083004117,0.00360783329233527,-0.00661962758749723,-0.00319589907303452,-0.0102953771129251,-0.0125838667154312,-0.00545898685231805
