"","VZ","HPQ","UNH","AXP","BA","RTX","DD","AA","MMM","TRV"
"1",-0.00922056939452887,-0.00524225505068898,-0.00727522652596235,0.0187566503882408,-0.00127781508490443,-0.00741736497730017,-0.000654295203275979,-0.00136407546233386,0.00380639359354973,0.00397413969039917
"2",0.00935344863682985,-0.0153932673856616,0.0025441360194236,0.000829744560178369,-0.00110402179416269,0.0122231598943472,0.0203947070986032,0.008762177079916,0.00261768884956837,0.00539125641807914
"3",0.0111237270757556,-0.00484101148322225,-0.00511723617091775,-0.00401634955778718,-0.00669001834467053,0.00517150294035673,0.00390060292556882,-0.000636978715192527,0.00259588402695954,0.0122221792116761
"4",0.0059060943312943,-0.000577122787944973,0.00120966311078519,0.00620290543884039,0.0032471704762429,0.00533379428088665,0.0024817232042551,-0.00133069697767496,0.00961893424391747,0.00273727625608444
"5",0.00378145533613861,-0.0134584968909621,0.00198900513350964,0.00164718471933156,0.00573049718514085,-0.0103418119251728,-0.01102314889431,-0.00875737983733416,0.000147867351188324,-0.00168237125035375
"6",0.00126722047571093,0.00502448016777635,-0.00855645816773176,-0.00594424176961184,-0.0050264191813767,-0.00162349012680352,-0.00188271957449615,-0.015538590028882,-0.000966068939305842,-0.000771257735323161
"7",0.00329278199933469,-0.00385391595773399,0.0110997054725885,-0.00419092690572143,-0.00528487702831626,0.00310422689653933,0.00330642075277865,0.00225827004760504,-0.0007315973052755,-0.000897593214176595
"8",-0.000382952479412779,0.00585361709818244,-0.00330201652832329,-0.00397678790614009,0.000188073550816625,-0.00113770121242851,-0.00111469510011375,0.000237774671404622,-0.00236010504886508,0.000544131849892437
"9",0.00163960375357419,0.00298211630433798,0.00184749788604677,0.00040524746873416,0.000845283328089863,-0.0075832661241293,-0.0019918808247894,0.00641111377626657,-0.00125021755229682,-0.0020012566819787
"10",-0.0028934683650732,-0.00383504293859005,-0.00241400767117739,-0.00711773708462715,-0.0111615918576717,0.00534884817898273,-0.0156086888164282,0.000672310532536358,-0.00177350523881614,-0.000446392456069589
"11",0.000617727579083294,-0.00390728004276752,-0.000173485896084458,-0.00510659301653504,-0.00196606270037591,0.0018851674394682,0.00634016934782267,0.00227876496501267,-0.00215419521555305,-0.00342784472741187
"12",-0.00287650874815881,-0.012639650143683,0.00529239838942885,0.0018239876953885,0.00352406734600663,-0.00641920696943998,0.00384917692281306,-0.000234640669077635,-0.00301151536405087,-0.00463765487074852
"13",0.0052239834330976,-0.016777602955699,-0.00673674652352929,0.00130499491933733,0.000179342940100469,-0.00211520818993449,-0.00819233246147633,-0.00529608642682433,-0.000845213304273784,0.0036018209066242
"14",0.00251721544191241,-0.00817252136766911,0.00455152941867709,-0.00602316902950406,-0.00336533784866333,-0.00144814432132989,-0.00216924073174596,-0.0013105261605233,-0.000968122389167547,0.00436829915270209
"15",0.00143424584530294,-0.0126841943711042,0.000171176143339835,-0.00221199938096106,-0.00281261815689504,-0.00629995716735721,-0.00794347655028105,0.00510691804811358,0.00224967976100743,0.00743104238063097
"16",-0.000809418328572065,-0.0147555880248547,-0.00271624769084156,0.000751198327634484,-0.00408161198720336,-0.00746190221980214,0.0070875845849514,-0.00140302733052522,-0.00321241305209696,0.00305164232850075
"17",0.0020642604213208,-0.00399766815826297,0.00374240893870592,-0.0142274117097259,-0.0053175981156528,0.00116596219595522,0.00107399094849825,0.000814422382973135,-0.00412990152835846,0.000820969813503325
"18",-0.0042003383859992,-0.00552316708490252,-0.00297629227861762,-0.00167172821238637,-0.000592134485486895,0.000431443273555487,0.00183947524055839,-0.00580850895494223,-0.00503499573096633,-0.00036587641807273
"19",0.0011071675689891,-0.00801200047135353,0.00731602357700467,-0.00165458663832396,-0.0122830159962177,-0.000354056799551472,-0.00122653285507113,-0.00251631764695048,-0.00436925049871206,-0.00304982229135931
"20",-0.00356119312345982,0.00374474772252142,0.0011498942039907,-0.00999522767961025,-0.0116552440449595,-0.0102444803342223,-0.003834631992504,-0.00533487414941192,-0.00704911211505532,-0.00260263332165778
"21",0.00249613099731505,-0.00964793562889099,0.00145013572182506,-0.00138351146597415,0.000691751076374203,-0.00392970396205783,-0.00580597016960382,0.001714953687042,-0.00239012879319489,-0.00114477914758027
