"","MRK","MCD","VZ","BA","T","RTX","MMM","DD","MDLZ","TRV"
"1",-0.00260813464410603,0.00491201970726252,-0.00289912568405271,0.00342217762954533,0.00452691037207842,-0.000113540751044638,0.00394232524558902,0.00477281445637345,-2.15210166061297e-05,-0.00483791204169393
"2",0.0048950482159853,0.00350845698267221,0.000839819549582899,-0.00551560148596764,-0.000284320674836636,-0.000512806582264602,0.000463792821392417,-0.00782126374542713,-0.0067652203142643,-0.00021941153681837
"3",-0.00160994089674205,0.000935233721975237,0.00361462635919452,-0.0049651674926281,-0.00110758852679282,-0.000164035693160258,0.00175261695403606,0.00744872773066163,0.00716973282396793,0.00696610007435083
"4",0.00200709607452154,0.000278994324617088,0.00289493426680565,0.000769752718042582,-0.00412346702069044,0.00503352843225002,-0.00953912455588579,-0.00250486400909722,0.00791950989514589,-0.00384589470922947
"5",0.000711681146640331,0.00382471736520529,0.00493336515501142,0.00309378048405051,0.00346824829466641,0.007141949608922,0.001683279289864,-0.000194179665413685,0.000208397148526274,-0.000183657524758019
"6",-0.00321584916673601,-6.02441614319105e-05,0.00985695794224739,-0.000201307280804031,0.00842694938182831,0.00364538282155991,-0.000554629834368825,-0.0192499104887247,0.00174364051781595,-0.0122655183076859
"7",-0.00465471763163805,-0.00230102520436049,0.00313844601623714,-0.00642922800034285,-0.00465487316250801,-0.000729520805180073,-0.000318775302730501,0.0050221630372107,-3.4610005968716e-05,0.0112812360748649
"8",0.00538319488987327,-0.00154239439871162,-0.00155350414570421,-1.55652269313578e-05,-0.00618883548304439,0.0011051872279495,-0.00100067630410194,-0.00426559336483479,-0.0015353950439021,0.000499458634294569
"9",-0.00354867754504085,0.00883086118847132,0.00695573864504695,0.00114237575326115,0.000147837883559987,0.000118407042464241,-0.0042683919891715,-0.00889711547642946,-0.00197394913993776,-0.00149408599827439
"10",0.00360020436346531,-0.00119610712863505,-0.00133488606661558,-0.0057138605043292,0.000837346538901329,-0.00205079792067409,-0.00159993476700038,0.00633091432973742,0.00260693812742829,0.00774376140907407
"11",-0.00356493215076625,-0.00375004927627742,-0.00115382997319102,-0.0163966007530689,0.000278785271802917,0.00276183476671576,-0.00480609387159348,0.000749064434785396,0.00243563391268253,-0.00154324946925044
"12",0.00117242161650211,0.00262022693641484,0.00168927188497037,0.00312433415092528,0.00124038977082819,0.000245837669353932,0.00161175418179482,0.00352561683394015,-0.00134714145679027,-0.00800551567226648
"13",-0.00291687715798616,0.005218087695539,0.00227620429359376,0.000130711749079637,-0.000282679393421859,0.00149893888738006,0.00244057318195701,-0.0199899338185787,0.00604173447936773,0.00406797137111425
"14",-0.00697157438844442,0.00214730552397668,0.00289601203985512,-0.00989758316427469,-0.00237981439568102,0.00412627356126904,0.00160432723350823,0.00048021535621956,-9.65827493928373e-05,0.00304660643450916
"15",0.00290687032975256,-0.000999497366137803,0.00338153936900198,0.0123830176889896,-0.000686495681293309,0.00365330069325864,-0.000147474376717582,-0.00094510760391131,-0.000934046867769212,-0.00138185312971473
"16",-0.00548878451809287,0.00144876714330167,0.00440834742039442,-0.00707978336140513,0.00607374822720885,0.00744721945375204,-0.00270643853582442,0.0106363752856851,-0.00175609369762242,-0.00174268521368504
"17",4.51993801107164e-05,-0.00505026616156101,0.00719321798533201,-0.0103984158486128,0.000355959578882903,0.000184154792805202,-0.000615817029029131,0.00341645581647754,-0.000110827444586903,6.73175818519667e-05
"18",0.000161353120347485,0.000553332909476012,0.00105411454569548,0.00291884341277182,-0.00300546339713037,0.000181351002538577,-0.0126513158902526,-0.00390422414056957,-0.000479970767628402,-0.00473141763359308
"19",-0.00135569449048489,1.3326782209333e-05,-0.000605253037065268,-0.00483065284788609,-0.0014778699260205,0.00130553171038628,-0.00110373785719275,0.00812911707907915,0.000443754834122956,0.00110119662713259
"20",0.00168292538728565,0.00292611261829734,0.00195166072808206,-0.010630514472723,-0.00122232921421528,-0.00263763521797955,-0.011735082603991,-0.00214975350536406,0.00235465634614229,0.00326013821177185
"21",-0.00905712973326445,-0.00681940326467156,0.00234158313833177,-0.0101409703493118,0.00103445304557681,0.00314416689798236,0.00357400975190103,0.000594414887018502,0.00216092448681593,-0.00670808646827936
