"","HD","MCD","VZ","BA","T","RTX","MMM","DD","TRV","MDLZ"
"1",0.00662397826090455,0.00158690172247589,-0.00111249589826912,-0.0054173837415874,-0.00670979684218764,-0.0125441430136561,0.00766121177002788,0.00982162076979876,-0.00419490644708276,-0.00459705898538232
"2",0.00672186817973852,0.000282018561847508,0.00320094730705023,-0.0054406113922596,-0.00614779209718108,0.00455504795536399,0.00532395392656326,-0.01698780618608,0.00234003411605954,-0.00193176325410604
"3",0.0108953835442662,0.000567430804949254,8.80043880897574e-05,-0.00128201663028449,-0.00474875466898084,-0.00066612078808248,-0.00188197975512594,-0.00581494672223926,-0.0151485940441489,-0.000699040188919753
"4",0.00838861335068941,0.00292281876318157,0.00637927604839206,-0.00423991773277521,0.000372519047232345,-0.00412036012858152,-0.0068363924510777,0.00531808845698833,0.000442183809354901,-0.00427669333294034
"5",0.00185282598249614,-0.0112549755722284,-0.000732150045223534,-0.00106659124139696,0.000720924290362746,-0.000871412048581988,-0.00397276924923062,0.000745553930755705,-0.0109667330980301,-0.00996026955544949
"6",0.00931739620864391,-6.36247204965912e-05,0.00524291396141052,0.00299378111958504,0.00102138565853238,0.0119230300188065,-0.00379782053641975,-0.0026308661326766,-0.00895173195749521,-0.00118531042244285
"7",-0.00130040035583079,-0.000896741519682109,0.00674211652949452,0.00839016120880842,-0.00282886833883822,0.000236810199567117,0.0104532334953547,0.00967563968151808,0.000505627598613501,-0.00144562765490264
"8",0.000123644465929829,-0.0024166249204427,0.0100483605638146,-0.00668804068118334,-0.0031493182759732,-0.00489869387820363,0.00377985462546349,0.0188865847885609,0.00540440389886498,0.00141913851257414
"9",0.00418203370645642,-0.00176026904955506,0.00315691716969013,0.0076805492863059,0.00251076091080904,0.00262278108857572,0.00897625926882029,0.00799219869077206,-0.00328937452286482,-0.00169838662259281
"10",0.00242465524934232,-0.0013988014543429,-0.00936748925596476,0.00281597068533301,0.00290156062692404,0.000965958053711802,-0.00262852851301432,-0.00910275708884001,0.00182054936885834,-0.00029343570349738
"11",0.00509915687143803,-0.00330145331099629,0.00499040959402919,-0.00662525789812207,0.00418750429525971,0.00351092871278524,-0.00945448130369186,0.0050993300974369,0.000660516496282071,0.00513181695714593
"12",0.00541720259934664,0.00416719075292349,0.00171395484358072,-0.0133612854406238,0.00419978005811572,-0.000793128972873092,0.000947678578086197,-0.00013387794024311,-0.000751681393012404,-0.00840983260422945
"13",0.00471290061250329,-0.000157701928401366,0.000651894602924585,-0.00125184911303222,0.00124932487960905,-0.000484886259073392,0.00510753039270639,0.0147212473675609,0.00607349490746856,0.000122096986160614
"14",0.00467899907380342,-0.00135124090593308,0.00223173876293004,-0.00307780434377491,0.00132140831556171,0.00230707926675677,0.00523683149367571,0.00524170696735382,-0.013921414501965,-0.0011332567082718
"15",0.00486636394634843,-0.000926758453715593,-0.000895649311132729,0.000609964306931943,0.00167362333741039,0.00325135188177228,0.0009125592187047,-0.00556396273896098,0.00562369683757424,-0.000961179204750806
"16",0.00386680918745697,0.00146864482667297,0.00478274933993816,0.000768621277529746,0.00491207186132669,0.00111501023638994,-0.0044681066647172,2.75523107120534e-05,-0.00307038775645196,0.000255587714491412
"17",0.00477167777717113,0.00185844651423395,0.00284535367973149,-0.00232673948630691,0.00597958359867334,0.00319647439755499,-0.00621149316430092,-0.000292968237772584,0.000885723624378443,-0.00193296931684017
"18",0.00519348355010152,-0.000816539337392896,0.00377131463028491,-0.00710406666621566,0.000284716719761491,0.00114344037137926,-0.00614280346781015,-0.00304861459881067,-0.00133475754410028,0.000503582938108593
"19",0.00386270880699158,-0.000533801678102463,0.00736874062567949,-0.000844092515762895,-0.00210616341792047,-0.00168590398970991,0.00334795936942101,0.0159915778785944,-0.000162658499903046,-0.00171455729287118
"20",0.00424532173201442,-0.00134358322247863,0.00455892458558083,-0.00318356044590473,0.00119809596799314,0.00701288226991892,0.00353478547185659,0.00504798162728548,-0.00329668330959976,-0.000300846877507865
"21",0.00296830432489514,-0.000873272714670748,0.00380808766931295,-0.00426841760054231,0.00354722980409861,0.00685208104550838,0.00355212879367173,0.00524033606052399,0.000428554601967335,-0.00126631581224501
