"","HD","GS","AXP","CAT","UNH","RTX","DD","NKE","MMM","TRV"
"1",0.00828200671821833,0.00323251751251519,0.00782652851194143,0.00802961364388466,0.0152706205844879,0.00182503520045429,0.020281108096242,0.00211870670318604,-0.0047969613224268,-0.00556536857038736
"2",0.0140357175841928,0.00995837431401014,0.00406216876581311,-0.00420755706727505,-0.00816945731639862,0.0144832441583276,-0.000422058976255357,0.00703103560954332,0.00121750065591186,0.00400610268115997
"3",0.00358949508517981,0.014157303608954,0.000816832471173257,0.00178845145273954,0.00295190862379968,0.0178662221878767,0.0285770986229181,-0.00108822528272867,0.0103200580924749,0.0138368364423513
"4",0.0065486840903759,-0.00404181610792875,0.0110450889915228,-0.00371403060853481,0.00160383817274123,0.0191303696483374,0.000298577593639493,0.00439925119280815,-0.0032932732719928,0.00155144848395139
"5",0.00335724209435284,-0.00207291450351477,0.000489979225676507,0.00120827939826995,0.020741056650877,0.0142960585653782,-0.024554293602705,0.00442933430895209,0.00298844277858734,-0.00162191269919276
"6",-0.00170761905610561,-0.00148353690747172,-0.00607789633795619,0.000970786553807557,0.0202006045728922,0.0038817108143121,0.0216572526842356,0.000771338352933526,0.00818474963307381,-0.00102633726783097
"7",0.0034588857088238,-0.00538735557347536,-0.0112469140440226,-0.0179010089486837,-0.00283629144541919,-0.000146526494063437,-0.0101895686239004,0.0055888369679451,-0.000604663218837231,0.000455935602076352
"8",-0.00303460494615138,0.00857029389590025,-0.00816277787089348,-0.0210913047194481,0.00574576435610652,0.000334693177137524,0.0069604879245162,-0.00805915240198374,-0.0015953341498971,-0.00187086081132293
"9",-0.00768768787384033,0.00517217023298144,-0.00461395457386971,-0.00700262282043695,0.00183828535955399,-0.00141554325819016,0.00578326312825084,-0.00498608034104109,-0.00371978781186044,0.0030983779579401
"10",0.00412344746291637,-0.00490816729143262,-0.000750167528167367,-0.00682656886056066,-0.00295628164894879,0.00663104234263301,-0.0146882841363549,0.000609972048550844,-0.00165951438248158,-0.00114938640035689
"11",-0.00739280134439468,-0.0067597022280097,0.00134041195269674,0.0119922952726483,-0.00551201635971665,0.000698298157658428,-0.00905133597552776,-0.00305647798813879,-0.0160427466034889,0.0010670437477529
"12",0.00332313124090433,0.00334593863226473,0.00229723635129631,-0.00159717374481261,-0.00657569710165262,0.00432744296267629,0.00223313993774354,0.0055537261068821,0.00019823839829769,0.00189263641368598
"13",-0.00574829569086432,-0.00469736941158772,0.00492241978645325,-0.000969266053289175,0.00171763601247221,0.00550325494259596,-0.00901669356971979,0.00102480500936508,-0.00183411850593984,-0.000758036214392632
"14",-0.000941451929975301,-0.00306935235857964,-0.000826128001790494,-0.00153581774793565,0.0141304135322571,-9.39710225793533e-05,-0.0147132379934192,0.00308955926448107,-0.000371460773749277,0.000936029711738229
"15",-0.00615241378545761,0.00392084801569581,-0.0182418413460255,-0.0063854600302875,-0.00465191993862391,-0.00385348359122872,0.00592989940196276,-0.00679205032065511,0.00635388679802418,0.00158055091742426
"16",0.00204999768175185,0.00519858626648784,0.00621766364201903,-0.00336069241166115,-0.0031820023432374,-0.00720006879419088,-0.0162613596767187,-0.00333123258315027,-0.00459871394559741,-0.0017899819649756
"17",0.00167787494137883,0.0002662941114977,0.00380239263176918,-0.0037287559825927,-0.00391427660360932,0.006808259524405,0.00797377992421389,0.00281816394999623,-0.00424257852137089,-0.00339783611707389
"18",-0.000973447458818555,0.00420515332370996,0.00713129155337811,-0.0192081555724144,-0.00639635417610407,-0.00446420954540372,0.00303231761790812,-0.00434465100988746,-0.00976661778986454,0.00278054969385266
"19",-0.00265362532809377,0.00671542016789317,0.00158043007832021,-0.0133694214746356,0.00627396767958999,-0.00630579423159361,-0.00398127641528845,0.00633067125454545,-0.00280336919240654,0.0030216604936868
"20",0.00791250914335251,-0.00132757995743304,0.00361056998372078,-0.00586370937526226,0.00205768854357302,-0.0017854399047792,-0.00352404289878905,0.00529472157359123,-0.00867947842925787,-0.00267338776029646
"21",-0.00603830302134156,0.00327133759856224,-0.000165208664839156,0.00679448293522,-0.00129246478900313,-0.000900187937077135,-6.04701199335977e-05,-0.00356396986171603,-0.00901905540376902,0.00270006479695439
