"","MCD","DD","IBM","KO","NKE","RTX","MMM","WBA","AXP","TRV"
"1",-0.000464462005766109,0.0011731453705579,-0.000481079943710938,0.00230207992717624,-0.00767709594219923,0.00023582145513501,-0.00303329876624048,-0.00699433404952288,0.00295848655514419,0.000547489966265857
"2",-0.00487648416310549,-0.0115066282451153,0.00484620546922088,-0.0057059577666223,0.00324998772703111,0.0013051024870947,-0.0186945870518684,-0.00587417604401708,0.00161573896184564,0.000889629358425736
"3",-0.00279719941318035,-0.0105433724820614,0.00147021457087249,0.00131883937865496,-0.00474503682926297,0.00163797347340733,-0.0118966056033969,-0.0110480161383748,-0.00197118055075407,0.00315813254565001
"4",-0.0134686352685094,-0.0063988002948463,-0.00353944627568126,0.00763707887381315,0.00295549794100225,0.00169705762527883,0.000400112301576883,-0.00699708238244057,-0.00314035057090223,0.00482158781960607
"5",-0.00387335498817265,-0.00608197879046202,0.00184031191747636,-0.00356840644963086,-0.00646149832755327,-0.000943279243074358,0.0034425868652761,0.00366937438957393,-0.000379476172383875,-0.00217224843800068
"6",0.00417294865474105,-0.0011345436796546,-0.000461424584500492,-0.0316650420427322,0.00467336783185601,-0.0033637760207057,0.0102631105110049,0.00145077519118786,0.00453002890571952,-0.000798592285718769
"7",-0.00593667663633823,-0.00104134320281446,-0.000497212749905884,-0.00669669080525637,-0.00577680161222816,0.00129235442727804,0.00683168601244688,0.00463201338425279,0.000295789941446856,0.00124669191427529
"8",0.0113649945706129,0.0010063627269119,-0.00201741699129343,0.00677055306732655,0.00654014153406024,-0.000711601169314235,-0.00343844783492386,0.00471852160990238,0.00677340291440487,0.00353819201700389
"9",0.001753592165187,0.00230209506116807,-0.00243930262513459,0.00515868235379457,-0.00844439957290888,-0.000528676377143711,0.0132450247183442,0.00375918508507311,0.00407182238996029,0.000390996487112716
"10",3.37388373736758e-05,0.000531878846231848,-0.00547246867790818,0.00237537198700011,0.00468311458826065,-0.000496800872497261,-0.00303570693358779,0.00117929838597775,-0.00387994130142033,-0.00555714499205351
"11",-0.000545619055628777,-0.000207648263312876,0.00077054143184796,-0.00556440372020006,0.00520372949540615,0.0065949447453022,-0.00812683627009392,0.00369763001799583,0.00255216029472649,-0.00130461307708174
"12",0.00243702903389931,-0.00204120646230876,-0.00587844522669911,-0.00224358821287751,-0.00375288561917841,-0.00409016478806734,-0.00943942554295063,0.00395534047856927,-0.00742826983332634,0.00106034835334867
"13",-0.00452962378039956,-0.0019200243987143,-0.00220375903882086,0.00541245564818382,-0.00530981039628386,0.00198047747835517,-0.00539220869541168,0.00262618344277143,-0.0065666320733726,0.00629841117188334
"14",0.000802886381279677,-0.000821083027403802,0.000286325579509139,-0.00372643070295453,-0.00345983565784991,0.00272270035929978,-0.00924386363476515,0.00305188307538629,-0.00260792043991387,0.00350181083194911
"15",-0.00749702798202634,-0.000493658939376473,-0.00310496822930872,0.000485475524328649,0.00679533556103706,0.00353407370857894,-0.00557151064276695,0.00489880237728357,-0.0108685027807951,-0.000938859244342893
"16",-0.00384383415803313,-0.000159115938004106,-0.000102476682513952,0.00397776672616601,-0.00293575902469456,0.001281539327465,-0.00943251419812441,0.0029539845418185,0.00112717598676682,0.000853924662806094
"17",0.00590110151097178,-0.000648934917990118,0.00481244875118136,-0.00256215641275048,-0.000305144436424598,0.00324283470399678,-0.00164132413920015,0.00310820597223938,-0.00348341977223754,0.00163492024876177
"18",-0.00795910600572824,0.00235840352252126,-0.000369407323887572,-0.00332657853141427,0.00639657163992524,0.00173046300187707,-0.00427795527502894,0.00470773363485932,-0.00172705925069749,0.00148636603262275
"19",0.00869325548410416,-0.00345752481371164,0.00573293399065733,-0.00209690374322236,-0.0080541493371129,-0.00169913005083799,0.00334824784658849,0.00572599982842803,0.00618615699931979,-0.00966008845716715
"20",-0.00194331514649093,-0.00385490176267922,0.00028666015714407,0.00274353800341487,-0.00712704844772816,-0.0025025752838701,-0.00250110798515379,0.00266152154654264,0.00445293495431542,-0.00376345706172287
"21",-0.0048633860424161,-0.00419693347066641,-0.00343138817697763,-0.00314628193154931,-0.00342883355915546,-0.00419735815376043,0.00575934443622828,0.00460470234975219,0.00629080226644874,-0.00491037266328931
