"","WMT","GS","AXP","CAT","RTX","DD","UNH","NKE","MMM","TRV"
"1",0.0016874133143574,-0.00708173308521509,0.00137173861730844,-0.00241866870783269,-0.00379989133216441,-0.0101097356528044,-0.00638457853347063,0.00716135324910283,-0.0021562366746366,-0.00300815980881453
"2",-1.47659932281385e-06,-0.000473735213745385,-0.00375384627841413,0.00402048323303461,-0.00451599527150393,-0.00936991907656193,0.00226060673594475,0.00201647682115436,0.0085672726854682,-0.00398805597797036
"3",-0.00243664300069213,0.00123999093193561,0.000180309318238869,0.00289485277608037,-0.00085792870959267,0.0170294716954231,0.000731892534531653,0.0017065858701244,-0.00427842466160655,-0.00935793109238148
"4",-0.00552976317703724,-0.00226513552479446,-0.00222221878357232,0.000352799339452758,-0.000802528811618686,-0.00707564502954483,0.00956303160637617,-0.00080885156057775,0.00547209568321705,0.00216161622665823
"5",0.00240700808353722,-0.000369011249858886,-0.00537747284397483,0.00732552958652377,-0.00522945821285248,-0.0071912189014256,0.0204066783189774,0.0047469618730247,-0.00116628967225552,-0.00255000800825655
"6",-5.07526383444201e-05,0.00371691840700805,-0.00590819725766778,0.00227132020518184,-0.00849355477839708,-0.0013364520855248,-0.000322611012961715,-0.002133121015504,0.00307180033996701,-0.00562814250588417
"7",-0.00428664404898882,-0.00215652771294117,0.00568610476329923,0.00241910247132182,0.00207387958653271,0.00654649827629328,-0.000862377404700965,0.00225293054245412,-0.00127106229774654,-0.000249270931817591
"8",-0.00875382497906685,0.00184838834684342,0.000449467188445851,-0.00325069995597005,-0.00396365579217672,0.0113511821255088,-8.24290764285251e-05,0.000370752008166164,0.00521449698135257,-0.00467097712680697
"9",0.00468803569674492,0.0011796560138464,-0.00282292370684445,-0.00429393164813519,-0.00444735679775476,-0.00266499351710081,0.00394854741171002,0.00276467390358448,-0.00151169567834586,0.00379480491392314
"10",0.000599884311668575,-0.00294106197543442,0.000512854428961873,-0.0097696864977479,-0.00197587977163494,-0.00371060962788761,0.00257668970152736,-0.00322889722883701,-0.00125170743558556,0.0018991440301761
"11",0.00141065404750407,-0.00521308882161975,0.0033565650228411,-0.00210291612893343,-0.0116084087640047,-0.00175585120450705,0.00798707827925682,0.00310955778695643,0.000928316672798246,-0.00125071196816862
"12",0.00671146856620908,0.00252130930311978,0.00856781844049692,-0.00410653278231621,-0.00593655928969383,-0.00529820751398802,0.00524956919252872,-0.00360204163007438,0.000965184124652296,-0.000427953491453081
"13",0.00216207816265523,0.00484291929751635,-0.000782662362325937,-0.00125953950919211,-0.00939719751477242,0.00132335477974266,0.0151359206065536,0.00458793062716722,-0.00252618244849145,-0.00149269984103739
"14",-0.00109244138002396,-0.000362931052222848,0.000327057088725269,-0.00536037562415004,0.000289044342935085,0.00327558815479279,-0.00445271050557494,-0.00509625487029552,0.000656896620057523,-0.0045719132758677
"15",0.00678518461063504,-0.000233066341024823,0.00044750445522368,-0.00578910997137427,-0.00819206051528454,-0.000474601023597643,-0.00462681334465742,0.00210530264303088,-0.00323131820186973,0.00255226739682257
"16",-0.00270879291929305,-6.2210820033215e-05,0.00336821959353983,0.00355917308479548,-0.00794736668467522,0.00828692968934774,-0.00402874918654561,-0.000233019512961619,0.00242989673279226,-0.00164825841784477
"17",-0.00651890784502029,-0.00124231749214232,0.00589446304365993,-0.00453858496621251,0.00440563214942813,-0.0035930082667619,0.00245739636011422,0.000184113669092767,-2.3100049020286e-06,-0.00230533583089709
"18",-0.00953497737646103,-0.00052199448691681,-0.00257799285463989,-0.0045400750823319,-0.002455580746755,0.00222800951451063,0.00718493200838566,-0.000928158406168222,-0.00262324837967753,0.00370602821931243
"19",0.00330052222125232,0.00281442352570593,0.00334149622358382,-0.00269792415201664,-0.00570023339241743,0.00566225545480847,0.00433333870023489,0.0126995537430048,-0.00157735729590058,0.00151559745427221
"20",0.000333275005687028,0.00469255214557052,-0.000220632195123471,-0.0105156721547246,-0.00481853354722261,0.000104579426988494,0.00140845973510295,-0.00349400332197547,-0.00381076266057789,0.00054881494725123
"21",0.0026751107070595,-0.00174727628473192,-0.0019304909510538,0.00421008979901671,0.0001337176800007,-0.000400792981963605,-0.00029241485754028,0.00364581844769418,0.000303768756566569,0.000170411731232889
