"","HD","DIS","VZ","T","BA","RTX","DD","MMM","TRV","MDLZ"
"1",-0.00186009763274342,0.000979959149844944,-0.00667270785197616,0.00148647767491639,0.0144856609404087,0.00266094924882054,0.0137632079422474,0.00301013118587434,-0.00614673923701048,-0.000256909377640113
"2",0.00333184166811407,0.00380454654805362,0.00667928624898195,-0.00687492545694113,0.00098378665279597,0.00402781134471297,-0.00238871132023633,-0.00125134328845888,7.13779591023922e-05,-0.000237176849623211
"3",0.00643766857683659,0.00720081618055701,0.00764858676120639,0.00501211546361446,0.00205371365882456,0.00255441735498607,-0.00695472722873092,0.00317068304866552,-0.0015981764299795,0.00310376938432455
"4",0.0112904785200953,0.00627895770594478,-0.00307651003822684,-0.00129200890660286,0.0112095521762967,-0.00434926990419626,0.013829318806529,0.00196436839178205,0.00481729349121451,0.00134418357629329
"5",-0.00897740200161934,0.0137696154415607,0.00260181236080825,0.004481908865273,0.00809071864932775,0.000764188065659255,-0.0179347395896912,-0.000919195881579071,-0.00888604298233986,0.0148464292287827
"6",-0.00240451795980334,0.00718197738751769,0.00141621194779873,0.0123837627470493,-0.0038464714307338,0.00280050467699766,-0.0234028287231922,-0.00189548928756267,-0.00597115373238921,0.0111412722617388
"7",-0.00598454009741545,-0.0146062476560473,0.000440859643276781,0.00144211831502616,-0.00968472380191088,0.00320226815529168,-0.0174213517457247,-0.00279107550159097,-0.00422896957024932,-0.00382199627347291
"8",0.00396002363413572,-0.000291519769234583,-4.31229127570987e-05,-0.00307860597968102,0.0104323662817478,0.00314546865411103,0.0221448242664337,0.0025931263808161,-0.000702660763636231,-0.00175639381632209
"9",0.00552520388737321,0.00299440161325037,0.00186541781295091,0.00359609350562096,-0.00311001972295344,0.00184998859185725,-0.000548165407963097,-0.00105473655276,-0.00448892405256629,-0.00392276374623179
"10",-0.00228739622980356,-0.00220019090920687,0.00307019404135644,0.00283509050495923,0.00673689227551222,0.00331119820475578,-0.0112226726487279,-0.00816192291676998,0.00231973850168288,0.00231188582256436
"11",-0.003672442631796,0.000655585259664804,0.0033641557674855,0.00166113849263638,0.025281086564064,-0.00176089408341795,-0.0126105379313231,-0.00773538136854768,0.00199284008704126,-0.00581379607319832
"12",0.00513018481433392,0.00372273288667202,-0.00535768643021584,0.00174943183083087,0.00333640025928617,-0.000907215813640505,-0.010274488478899,0.00191715091932565,-0.0122481714934111,-0.004842777736485
"13",0.00754434382542968,0.000514898973051459,-0.00429768022149801,0.00306085078045726,-0.0158712733536959,-0.000602626067120582,0.00503227207809687,0.00170397793408483,-0.0119499405846,-0.00115480227395892
"14",0.00617367355152965,0.00108784227631986,0.0019142422825098,0.00390287884511054,-0.00430783862248063,-0.00467938976362348,0.00931645557284355,0.000205374395591207,-0.00424038572236896,0.000338585319695994
"15",0.00472904136404395,0.00174415030051023,0.00293151405639946,0.00146249542012811,0.00976009108126163,-0.00133662763983011,0.00298164342530072,-0.00301307276822627,-0.00263448199257255,-0.0132708624005318
"16",0.0119723426178098,0.00500353099778295,-0.0061800517141819,0.00538403121754527,0.000838662497699261,0.00228363648056984,0.00509228184819221,-0.00147749285679311,0.00143206585198641,0.00383334653452039
"17",0.00335098849609494,-0.00749818840995431,-0.00489940773695707,0.00283779483288527,-0.0152240851894021,-0.00287958141416311,0.00903282780200243,-0.00867202132940292,0.00812448933720589,0.00847534835338593
"18",-0.0107504772022367,0.00196450785733759,-0.00194828258827329,0.00748650962486863,-0.000179621129063889,0.000292922282824293,0.0143619365990162,-0.00228853966109455,0.00884591042995453,0.00343581615015864
"19",0.00405739434063435,-0.000631156144663692,0.00135609088465571,0.00378665793687105,-0.0110853649675846,0.00239187548868358,-0.0033213070128113,0.0032364942599088,0.0110865365713835,-0.00256428797729313
"20",0.00422634230926633,-0.000259425054537132,0.000394057395169511,0.00208887225016952,0.00487793609499931,0.00177172687835991,0.00133576046209782,-0.00141389050986618,-0.00432049948722124,-0.00352425081655383
"21",0.00126425491180271,-0.0034129333216697,-0.00365507509559393,0.000447353784693405,0.00836298707872629,-0.000246715411776677,0.021932577714324,-0.00697490945458412,-0.00533262966200709,0.00171647872775793
