"","DIS","T","MCD","VZ","RTX","MMM","HON","DD","MO"
"1",-0.0049468488432467,0.00188416754826903,-0.000765028060413897,0.00132398726418614,0.00430776365101337,-0.00246994150802493,0.00346056558191776,0.012486613355577,0.0199959073215723
"2",-0.00144619459751993,-7.12728287908249e-05,0.000724619196262211,0.0061609884724021,0.0037557315081358,-0.00261398451402783,0.00295385881327093,-0.00393194006755948,0.0129745369777083
"3",-0.0073581631295383,0.00361290224827826,-0.000560072250664234,0.0107705965638161,0.00365207553841174,-0.00253716274164617,0.00193569459952414,0.00811512302607298,0.000681643665302545
"4",0.0105639882385731,-0.00492437090724707,-0.00481301173567772,0.00587982451543212,-0.0122557021677494,-0.000551258970517665,-0.0120727829635143,-0.00219221180304885,-0.0124614406377077
"5",-0.00314571219496429,-0.00856491085141897,0.00149165850598365,0.0139057952910662,-0.00417915545403957,-0.00101742288097739,0.0151936188340187,0.00856141932308674,0.00772435124963522
"6",-0.00810687616467476,0.0117776645347476,-0.0070041180588305,0.00978564471006393,0.00518659176304936,0.000442356220446527,-0.00655915820971131,-0.00999291986227036,0.00452088005840778
"7",-0.00863264314830303,0.0107971597462893,-0.00299545936286449,0.0104616163298488,0.0130898980423808,0.0017440386582166,-0.00820213090628386,-0.000580268155317754,0.00853227637708187
"8",0.00539761176332831,0.0066537125967443,0.00320020504295826,-0.00680784555152059,0.00116477289702743,-0.00114194781053811,-0.00707211485132575,-0.0172982104122639,0.000500080408528447
"9",-0.00514476094394922,0.00135823374148458,-0.00243678409606218,0.0126344691962004,0.00189363269601017,0.00616414006799459,-0.00756263267248869,0.00623955205082893,-0.00339304399676621
"10",-0.00475478312000632,0.0140743795782328,0.00248687947168946,-0.00988622289150953,-0.00553073128685355,-0.00248148012906313,-0.00845216121524572,0.00433921767398715,0.00365703064016998
"11",0.00613493006676435,-0.00194366183131933,0.00131775799673051,0.00390483206138015,-0.00216272100806236,-0.00176898285280913,-0.00507626123726368,0.00363301392644644,0.00199967692606151
"12",-0.00153684825636446,-0.00801209360361099,0.0100635197013617,-0.00276512443087995,-0.00471478654071689,0.00186196272261441,0.00622957153245807,-0.0076804761774838,0.00100323732476681
"13",0.00900742877274752,-0.00503509398549795,0.0075788558460772,0.00580334663391113,0.00238231290131807,0.00143195199780166,0.000544117239769548,0.000564999354537576,-0.00710588553920388
"14",0.00365062267519534,-0.000635131786111742,0.00767051009461284,-0.0033796161878854,0.000225824027438648,0.00160078157205135,0.00610735174268484,-0.000251994206337258,-0.000162978380103596
"15",0.00133539037778974,0.00190963840577751,0.00262045417912304,0.00394999049603939,-0.00156253681052476,0.0010442336788401,-0.000322673935443163,0.000197570218006149,0.00183085654862225
"16",-0.00518879014998674,-0.00709322653710842,0.000508115976117551,0.00295338034629822,0.00479966821148992,0.00382848316803575,-0.00012593946303241,-0.00399100827053189,-0.00867318827658892
"17",-0.00350622553378344,0.00197165901772678,0.000154764507897198,0.00781538244336843,0.00654959306120872,-0.010328265838325,-0.000161505027790554,0.00487970048561692,0.000722539203707129
"18",0.00544010987505317,0.00924840103834867,-0.00695065222680569,-0.00115252053365111,0.00302567891776562,-0.00190809625200927,0.00135914015118033,0.00668126437813044,-0.00407011248171329
"19",-0.0045683030039072,0.00414378615096211,0.00183384481351823,-0.00655273115262389,0.0070436792448163,0.004048818256706,-0.000629109912551939,-0.00484568160027266,0.00732962880283594
"20",0.005745445843786,0.00261057796888053,-0.00429764436557889,0.00419451808556914,0.000953189213760197,-0.00285561406053603,0.00899604521691799,-0.000949727895203978,-0.00127154472284019
"21",-0.00222596595995128,-0.00111694284714758,-0.00111898756586015,-0.000639333680737764,0.00145870726555586,0.00232505239546299,-0.00794093403965235,-0.000679948308970779,-0.00370321562513709
