"","MCD","DIS","CAT","T","RTX","VZ","MMM","DD","MDLZ"
"1",-0.00825940538197756,0.00939127057790756,0.0057177790440619,0.0140807768329978,0.00488950777798891,0.0240532476454973,0.0109009547159076,0.0211562011390924,0.0180543996393681
"2",0.00473737763240933,0.0215900894254446,0.00806391332298517,-0.00866465736180544,0.00427650660276413,0.00220065796747804,0.00541985733434558,-0.0103616341948509,0.00527606625109911
"3",0.00687108607962728,-0.0144832478836179,-0.0057770349085331,0.0111981546506286,0.0233399532735348,-0.0156938508152962,0.0158474463969469,-0.0534052550792694,0.0102244038134813
"4",-0.00543910311535001,-0.0784162282943726,0.0198847819119692,-0.0107423802837729,-0.00388545240275562,-0.00213155243545771,0.0143595039844513,0.0192980859428644,0.0130336694419384
"5",0.0159616358578205,0.0254512224346399,0.00870379712432623,0.0205889493227005,0.0178276356309652,0.019776213914156,0.00566572416573763,0.035451240837574,-0.00511256325989962
"6",0.012519252486527,0.0182275492697954,0.017003633081913,0.0176947563886642,-0.00952926836907864,0.00542350765317678,-0.00182739645242691,-0.0122824609279633,-0.010787220671773
"7",-0.0241214353591204,0.00916320830583572,0.0165330469608307,-0.0239423271268606,0.00494380481541157,-0.00388993741944432,-0.00895577762275934,-0.0501421093940735,-0.00402489164844155
"8",0.00962163135409355,-0.0179935097694397,-0.00093038147315383,-0.0109590720385313,0.00230913539417088,0.0146018667146564,0.00636543100699782,0.0121565507724881,-0.00893684010952711
"9",-0.00150899169966578,-0.0747498422861099,0.0401240922510624,-0.0164877120405436,0.0082757780328393,0.00774420844390988,0.00689776660874486,0.0249083712697029,0.00648774532601237
"10",-0.00549766188487411,0.0341445580124855,-0.0112762600183487,0.0108140865340829,0.0042599942535162,0.000188909034477547,0.00399261899292469,0.00213189632631838,0.00378428865224123
"11",0.000598228711169213,0.0260363630950451,0.0219240318983793,-0.00637763598933816,0.0141654647886753,-0.0011194683611393,-0.0002819963847287,-0.0575040765106678,-0.00147874129470438
"12",0.00723884580656886,-0.0104843098670244,-0.0111706629395485,3.59131772711407e-05,-0.00488170050084591,-0.0145088080316782,0.0081538837403059,0.0023543001152575,-0.0023064638953656
"13",-0.0031401242595166,0.0032534000929445,0.000222560905967839,-0.00746472692117095,-0.00875888578593731,-0.0148751745000482,-0.00116745720151812,0.0199888404458761,-0.00570891797542572
"14",-0.00667975237593055,-0.0806059539318085,-0.0154642648994923,-0.00306702870875597,-0.000531057070475072,0.00386859220452607,0.00335881556384265,0.00689309043809772,-0.00380259333178401
"15",0.00254544243216515,0.0200516991317272,0.00171424949076027,-0.0104894731193781,-0.00486002722755075,-0.00339243747293949,-0.00371335982345045,-0.0541423372924328,-0.000735330046154559
"16",0.00127905595581979,0.0170041676610708,-0.00589402299374342,-0.00576236797496676,-0.0067819831892848,-0.00259186886250973,-0.00568400882184505,0.000608181522693485,-0.00498605938628316
"17",-0.00092899746960029,-0.00683054281398654,0.00742344046011567,0.00323638902045786,-0.00288231391459703,-0.00832516327500343,-0.00676892325282097,0.0220294278115034,-0.00352112320251763
"18",0.00538056530058384,0.00313329766504467,0.0119377067312598,-0.00162686419207603,-0.00452486891299486,0.00768962735310197,0.00271717784926295,0.0126414494588971,-0.000722283613868058
"19",0.00267210765741765,-0.0842826291918755,-0.0025874893181026,0.000364215404260904,-0.0108651779592037,0.00482945190742612,-0.00834878440946341,-0.0469731874763966,-0.00415961025282741
"20",0.00660912645980716,0.0287188868969679,0.0067896987311542,-0.0153105752542615,-0.00319191091693938,-0.00218128762207925,0.00174562959000468,0.0057258727028966,0.00263907434418797
"21",0.0036542103625834,0.00951208546757698,-0.00527278985828161,0.00597355235368013,-0.0129359969869256,-0.00631794752553105,0.00208310619927943,0.0155963264405727,0.00178038445301354
