"","AA","HD","VZ","T","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.00352897658012807,0.0136700142174959,-0.00231796968728304,0.00803181622177362,0.00672511802986264,0.00383136025629938,0.0103299645707011,-0.000790683727245778,0.000511217513121665,-0.00405100081115961
"2",0.0145161924883723,-0.00581225752830505,0.0116251017898321,0.00745184766128659,0.0145480697974563,-0.0022676473017782,-0.000442481716163456,0.0105355512350798,-0.00052280694944784,-0.00638495478779078
"3",0.00531056383624673,0.0102070393040776,0.00922442320734262,0.00231902045197785,-0.0012741886312142,-0.00348952389322221,-0.00471358839422464,0.0157496314495802,0.00453770440071821,-0.00123897648882121
"4",-0.00438997941091657,-0.0184946767985821,0.00663175247609615,0.00751922139897943,0.00536842877045274,-0.00194195634685457,0.00188552786130458,-0.000429245410487056,-0.00593606336042285,-0.00157162791583687
"5",0.0117940567433834,3.82329417334404e-05,0.00715584680438042,-0.00666779931634665,0.0047447681427002,-0.00160923157818615,0.000541582470759749,0.0106486901640892,0.00380669580772519,-0.00114710093475878
"6",0.00337294861674309,0.0165672916918993,0.00599838234484196,0.00548088923096657,0.0012099186424166,-0.000117623167170677,1.12842144517344e-05,0.00669041974470019,-0.0040495814755559,0.00787241477519274
"7",-0.00612508365884423,0.000323989079333842,3.22845744449296e-06,0.00709291500970721,0.00201861327514052,0.00157754076644778,-0.00385422725230455,-0.00187861756421626,0.00270568509586155,-0.00231760111637414
"8",-0.0199492610991001,0.00135201564989984,-0.00397444050759077,-0.00259855343028903,0.00151675578672439,0.000846520473714918,0.00448468374088407,0.0120912222191691,0.00856686010956764,0.0100327041000128
"9",-0.00328773842193186,0.0110470708459616,0.0127052385360003,0.00690129538998008,-0.000675377319566905,0.00254907575435936,-0.000548304291442037,0.0022576826158911,-0.000730615574866533,-0.00999665074050426
"10",-0.00440992694348097,0.00311197829432786,0.00406292080879211,0.00262471847236156,0.00165025482419878,-0.00166812213137746,-0.00251807202585042,0.00403681676834822,0.00260457186959684,0.00464739324524999
"11",-0.015175849199295,0.00235629291273654,-0.000383615057216957,0.00228066137060523,-0.00150608120020479,0.000237330837990157,0.000743857526686043,0.00382089684717357,0.00750781362876296,0.00159184820950031
"12",0.00643905624747276,-0.00349128129892051,0.00700313318520784,0.00180670095141977,-0.0034584819804877,0.00658458145335317,0.00390370492823422,0.00842066388577223,-0.00117539940401912,0.00174703914672136
"13",0.00440775696188211,0.00645994720980525,-0.00249208835884929,0.0011213137768209,3.12206175294705e-05,0.00280730379745364,0.00160328217316419,0.00472630420699716,-0.00682052690535784,0.0020079358946532
"14",0.00134581455495209,-0.00144208443816751,0.00305875483900309,0.00725308852270246,-0.00433227838948369,-0.00129622546955943,0.00543760415166616,-0.000825033406727016,-0.00252586347050965,0.00225305440835655
"15",0.00192006141878664,-0.00477641215547919,-0.00461873644962907,0.00290246843360364,-0.00130326952785254,-0.00104475836269557,0.0015254074241966,-0.00355269038118422,0.00662304693832994,-0.00306717911735177
"16",-0.000468612182885408,-0.0029778154566884,0.00891068205237389,-0.000584644672926515,-0.00163540744688362,0.00036497664405033,0.00362474354915321,-0.00317437527701259,0.00256090611219406,-0.00680467626079917
"17",-0.00403271801769733,-0.00011330717097735,0.00719774654135108,0.00405756384134293,-0.0042444602586329,-0.00186122884042561,0.00031499975011684,-0.0049188481643796,-0.00100022053811699,0.000127727646031417
"18",-0.00380646088160574,-5.59625623282045e-05,-0.00153830682393163,0.000987531850114465,-0.00136552529875189,-0.000213550301850773,0.00644624279811978,0.00322369788773358,0.000983748002909124,0.000894326076377183
"19",-0.00156608689576387,0.00573805812746286,-0.00493690464645624,7.35279973014258e-05,-0.00256280461326241,0.00342077319510281,0.00467473594471812,0.0104967132210732,0.00706894136965275,0.00278879562392831
"20",-0.0105271730571985,0.00535094691440463,-0.00256627984344959,-0.00302744191139936,0.000574720208533108,-0.000587877875659615,0.00494215358048677,0.0024533080868423,-0.00118566176388413,0.000279357860563323
"21",-0.0133479237556458,-0.00453453976660967,0.00426053395494819,-0.000666628824546933,-0.0025530275888741,-0.000777534500230104,0.00793165992945433,0.000523990776855499,0.000169726408785209,0.0057622529566288
