"","MCD","IBM","KO","NKE","RTX","MMM","WBA","AXP","DOW","TRV"
"1",0.00014179851859808,-0.0180885493755341,0.00363708008080721,0.00370181072503328,0.0019516150932759,0.00947818346321583,0.0065862312912941,0.0014333063736558,0.0514213740825653,0.00428094994276762
"2",0.0056545645929873,0.00130630098283291,0.00187866506166756,0.00267266971059144,0.000461702031316236,0.00766099011525512,0.00175801652949303,0.0104784118011594,-0.00400159088894725,-0.00115347094833851
"3",-0.00452053407207131,-0.00852901395410299,-0.00252428813837469,0.0103575233370066,0.0096353217959404,0.00392122799530625,-0.019330782815814,0.0004279317217879,-0.00459299888461828,-0.00748950988054276
"4",0.00289298314601183,0.00544076506048441,0.00382124749012291,-0.00187375221867114,0.00868140440434217,0.0037438462022692,0.00270786555483937,0.00418732455000281,-0.00379062374122441,-0.00795657094568014
"5",0.00180274096783251,-0.00230871792882681,0.00580549100413918,0.000287256931187585,0.010688342154026,-0.00549353798851371,-0.00797320436686277,-0.00262200366705656,-0.00875314325094223,0.00187324243597686
"6",-0.00644669309258461,0.00699459342285991,0.0030839410610497,0.00177171744871885,-0.0019683709833771,-0.0058597456663847,-0.00128343200776726,0.00063287717057392,-0.00532327359542251,0.00537188397720456
"7",-0.00925824511796236,0.00684558274224401,0.00262522720731795,-0.00505224196240306,-0.00282362685538828,0.00833725649863482,0.000941060949116945,-0.000377635646145791,-0.0132466349750757,0.00178003183100373
"8",0.00345435389317572,0.000441097683506086,-0.00464434875175357,0.0027347810100764,0.00552445044741035,0.017887320369482,0.00223227776587009,0.000457272864878178,-0.0136201158165932,-0.000234438499319367
"9",-0.00104416126850992,0.00147027499042451,-0.00495596788823605,0.00515662180259824,0.00615846924483776,0.00950708799064159,-0.0051886742003262,0.00466066040098667,-0.00340673979371786,0.00384792871773243
"10",0.00300219468772411,0.00239440985023975,-0.00245553068816662,0.00117783038876951,-0.0010939328931272,0.00435809092596173,-0.00670117838308215,-0.00194531236775219,0.00192729593254626,-0.000766050186939538
"11",0.00256418343633413,0.00207710335962474,-0.0108668692409992,0.00233933026902378,-0.0083791259676218,0.00298558920621872,-0.00830475240945816,0.00381415360607207,0.00196124264039099,-0.000556163082364947
"12",0.00116734742186964,0.00166137842461467,0.00990717485547066,0.00638369983062148,-0.00577088352292776,0.00159764080308378,-0.00441129831597209,0.0037639697548002,-0.00397632736712694,-0.0039249574765563
"13",-0.00182412145659328,0.00187758123502135,0.00195787590928376,0.00586120318621397,0.000962054764386266,-0.00292973918840289,-0.00211154948920012,0.00487157190218568,-0.00400159088894725,0.00561901926994324
"14",0.00167021271772683,0.00120069249533117,-0.0057101366110146,0.00334169529378414,0.000889159855432808,0.00493576098233461,0.00199346849694848,0.000113337562652305,-0.00365762365981936,0.00174877198878676
"15",-0.00292821321636438,0.00516341347247362,-0.00562000973150134,0.000370808149455115,-0.00166978628840297,-0.000466155703179538,0.00203115586191416,3.9102971641114e-05,-0.00424903025850654,-0.00235201581381261
"16",-0.00093045347603038,0.00207090517506003,-0.00631693564355373,0.0017297106096521,0.00406385120004416,0.00206841924227774,0.00138316967058927,0.000807287404313684,-0.00799819827079773,0.00500800646841526
"17",-0.00516295060515404,0.000977204879745841,0.00150030863005668,0.00683634541928768,-0.00177550653461367,0.0087318392470479,0.000994978123344481,0.000855159945785999,-0.00875314325094223,0.0080439131706953
"18",-0.00302740372717381,0.0040274984203279,-0.000311180658172816,0.000339641846949235,-0.00388283818028867,0.000953810231294483,0.0101636918261647,-0.00561450608074665,-0.00331318564713001,0.00118771253619343
"19",0.00683623412624002,0.00158794992603362,0.00556246051564813,0.00795188453048468,-0.00252752588130534,0.00207944144494832,0.00183521711733192,-0.00374904577620327,-0.00331318564713001,0.00175102101638913
"20",-0.00683510955423117,0.00212187203578651,0.0044435653835535,0.00562643446028233,-0.00372527283616364,-0.00481901504099369,0.00600554561242461,0.00267245643772185,-0.00424903025850654,0.00612025847658515
"21",0.00208959588780999,0.00111063080839813,-0.00100953271612525,-0.00706904521211982,-0.0033669276162982,0.00215471861883998,0.00103599054273218,0.00453122006729245,-0.00424903025850654,0.0040544243529439
