"","CAT","IBM","MCD","AMGN","HON","AXP","MMM","WBA","DOW","TRV"
"1",0.00355353555642068,0.00395933678373694,0.010820185765624,-0.0045929541811347,0.00549273984506726,0.023621691390872,0.00359168578870595,-0.00038142196717672,0.00956989265978336,0.0119109768420458
"2",0.000876537815202028,0.00222392682917416,0.010497810319066,-0.00143301568459719,0.00768948160111904,0.00025264429859817,-0.00135949777904898,0.0068025728687644,0.00571956858038902,0.0113897174596786
"3",-0.00366079341620207,0.000120896620501298,0.0068893083371222,0.00108055374585092,-0.0158365368843079,0.00499988254159689,0.00484166108071804,0.0128334555774927,0.0055850618518889,-0.00643403362482786
"4",0.00469569070264697,0.000103336366009898,-0.00378989730961621,0.00519394967705011,-0.00303962198086083,0.0128483595326543,0.00417907163500786,0.0001800958707463,0.000379044940927997,-0.00607676943764091
"5",0.00608924264088273,-0.00750942528247833,-0.00155100680422038,-0.000236201827647164,0.000827602983918041,0.0348815135657787,-0.00289741111919284,0.0207361206412315,-0.00579744298011065,-0.00756924226880074
"6",-0.00887877587229013,0.00297675072215497,-0.00888816546648741,0.0135579770430923,-0.0036751925945282,-0.00218481454066932,0.00128526077605784,0.00738419080153108,0.00302930036559701,-0.000459935545222834
"7",-0.00974292773753405,-0.0115876076743007,-0.000576461490709335,-0.00209716521203518,0.00187143532093614,0.0172411426901817,-0.00607181480154395,0.00016407850489486,0.00577112101018429,0.00102755974512547
"8",0.00728677492588758,-0.00377490371465683,-0.0103137129917741,-0.00378539855591953,0.00472454261034727,-0.00559600489214063,0.000750240404158831,-0.000189293205039576,-0.00509842485189438,0.000810785684734583
"9",0.00166701257694513,0.000651624519377947,0.000388963875593618,0.000714033027179539,-0.00383522501215339,0.0110485032200813,0.000812571204733104,-0.00145106948912144,-0.0135328695178032,0.00321903312578797
"10",-0.00836793053895235,0.00395558075979352,0.000812830636277795,-0.00270532420836389,0.00159311364404857,-0.00370781845413148,0.00312591996043921,-0.00339299370534718,0.00426887162029743,-0.00633541122078896
"11",-0.00927893724292517,0.00243252469226718,-0.00474734278395772,0.00391872599720955,0.0065165706910193,0.00757217220962048,0.00349128851667047,-0.00513755716383457,-0.000296416372293606,0.00523410039022565
"12",-0.000223350332817063,-0.0045180032029748,0.00577447144314647,0.00144633976742625,-0.00332570751197636,-0.00866569764912128,-0.00292305764742196,0.00144515454303473,-0.00894242711365223,-0.00245027570053935
"13",0.00316981365904212,0.00543919485062361,0.000963742902968079,-0.000907019071746618,-0.000480327376862988,0.0044125197455287,-0.00646834168583155,-0.000721413234714419,9.49496679822914e-05,-0.00245019257999957
"14",-0.00376939307898283,-0.0368846096098423,-0.00255215656943619,-0.00415413873270154,0.00269340258091688,0.00682891625910997,-0.00159513554535806,-0.00295681296847761,-0.00527045968919992,0.00208105333149433
"15",-0.010502802208066,-0.00513325491920114,0.00383397820405662,0.00292412983253598,-0.00145292049273849,0.0152779314666986,-0.00678088003769517,-0.00461757695302367,-0.032831747084856,0.00143149285577238
"16",-0.000379411416361108,-0.000571418786421418,-0.00262362603098154,0.00570050906389952,-0.00219339388422668,-0.00171533762477338,-0.00755432713776827,-0.00517781497910619,0.011001655831933,-0.00655809184536338
"17",0.00681235594674945,0.00297743966802955,0.00243185134604573,-7.42374177207239e-05,-0.00218133954331279,0.005786691326648,-0.00431906152516603,-0.0020143159199506,-0.00381751218810678,0.00104542588815093
"18",-0.00331487692892551,0.00628286367282271,-0.00216302298940718,-0.00686247646808624,-0.000261701119598001,0.00110101117752492,0.000387186999432743,-0.00307140219956636,-0.00570947956293821,-0.00585009716451168
"19",-0.00724691292271018,-0.0065359603613615,0.00422767270356417,0.00502000516280532,0.00117856357246637,-0.0014254217967391,-0.00419304566457868,0.00135580345522612,0.00846826564520597,-0.000251380319241434
"20",-0.0030048384796828,0.00963233318179846,0.00226221908815205,-0.00768027361482382,-0.00359683390706778,-0.00463501969352365,-0.0139071121811867,-0.00472994986921549,-0.00108890701085329,-0.00478455424308777
"21",0.00612037815153599,0.00619926350191236,-0.00147433404345065,0.00366296106949449,-0.001172955497168,0.00376819795928895,0.000825047201942652,-0.0138758886605501,-0.0113541670143604,-0.00205535092391074
