"","DIS","MRK","T","VZ","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.0060827350243926,-0.0140495384112,-0.000128083294839598,0.00229294272139668,-0.00983226299285889,0.000900450686458498,0.0014869337901473,-0.0231458395719528,0.00127872708253562,0.00913773477077484
"2",0.00230445573106408,0.00494444230571389,-0.00438870210200548,-0.0012899978319183,0.0119185335934162,0.0133815603330731,0.00687780138105154,-0.0501025952398777,5.31918749402394e-06,0.00584880635142326
"3",-0.00906032975763083,-0.000717948074452579,-0.00681682769209146,-0.00025520080816932,-0.0180377252399921,0.00718864239752293,-0.00502212205901742,-0.00876315589994192,-0.00593714555725455,-0.00421759858727455
"4",-0.0255055241286755,0.00827163085341454,-0.00443837372586131,0.00505352672189474,0.0178389959037304,0.00206668931059539,0.00549982208758593,-0.0366436392068863,0.00225559389218688,0.00766295613721013
"5",0.00721462210640311,0.00320449122227728,-0.00926950760185719,-0.00428770249709487,-0.00274720834568143,0.0077039604075253,-0.00481242872774601,-0.0261920839548111,0.00551641965284944,-0.00419330969452858
"6",-0.0112619418650866,-0.0133979376405478,0.00488740764558315,0.00759143568575382,-0.0059217931702733,-0.00223979074507952,0.0121886972337961,-0.043617807328701,0.000974452123045921,0.00276621687225997
"7",-0.00443528266623616,0.00397022999823093,-0.00195654900744557,-0.00121811183635145,0.0197630934417248,-0.00654654763638973,-0.00255841691978276,-0.0353873744606972,0.00432285480201244,0.0119312135502696
"8",0.012657018378377,0.00883834343403578,-0.00279353256337345,0.00617111707106233,0.0218451097607613,-0.00436598341912031,0.00335106789134443,-0.0411810092628002,-0.000149990723002702,-0.00096581201069057
"9",0.0232744533568621,0.00653382483869791,-0.00976353883743286,0.00613332353532314,-0.0124377990141511,0.0076168323867023,-0.00552659062668681,-0.0112032433971763,-0.00252334401011467,0.00156896689441055
"10",-0.0358152315020561,-0.00446615414693952,0.00700752763077617,-0.00840063486248255,0.00371920806355774,0.00109889463055879,0.00645083375275135,-0.0588157847523689,-0.0111061977222562,0.0137953087687492
"11",-0.00870431773364544,-0.00277290120720863,-0.00576749723404646,0.00868160650134087,0.0031989854760468,-0.00664591416716576,0.00652842037379742,-0.044187106192112,-0.0121419485658407,-0.00393118988722563
"12",0.00579210370779037,0.00475626392289996,0.00397775182500482,0.00774478586390615,-0.000267587165581062,0.00495053036138415,0.00439409678801894,-0.071566253900528,0.0046150516718626,0.00727304629981518
"13",0.00980336777865887,-0.00354631501249969,-0.00344612635672092,0.00567135447636247,-0.00523167196661234,0.00561052700504661,0.00102064665406942,0.0204806365072727,0.0108414823189378,0.00200980016961694
"14",-0.0188779979944229,-0.00214797328226268,-0.00472883693873882,-0.00464850198477507,-0.00111466518137604,0.000195874410565011,-0.00225497456267476,-0.0574406087398529,0.00628399755805731,0.00772650167346001
"15",0.00636719260364771,0.00210063625127077,-0.00672218389809132,0.0109334625303745,-0.000888891110662371,-0.0026199440471828,0.00208204821683466,-0.0272748805582523,-0.00541062001138926,-0.000784592353738844
"16",-0.00153833569493145,0.00881287269294262,0.00332372239790857,0.00767450127750635,0.00193422986194491,-0.00355613208375871,0.00434122467413545,-0.0127886487171054,-0.0123145272955298,-0.000174201239133254
"17",0.00880012381821871,0.00529988575726748,-0.00988059770315886,0.0026627101469785,0.00543816201388836,0.00215982366353273,-0.00830645114183426,-0.0341117382049561,-0.00279396260157228,0.000359087222022936
"18",-0.0251620747148991,-0.00104127288796008,-0.00340286665596068,0.00512425135821104,0.00786887481808662,0.00230673840269446,-0.0082121305167675,-0.0757762566208839,-0.00389629602432251,0.00458835950121284
"19",0.000456473993835971,-8.38057603687048e-05,-0.00356463994830847,0.00222175079397857,0.00648080511018634,-0.0128233497962356,0.00832739472389221,0.00671433145180345,0.00344944512471557,0.000540023669600487
"20",-0.0177842080593109,0.00114782422315329,-0.00472436659038067,-0.00184841244481504,-0.00489656487479806,0.000321251136483625,0.0128617361187935,0.0145652340725064,0.00726295914500952,0.00686422688886523
"21",0.000454014487331733,0.0139046916738153,-0.00283449841663241,0.0119439754635096,-0.00546601321548223,-0.0191798843443394,0.0110819190740585,-0.0471568554639816,0.000991229200735688,0.00361927482299507
