"","MRK","KO","IBM","UNH","CAT","RTX","DD","AXP","MMM","TRV"
"1",0.00576211279258132,0.00467095896601677,-0.000818007916677743,-0.0014581757131964,0.00924811046570539,0.00195630895905197,0.00308622792363167,0.00182609318289906,0.00563369365409017,0.00571393640711904
"2",-0.00117169762961566,-0.00109192286618054,0.00404266221448779,-0.00339167029596865,-0.00271399784833193,0.00244259228929877,-0.00413287105038762,-0.00527360010892153,0.00477314554154873,-0.00453668553382158
"3",-0.00141033891122788,0.000352831993950531,0.00806626863777637,0.00226033176295459,0.0125964926555753,-0.00638614175841212,0.0168584175407887,0.0170530080795288,-0.00340901548042893,0.00121748016681522
"4",0.000930368027184159,-0.00961340591311455,0.00834210030734539,-0.00279660732485354,-0.00604760134592652,-0.00444324966520071,0.00798578467220068,-0.00220425683073699,-0.000209427016670816,0.000971450645010918
"5",-0.00958289299160242,0.0113354166969657,-0.000134362810058519,-0.00676130456849933,0.00639508618041873,-0.00585762225091457,0.00320733012631536,-0.000504230847582221,-0.000382530823117122,-0.000356050411937758
"6",-0.00528026791289449,-0.00974604766815901,0.000958999735303223,0.00256897881627083,-0.00793461687862873,-0.0155693693086505,0.00815780274569988,-0.00474212924018502,0.000388330838177353,-0.00497441878542304
"7",0.00131046678870916,0.000168192229466513,0.00366493011824787,0.00131630094256252,0.00634346483275294,-0.004638880956918,-3.02938569802791e-05,0.000395021459553391,-0.00349832396022975,8.78587234183215e-05
"8",0.00330268871039152,-0.00536679429933429,0.00288166315294802,0.000780483533162624,0.00588234886527061,0.00185017893090844,-0.00115884677506983,0.00199554092250764,0.00232721446081996,0.00170910428278148
"9",-0.00336426706053317,0.00258922390639782,-0.00737994117662311,-0.00144758215174079,0.00940586719661951,-0.000101652949524578,-0.00685908365994692,0.00116886687465012,-0.00149146746844053,-0.0075409235432744
"10",-0.00311148911714554,0.00219293241389096,-0.000193878237041645,-0.00602790107950568,-0.00581121584400535,-0.0053701032884419,-0.00534882070496678,0.00270743947476149,0.00153603032231331,-0.00294548808597028
"11",0.00368923298083246,-0.00184794946108013,0.00122747069690377,0.00236460543237627,0.00549198035150766,-0.000182493342435919,-0.00334578519687057,0.00496813701465726,-0.00262729707174003,-0.00561118684709072
"12",-0.000846936251036823,-0.0037611466832459,0.00111384270712733,0.00302287004888058,-0.00282402383163571,-0.0207395572215319,0.00161062064580619,0.00421765260398388,0.00122368265874684,0.00241079879924655
"13",-0.00434758886694908,-0.00465876143425703,0.00176425592508167,-0.00743669643998146,0.00285100052133203,-0.00359145505353808,0.00513157248497009,-0.00071293069049716,-0.000846136419568211,-0.00310588465072215
"14",0.00309423124417663,0.000556842307560146,0.00413851672783494,0.000302292435662821,0.00716124940663576,-0.0102984076365829,-0.00306333671323955,-0.00138501124456525,-0.000433345354394987,-0.0021557379513979
"15",1.42337275974569e-05,0.00128160917665809,0.00356864021159708,-0.00215188390575349,-0.00186224421486259,-0.000572164717596024,0.00682871276512742,0.00290029542520642,0.00310369394719601,0.00593991437926888
"16",-0.00627234904095531,0.00111194734927267,0.000132371060317382,-0.00575137743726373,-0.00133218604605645,0.00264341733418405,-0.00496332300826907,0.00135259854141623,-0.00161399284843355,-0.00653225742280483
"17",-0.00142527231946588,0.00383829278871417,-0.00108182849362493,0.00504798581823707,0.0142455883324146,-0.0120509099215269,0.0025632563047111,0.00152683129999787,-0.00058173161232844,0.00254566804505885
"18",0.0125513328239322,0.00473340740427375,0.00214952696114779,-0.00137128320056945,0.00505114160478115,-0.00139006797689945,-0.000109341875941027,0.00063718028832227,0.00396353891119361,-0.0026169796474278
"19",-0.012007275596261,0.000701662735082209,-0.00370894442312419,-0.000840478925965726,-0.0028498072642833,-0.00394524727016687,0.0019047858659178,-0.00502671580761671,0.00158042076509446,0.000350184040144086
"20",-0.00574844935908914,-0.00180868478491902,0.00267664203420281,0.00437975022941828,8.83563552633859e-05,0.00160563678946346,0.00610940344631672,0.00332162668928504,-0.00368144176900387,0.00145686150062829
"21",0.00663550617173314,-0.00207444722764194,0.00455041835084558,-0.00782867707312107,-0.00859759375452995,0.00363000854849815,-0.0064272778108716,-0.00105492060538381,0.000158154929522425,-0.00315202842466533
