"","NKE","GS","CAT","IBM","MMM","RTX","AXP","WBA","DOW","TRV"
"1",0.000236863765167072,-0.0243799984455109,-0.00699492590501904,-0.00638033775612712,-0.00623868126422167,-0.000696459959726781,0.00376193760894239,0.0104281483218074,0.00868861097842455,0.00367633905261755
"2",0.00910086557269096,0.00220715184696019,-0.000772166240494698,0.0110566103830934,0.000797446758951992,0.0163449868559837,0.000161804025992751,-0.0031918054446578,-0.002492337487638,-0.0208403021097183
"3",0.00583544187247753,0.0044694421812892,0.0118519859388471,-0.0186307486146688,-0.0056794723495841,0.00200816243886948,-0.00185003643855453,0.00313696428202093,-0.0294496640563011,-0.0199294351041317
"4",0.00525118177756667,0.0261690635234118,0.000909331545699388,-0.0388978943228722,-0.0068642646074295,0.0358444862067699,0.0202147960662842,-0.00104817922692746,0.0158113185316324,0.00530309043824673
"5",0.00537716131657362,0.00719739403575659,0.00323628541082144,0.00883645284920931,0.0158904958516359,-0.0012706738198176,0.0192359052598476,0.0218742992728949,-0.00665983883664012,0.0031425729393959
"6",-0.0107755903154612,-0.0249685719609261,-0.000506748503539711,-0.0227616522461176,-0.00159304600674659,-0.0229461081326008,0.0105154132470489,-0.0371333733201027,0.0114398756995797,0.00530594494193792
"7",-0.00146878336090595,0.0209521427750587,0.0143204256892204,-0.0108763109892607,0.00443984568119049,-0.0190045777708292,0.0168047957122326,0.0245232954621315,0.0330020450055599,0.00503585208207369
"8",-0.000619264203123748,0.0152771268039942,-0.00481706531718373,-0.0137368068099022,-0.00814241636544466,0.0106238424777985,0.0129251573234797,0.00212628650479019,0.00648223049938679,-0.00627903733402491
"9",-2.14084993785946e-05,0.00858073309063911,0.00342281861230731,-0.0117202242836356,-0.0210625845938921,0.00541851809248328,0.00858455244451761,0.0260067414492369,-0.00814019702374935,-0.00266155228018761
"10",-0.00445089722052217,0.00723324064165354,-0.000956466712523252,0.00703767407685518,-0.0104765295982361,8.34781094454229e-05,0.00367766642011702,0.00123176665510982,-0.00143696600571275,-0.00112988997716457
"11",-0.000613740878179669,-0.000687160005327314,0.00168856082018465,-0.0375626944005489,-0.00375116383656859,0.00794463790953159,-0.00635143835097551,0.00189740967471153,0.022989422082901,-0.00284212874248624
"12",0.011081668548286,0.00932734459638596,-0.0142575083300471,-0.0121304709464312,0.000502789509482682,-0.00172681699041277,-0.00321043282747269,0.0104358065873384,-0.0159753207117319,0.000797207001596689
"13",-0.00661907764151692,0.0102260364219546,0.00584553647786379,0.0136474743485451,-0.00370660191401839,0.0228927936404943,0.000699327501934022,0.0215317141264677,-0.0169288516044617,-0.00380707322619855
"14",-0.00274872477166355,0.000428130064392462,0.00431637838482857,0.00624637957662344,-0.00497877458110452,-0.011863854713738,0.00523997843265533,-0.00903499126434326,0.00427033426240087,-0.00136733462568372
"15",0.000378622527932748,0.0181240737438202,0.00134522537700832,0.00431124959141016,-0.00593538908287883,0.0122259184718132,0.000761236471589655,0.00145272526424378,-0.00396281341090798,0.00309664220549166
"16",0.00488595245406032,-0.00324251595884562,-0.00446462538093328,0.00892057828605175,-0.00554096326231956,0.010904966853559,0.00309180514886975,0.000690370332449675,-0.000977956806309521,0.00222227443009615
"17",0.000123766367323697,-0.00285055069252849,-0.00618597492575645,0.00238998443819582,-0.00272706570103765,0.0057613542303443,-0.0036466654855758,-0.000574542034883052,0.0191510375589132,-0.00111657939851284
"18",-0.00773767475038767,0.000970899651292711,-0.000462481024442241,-0.0160958487540483,0.00452905660495162,-0.00172929558902979,-0.00237533822655678,-0.00349865737371147,0.00943712797015905,-0.00145848980173469
"19",-0.00187873910181224,0.000198482244741172,0.00165205157827586,0.0123608708381653,0.00371198146604002,-0.00581336440518498,-0.00534643046557903,-0.00661708554252982,-0.0144808907061815,0.0011823313543573
"20",0.00383344665169716,-0.00194075726903975,0.000766228185966611,-0.00701904948800802,-0.00298436195589602,0.00198624632321298,-0.00536691304296255,-0.00307382293976843,-0.0196887534111738,0.00102736079134047
"21",-0.00311907473951578,0.00555830774828792,-0.00606939569115639,-0.00645299628376961,-0.00795597303658724,0.00992942694574594,0.00164990744087845,-0.0129148289561272,-0.00568145466968417,-0.00383891770616174
