"","KO","AA","VZ","MCD","MMM","RTX","DD","HON","MO"
"1",-0.000302837579511106,-0.000902839994523674,0.000488930032588542,0.00268636667169631,0.0055190771818161,0.00642441073432565,0.00130190351046622,-0.000161177318659611,-0.00116650084964931
"2",-0.00092900573508814,-0.00580660998821259,-0.000535169441718608,-0.00475121149793267,-0.0142659684643149,-8.84887995198369e-05,0.00662811147049069,-0.000774666375946254,0.0025705536827445
"3",-0.00129428703803569,7.6884614827577e-05,-0.00460480432957411,0.00170588016044348,-0.00337380939163268,-0.00464380765333772,0.00875401124358177,-0.00206798198632896,-0.00386659917421639
"4",-0.003734081517905,0.000181303534191102,0.0102196531370282,-0.00296578207053244,-0.00166459998581558,0.00219963002018631,0.00244146422483027,-0.0105978045612574,-0.00418734410777688
"5",0.000182954056072049,0.00328269181773067,-0.00264530745334923,-0.0038578468374908,-0.0050433985888958,0.000557605468202382,0.0018566008657217,-0.00093268952332437,0.00571031030267477
"6",-0.00161158572882414,0.00248220353387296,-0.00436197593808174,0.000903325097169727,-0.00620762119069695,0.00044215185334906,0.00204835715703666,0.00198467005975544,-0.000971336849033833
"7",-0.00364751159213483,-0.0138422977179289,0.0016437869053334,-0.000351412425516173,0.000315910787321627,-0.000297712191240862,-0.00677011534571648,-0.00186558556742966,0.00217736698687077
"8",-0.00105375598650426,0.000448382168542594,0.00221770629286766,0.002997568808496,-0.00677902484312654,-0.00754127185791731,-0.00714179407805204,-0.00310086272656918,0.0049341032281518
"9",0.00129595713224262,-0.00336460652761161,0.000836367311421782,-0.00367533462122083,0.00268636178225279,0.00653378618881106,-0.00316023058257997,-0.000959519995376468,-0.00192680943291634
"10",-0.000868182454723865,0.00683311186730862,0.00592603860422969,-0.00145549431908876,0.00269367778673768,0.00155151938088238,-0.00537200085818768,0.00406884262338281,0.00212533306330442
"11",0.00134664832148701,-0.000437911017797887,0.00493391836062074,0.00386756076477468,4.92542676511221e-05,0.00203869421966374,0.000261258857790381,-0.00328260380774736,0.00262320972979069
"12",-0.000910663278773427,0.00288056395947933,0.000820615445263684,0.000702866294886917,0.00320108770392835,0.0012022223090753,0.000389044085750356,0.00354113127104938,-0.00103512906935066
"13",-0.000243290414800867,-0.00126430997624993,-0.00120674667414278,0.00275114621035755,0.000242908761720173,0.000454240769613534,0.00704908417537808,0.00133604870643467,0.00381944794207811
"14",-0.000838900974486023,-0.010255360044539,0.0031700786203146,-0.00431429129093885,0.00172354641836137,0.00408422527834773,0.00470025185495615,0.00233202311210334,-0.000433722889283672
"15",-0.00334640755318105,-0.00508266175165772,0.00174390082247555,-0.00042020546970889,0.000792408420238644,-0.00042919660336338,0.000826967821922153,-0.00117677624803036,0.00235450197942555
"16",-0.00362697872333229,0.00223273457959294,0.00554163940250874,0.00447806157171726,0.00413522496819496,-0.000885937653947622,0.00559528823941946,0.00275162351317704,-0.0050911558791995
"17",0.000138989358674735,0.00703887827694416,0.00577758904546499,-0.00214711506851017,0.000882383901625872,0.00291448971256614,0.00449211383238435,0.00488545699045062,0.00209228321909904
"18",0.00088638230226934,-0.00497532822191715,0.00495494157075882,0.00279516354203224,0.000685340666677803,-0.00566750625148416,-0.00235896045342088,-0.00115678575821221,-0.000806893163826317
"19",-0.00366055290214717,0.00305084022693336,0.0024119836743921,-0.00666201394051313,-0.000667070504277945,0.00936394743621349,-0.00229937164112926,0.0040037939324975,-0.00152381928637624
"20",-0.00340374954976141,0.00133361795451492,0.00245351903140545,0.0012384804431349,0.00294938939623535,0.00419813953340054,-0.000111354209366255,0.0087913516908884,0.00176185613963753
"21",0.00369215221144259,-0.000132346074678935,0.00112652173265815,0.00525248469784856,0.000517698936164379,0.000734435336198658,0.00127212284132838,0.00012231087021064,0.00223730830475688
