"","GS","KO","AXP","UNH","CAT","DD","RTX","NKE","MMM","TRV"
"1",0.000177156165591441,0.00205074320547283,-0.00734263984486461,0.00820347853004932,0.000216571279452182,0.00541062466800213,-0.0054250112734735,0.00109824701212347,-0.00359139428474009,-0.000235332947340794
"2",-0.000821699504740536,0.00206874194554985,0.00673993024975061,-0.00868376903235912,-0.00643595214933157,0.00321493833325803,0.00210974365472794,0.00251240516081452,-0.0011554880766198,0.000944290484767407
"3",-0.00271722045727074,0.00227123452350497,0.0019506000680849,-0.00744635099545121,-0.00363510707393289,-0.00717621715739369,-0.0065209730528295,0.00563577748835087,-5.76778438698966e-05,0.00257192715071142
"4",-0.00687101157382131,-0.00124264170881361,-0.00974483042955399,0.0168038941919804,-0.00104050734080374,0.0006928137736395,-0.0025708694010973,-0.00667118327692151,-0.00231287768110633,0.00255090650171041
"5",0.00393657898530364,-0.00150865211617202,0.00126489519607276,-0.00412906100973487,0.00166947720572352,-0.00398109667003155,-0.00158339168410748,-0.00373877887614071,-0.00509311398491263,-0.00725103123113513
"6",-0.000538512016646564,0.00103735597804189,0.000570995965972543,0.00220495462417603,0.000679774151649326,-0.00222201086580753,-0.00247940071858466,0.0046474919654429,0.00445511750876904,-0.010618919506669
"7",-0.00610341550782323,0.00437349965795875,0.00215582363307476,0.00735769281163812,-0.00164589704945683,0.00424268562346697,-0.00443550478667021,-0.00812364742159843,-0.00392724946141243,-0.006736034527421
"8",0.0036858597304672,-0.00143007421866059,-0.000107211839349475,-0.00976051017642021,0.0102074993774295,0.00237692380324006,0.00166153919417411,-0.0114474426954985,-0.00270598847419024,-0.0128667177632451
"9",-0.0154092526063323,-0.00148148403968662,-0.00145030650310218,-0.00809759180992842,0.00485677737742662,-0.00256233662366867,-0.00286386231891811,-0.00305862771347165,-0.00291291158646345,-0.00659245485439897
"10",0.00281426915898919,-0.00244850805029273,-0.00559544377028942,0.00038494064938277,0.00308678462170064,-0.00475119333714247,-0.00318274856545031,0.00952140334993601,0.000474302883958444,-0.000118470794404857
"11",-0.00772705301642418,0.00117135385517031,0.00125117448624223,0.000649130961392075,-0.0126351462677121,0.00400162395089865,-0.00671601435169578,-0.00478727370500565,0.0123746013268828,0.00119174714200199
"12",-0.00036590892705135,-0.000760658760555089,-0.000600559636950493,0.00944358669221401,-0.00199285242706537,-0.00802809651941061,0.00462720543146133,-0.00390080828219652,-0.00887674558907747,-0.000963028753176332
"13",-0.00110703241080046,-0.000968612730503082,-0.0030354883056134,-0.0083558140322566,-0.0121552990749478,0.00706268427893519,-0.00623723305761814,-0.00243487302213907,-0.0027041076682508,-0.00377450184896588
"14",-0.00729628512635827,-0.00112035567872226,-0.00591500755399466,-0.0105206137523055,-0.00554357469081879,-0.000537772430106997,0.00430433358997107,-0.00758304446935654,-0.00357762514613569,0.000326634355587885
"15",0.00400734832510352,-0.000702754536177963,0.00279529951512814,0.00844953674823046,-0.00459149479866028,-0.0097895385697484,-0.00362428766675293,-0.00400460558012128,-0.00613502133637667,-0.00698592746630311
"16",-0.00194666197057813,0.00408715987578034,-0.000738843227736652,-0.000102288635389414,-0.00492648594081402,0.00214336439967155,-0.00403906032443047,-0.00938654132187366,0.00236015883274376,0.00132248445879668
"17",-0.00062674330547452,-0.000891177798621356,0.00355666899122298,0.00522823631763458,0.00826640613377094,0.00516646588221192,-0.00394154200330377,-0.00148368405643851,-0.00384910171851516,0.00046101666521281
"18",0.00144164147786796,-0.00299688568338752,-0.00421718088909984,0.00686939060688019,0.00300059304572642,0.00118158385157585,-0.00528008583933115,-0.00194599526003003,-0.000702846446074545,-0.000467793201096356
"19",-0.00591410230845213,-0.00220554205588996,-0.00112742721103132,-0.00459960149601102,-0.00891188438981771,-0.00437153084203601,-0.00309754675254226,0.00208853674121201,-0.00250211823731661,-0.00167951779440045
"20",0.00326957274228334,-0.00205333577468991,0.00192895019426942,0.000111996181658469,-0.00432401383295655,-0.00617461698129773,-0.00157731212675571,-0.00013786752242595,0.00291058956645429,-0.00977477990090847
"21",-0.00513486051931977,0.00273295491933823,0.00311085628345609,0.00418886495754123,-0.00598935084417462,0.00729562016204,-0.0108062606304884,0.00612844247370958,-0.00640876218676567,0.000891800329554826
