"","IBM","MCD","AMGN","CAT","HON","AXP","MMM","WBA","DOW","TRV"
"1",0.00197251560166478,0.00128326308913529,-0.000386433501262218,0.00119165831711143,0.000949214969296008,-0.00482881534844637,0.00901175942271948,0.0069583454169333,0.00386534165591002,0.00118033715989441
"2",0.000447709084255621,0.00193282449617982,0.00256783934310079,-0.00989526882767677,-0.00713878683745861,0.0103344907984138,0.00185387465171516,0.0316334366798401,-0.00550948176532984,-0.0105723040178418
"3",0.00603355653584003,0.0185866970568895,-0.000472402665764093,0.00796091742813587,-0.00163105106912553,0.00782942771911621,-0.00647462997585535,0.00425514113157988,-0.0152731100097299,-0.00242587272077799
"4",-0.0531382746994495,0.000731340725906193,0.00374708068557084,-0.000272945209871978,0.0025448331143707,0.0102269994094968,-0.00331712258048356,-0.00830596033483744,0.0122240176424384,-0.00561397429555655
"5",-0.00759648391976953,-0.00226867548190057,-0.00396360876038671,0.00282974378205836,0.00298814103007317,0.00301286159083247,0.00136152340564877,-0.00142188929021358,-0.0170557368546724,0.00286251120269299
"6",0.000687950465362519,0.000514638551976532,-0.000801140267867595,-0.00257987645454705,-0.00591226201504469,0.00207007746212184,0.00248292158357799,-0.00280713080428541,0.00488080224022269,0.00440726662054658
"7",0.00659746024757624,-0.00405111582949758,0.000371666741557419,-0.00815046764910221,0.00498432898893952,-0.00223046215251088,-0.00240246742032468,-0.000677111092954874,0.00412169471383095,0.00260710041038692
"8",-0.0224463809281588,0.000664806866552681,-0.000249345815973356,0.0168996751308441,0.00233823945745826,0.00774269178509712,0.00322919269092381,0.00197710073553026,-0.018387358635664,-0.00283890706487
"9",0.00289649120531976,0.00271155103109777,-0.00304362084716558,-0.00794442556798458,-0.00796154513955116,0.00663005886599422,0.00868116784840822,-0.00102580769453198,-0.00770195573568344,-0.00450584664940834
"10",-0.00179415452294052,-7.60974216973409e-05,-0.00317349075339735,0.0127278733998537,-0.000452001229859889,0.000911568989977241,0.00384917808696628,0.00211928365752101,-0.000645764579530805,-0.00668261246755719
"11",0.0137026300653815,0.00413118163123727,0.00299541698768735,-0.00808348786085844,-0.000820980290882289,-0.00608106097206473,-0.00403392547741532,-0.0157201178371906,-0.00439232774078846,-0.00245618843473494
"12",0.00772658223286271,0.0025485297665,0.000201078903046437,-0.00568320788443089,0.00129036128055304,0.00675537250936031,-0.00977692101150751,-0.00315934675745666,-0.0150494500994682,-0.00588537007570267
"13",0.00582374446094036,-0.00200045178644359,0.00867411680519581,0.00970401708036661,-0.00781975779682398,0.00142665463499725,-0.00451012002304196,-0.0100877769291401,-0.00312547013163567,-0.00969445519149303
"14",0.00231902487576008,0.00187834550160915,0.000710777414496988,-0.00649484153836966,-0.000371033238479868,0.000962290330789983,-0.00967217609286308,-0.00524414237588644,-0.00510954111814499,0.00122396682854742
"15",-0.00593335228040814,0.000440122501458973,0.000609443930443376,0.00179304776247591,0.000395587325328961,-0.00810220837593079,-0.00459403451532125,-0.00670596212148666,-0.0106539176777005,-0.00626881467178464
"16",0.00112031644675881,0.00141564919613302,-0.00152690464165062,-0.00774726364761591,0.000735611421987414,-0.00158500391989946,-0.00890058558434248,0.00696235755458474,-0.00043606455437839,-0.000937277101911604
"17",0.00195259507745504,-0.00304338242858648,-0.00071286252932623,0.00676848599687219,0.00155648298095912,-0.000135742782731541,0.00548915285617113,0.00136368907988071,-0.00387627771124244,-0.000594568904489279
"18",-8.28006595838815e-05,-0.000678752840030938,0.00111312640365213,0.00980087462812662,0.00578224239870906,0.00413059303537011,0.00807676184922457,0.00447857938706875,0.00864346046000719,-0.00794791243970394
"19",-0.00193086476065218,-0.00281823100522161,-0.00469013536348939,-0.00725251436233521,0.00512795988470316,0.00590779725462198,-0.000475691223982722,0.00529996864497662,0.00374168832786381,-0.00107637152541429
"20",0.00653686420992017,0.0035543292760849,-0.00126140145584941,0.00900436658412218,-0.00107780506368726,-0.00601034704595804,0.00214038114063442,-0.00234836363233626,-0.00135978381149471,-0.00589824188500643
"21",-0.00360078806988895,0.00127313728444278,0.000346794055076316,0.000226054107770324,-0.00189206248614937,-0.00574655272066593,0.00133391446433961,0.0104805948212743,-0.00122873170766979,-0.0120093300938606
