"","MCD","KO","NKE","IBM","RTX","MMM","WBA","AXP","DOW","TRV"
"1",0.00503899995237589,0.00338614196516573,0.00175228749867529,0.00216348399408162,0.00194952264428139,-0.00113352888729423,0.0118518974632025,-0.00466652866452932,-0.0310274697840214,-0.000671611400321126
"2",0.00250757415778935,0.00311395432800055,-0.0196111835539341,-0.00102924089878798,-0.0199883133172989,-0.00446566473692656,-0.00685889460146427,-0.000823282112833112,0.00587097741663456,-0.00153538212180138
"3",0.0042907246388495,-0.00556348776444793,0.00790682807564735,-0.0145233841612935,-0.0109551697969437,-0.00998476520180702,-0.0187258366495371,0.00791928358376026,-0.00771623058244586,0.00610127206891775
"4",-0.00599539000540972,0.000265490176388994,-0.00692745577543974,-0.00437794253230095,-0.00334937311708927,0.00676154671236873,0.00688170315697789,0.00755751831457019,-0.0106561621651053,-0.00125406624283642
"5",0.00062424095813185,0.00450504198670387,0.0174129363149405,0.00511868810281157,-0.00324627873487771,-0.011464724317193,0.00826291926205158,8.10904839454452e-06,-0.00371038145385683,0.00315926061011851
"6",0.00208385777659714,0.00275468290783465,0.00238847848959267,-0.00122762832324952,-0.0237179882824421,-0.0100510828197002,0.0040249046869576,-0.00521878944709897,-0.0117584289982915,0.00911399070173502
"7",0.00364838424138725,0.000647588341962546,0.0016366895288229,0.000237475600442849,-0.00231267046183348,-0.00242006033658981,-0.00479144137352705,0.00194716127589345,-0.00646558217704296,0.000866655143909156
"8",0.00316229253076017,-0.00224319938570261,0.00052427378250286,-0.0124647039920092,-0.0340381897985935,-0.00566022004932165,0.00198423978872597,0.00342983147129416,-0.00503059662878513,-0.00122401036787778
"9",-0.000798098801169544,-0.00116670725401491,-0.00191173166967928,-0.00374109507538378,-0.00212616100907326,0.00124466000124812,-0.0091961957514286,0.00324582844041288,-0.00447885366156697,-0.00236963154748082
"10",4.40889998571947e-05,-0.00397989666089416,0.0228822566568851,-0.00541761657223105,-0.00410334439948201,-0.0067878975532949,-0.00609261216595769,-0.0034693363122642,-0.00754266092553735,0.00964880827814341
"11",0.000960354111157358,-0.00578939588740468,-0.00371628534048796,-0.0105669917538762,-0.0394430123269558,-0.00853314902633429,-0.00134015618823469,0.0055531170219183,-0.00684931641444564,0.00271421205252409
"12",0.000160824274644256,-0.00172921409830451,0.00243284180760384,-0.00292456266470253,0.00100524886511266,-0.00648295972496271,0.00353287346661091,0.0047203004360199,-0.00721193896606565,-0.00169857928995043
"13",0.001162777421996,0.000306188449030742,-0.0020797741599381,0.00706573156639934,-0.0336575545370579,-0.0124304676428437,0.00601844629272819,0.00779504235833883,-0.00602794671431184,0.00265686516650021
"14",-0.000834773120004684,-0.00141054391860962,0.00531599624082446,0.000327217392623425,0.0011697574518621,-0.00110122666228563,-0.0027599164750427,0.0028413066174835,-0.0075068729929626,0.00432235421612859
"15",-0.00117253395728767,-4.81894858239684e-05,0.0030374329071492,-0.00148088089190423,-0.00683237332850695,-0.00672882283106446,-0.0090061267837882,0.00253983517177403,-0.0104930568486452,-0.00441430741921067
"16",0.000345097505487502,-0.00187984271906316,0.00379208079539239,0.000584392168093473,0.00105274375528097,0.0007728774799034,0.000594708602875471,0.0093400850892067,-0.00610891683027148,0.00377663946710527
"17",0.00152838975191116,-0.00176312576513737,0.00447840709239244,-0.00147196871694177,-0.0156566463410854,0.00551363592967391,-0.00836277846246958,2.94527126243338e-05,-0.0070639350451529,0.000906392058823258
"18",0.00208024820312858,0.00636464497074485,0.0214723162353039,0.00185339397285134,0.0133919483050704,-0.00565368356183171,-0.00151863414794207,0.00110074458643794,-0.00975960586220026,0.00205861404538155
"19",0.000477172143291682,-0.00256696296855807,0.00765574304386973,0.000144576784805395,-0.0169785022735596,0.00282650976441801,0.00128535006660968,0.00187213136814535,-0.00580103928223252,0.0038958634249866
"20",-0.0010464919032529,0.00145331060048193,-0.00250848173163831,0.00565130449831486,-0.000507258402649313,-0.00281150033697486,0.00557603593915701,0.00799687765538692,-0.0070639350451529,0.0016120036598295
"21",0.0032510447781533,-0.00670906808227301,0.011315687559545,0.00255712051875889,-0.00287982006557286,-0.00640821876004338,0.0012195372255519,0.00332964095287025,-0.00975960586220026,0.000255555467447266
