"","CAT","IBM","MCD","HON","AMGN","AXP","MMM","DOW","WBA","TRV"
"1",0.00266368268057704,0.00791763141751289,0.00523573067039251,0.00852083507925272,9.38487137318589e-05,-0.00163045432418585,-0.00639680307358503,-0.00892542395740747,0.00551353581249714,-0.0118211722001433
"2",0.0131973447278142,-0.00251332297921181,0.00392451696097851,0.000808640208560973,-0.00735483877360821,0.00772709073498845,0.0041520269587636,-0.00150001014117151,-0.00876552984118462,-0.00334402406588197
"3",0.00124543707352132,0.0113238878548145,0.000893496908247471,-0.00402510119602084,0.000642443133983761,-0.00583131518214941,-0.00790017005056143,-0.00719704059883952,0.0020569630432874,-0.0111009292304516
"4",-0.00571177480742335,-0.0197328459471464,0.000279400526778772,0.00802550744265318,0.00722194276750088,0.0112104304134846,0.00848375912755728,-0.0194184426218271,0.000881375337485224,-0.00305615784600377
"5",0.000331722054397687,0.0061882003210485,-0.00344314076937735,0.00691228825598955,-0.0030655104201287,0.00168523017782718,0.0060333670116961,-0.0130951795727015,-0.00336350104771554,0.00878177024424076
"6",0.00355297792702913,0.000969955872278661,0.00313564157113433,-0.00161328143440187,0.00415400601923466,4.5084125304129e-05,0.00162216601893306,-0.00119048403576016,0.00960882380604744,0.0166733227670193
"7",0.00321158859878778,-0.0131408255547285,0.00127052864991128,-0.00230412324890494,0.00433965958654881,-0.000208778292289935,-0.00145226716995239,0.00288715725764632,-0.00519937975332141,-0.00772823067381978
"8",-0.00421086372807622,0.000146072954521514,0.00254828133620322,-0.000411419896408916,-0.00152502837590873,0.00233303662389517,-0.00156101351603866,-0.00588623946532607,-0.00644164672121406,-0.00247823726385832
"9",0.008441680110991,-0.00238250219263136,-0.000186556251719594,-0.0190096236765385,-0.00632561510428786,0.00630932208150625,-0.00543626444414258,-0.00195082742720842,-0.00496256304904819,-0.00463077519088984
"10",-0.00291196117177606,0.00879827886819839,0.002130574779585,-0.00665682833641768,-0.002023845911026,-0.00379301654174924,-0.0134932585060596,-0.0114022782072425,-0.00789509434252977,-0.0127986306324601
"11",-0.00586894527077675,-0.00719537679105997,-0.0041807945817709,-0.0115508548915386,0.00802328810095787,-0.00423234095796943,-0.00256721186451614,-0.00943630188703537,0.0010749944485724,0.00311722536571324
"12",0.00143400020897388,-0.0080700945109129,0.000220608577365056,0.00411544181406498,0.0069252853281796,-0.00341863394714892,-0.00901337526738644,-0.0169810988008976,0.00165951484814286,-0.00411677313968539
"13",0.000802610185928643,0.00341469864360988,-0.00601196708157659,0.000103723141364753,-0.00710093742236495,0.00214540609158576,0.00434337323531508,-0.00448117032647133,0.00984530430287123,-0.000612548494245857
"14",0.000335122196702287,0.00274288351647556,0.000748090969864279,-0.00426005991175771,0.000261635170318186,0.00292619015090168,-0.00220425776205957,-0.0113728232681751,0.00254319352097809,-0.0055961087346077
"15",-0.00286960485391319,0.00272726942785084,0.000591613526921719,-0.00544670410454273,-0.0015104878693819,-0.00187582254875451,-0.000954770832322538,-0.01664824411273,0.00175510125700384,0.00213606981560588
"16",-0.00571868009865284,-0.007498181425035,0.000985042890533805,-0.00487290741875768,0.00196729088202119,-0.00121463183313608,0.00701821548864245,-0.00465179653838277,-0.00364246708340943,-0.00569256907328963
"17",-0.00200885301455855,0.000965539773460478,-0.00204196409322321,-0.00412602536380291,0.00445198081433773,-0.0146619351580739,0.00504215201362967,0.0018618549220264,-5.37111845915206e-05,-0.00238318718038499
"18",-0.00141060759779066,-0.00559399882331491,-0.00417533190920949,-0.00604831147938967,-0.00769097078591585,-0.0105813099071383,-0.00668672053143382,-0.0045460956171155,-0.00738042825832963,-0.0144809940829873
"19",0.00523068383336067,-0.00774153508245945,-0.00988013856112957,0.00324086030013859,0.00457934150472283,-0.00111462059430778,-0.00140228343661875,-0.00414460711181164,-0.00562925217673182,-0.00464154267683625
"20",-0.00585456937551498,-0.00301912822760642,-0.00737030059099197,-0.00179113610647619,-0.00226468523032963,0.00287898676469922,0.000274887162959203,0.00309483730234206,0.00399409467354417,-0.000301427207887173
"21",-0.0106695080175996,-0.000633490446489304,0.000102104662801139,-0.00547279696911573,-0.00123390706721693,0.00200678827241063,-0.0103193949908018,-0.00974528025835752,-0.000577913247980177,0.00305348495021462
