"","HD","GS","AXP","UNH","CAT","RTX","DD","NKE","MMM","TRV"
"1",0.017678152769804,-0.0022231275215745,0.00141773722134531,0.0200254302471876,0.0279682613909245,0.00601697759702802,0.0038639004342258,-0.00429774355143309,-0.00240226578898728,-0.00699297245591879
"2",-0.00201506377197802,0.010579033754766,0.0167554393410683,0.00943640433251858,0.000407929968787357,0.000368946028174832,0.00505290040746331,0.00419221539050341,0.00366155477240682,0.00614036526530981
"3",-0.00488333823159337,0.00865626707673073,-0.00812604743987322,-0.0059604705311358,0.00510118622332811,0.00364933372475207,-0.00370439072139561,0.00692206807434559,-0.0116397747769952,-0.00907132960855961
"4",0.00314061599783599,-0.0120781762525439,-0.0111364517360926,-0.000815860403236002,0.00970099028199911,6.29805435892195e-05,-0.0300252698361874,-0.0041714939288795,0.000433142035035416,0.0080111576244235
"5",0.00460323365405202,0.0107332402840257,-0.00291470065712929,0.00194657815154642,-0.00415877252817154,0.00171198265161365,0.0208925548940897,-0.00472814915701747,-0.00106908625457436,-0.00655038561671972
"6",0.00342379999347031,0.0146745657548308,0.00150980555918068,-0.00746004749089479,0.000235210580285639,-0.00915274675935507,0.00693697761744261,0.000349893060047179,0.00131809851154685,0.00153321796096861
"7",0.0102748889476061,-0.00332355732098222,-0.00508084706962109,0.00377910770475864,-0.00633198115974665,-0.0108397575095296,-0.00174366659484804,-0.00669454131275415,0.0086322259157896,0.00816409196704626
"8",-0.0110040018334985,-0.00502467155456543,-0.000595782825257629,0.012075325474143,0.00345857255160809,-0.00408529955893755,-0.00501945056021214,-0.0102030178532004,0.00223866500891745,-0.00196602242067456
"9",0.00385583564639091,0.00261389021761715,0.0033504031598568,0.0129660870879889,0.00634739641100168,-0.00258418661542237,-0.00184740696568042,-0.00425878912210464,0.00354121928103268,-0.000267444469500333
"10",0.00545988604426384,-0.0021681496873498,-0.0142630487680435,0.00411809142678976,0.000897438905667514,-0.00876110885292292,0.00384377036243677,0.00191217067185789,-0.00892504584044218,-0.000256222294410691
"11",0.00281263538636267,0.00217423588037491,-0.0100925276055932,0.000762469426263124,0.00314406841062009,0.0062058949843049,-0.00681275548413396,-0.00244242884218693,-0.00265878951177001,0.00530388252809644
"12",0.00210220692679286,0.00406302185729146,-0.00750941457226872,-0.0046633081510663,0.00607448164373636,0.000548243115190417,0.00772929610684514,-0.00117163406684995,-0.00729591120034456,0.00118571554776281
"13",-0.00633574509993196,0.00080990738933906,-0.00505927158519626,0.00337738986127079,-0.00296761421486735,-0.00249929819256067,-0.00422480795532465,0.00849023833870888,-0.00495909992605448,0.00342803238891065
"14",0.000471274222945794,-0.00126282894052565,0.00623438321053982,-0.00496607692912221,-0.000525492650922388,-0.00908390711992979,0.0132589256390929,0.00140103430021554,-0.00278720236383379,-0.00174380617681891
"15",0.00233450043015182,-0.00333671900443733,0.00592992128804326,0.00134098238777369,-0.00606403080746531,-0.00715881120413542,0.00231114984489977,0.0011684806086123,-0.000322384119499475,0.000440401228843257
"16",0.00554966414347291,0.00315225054509938,0.0028189227450639,-0.00158329971600324,0.003796914126724,-0.0145683223381639,0.00115754711441696,-0.00640961388126016,-0.000437970127677545,0.00466469023376703
"17",-0.0010511539876461,-0.00205321935936809,-7.77375025791116e-05,-0.00102753273677081,-0.00331237213686109,-0.0159985218197107,-0.0106775043532252,0.00571476016193628,-0.0061135315336287,0.00106807495467365
"18",0.00883580278605223,0.00400772504508495,-0.00122614845167845,-0.00101694057229906,-0.00223721587099135,-0.00361075391992927,0.00405299803242087,0.00401971209794283,-0.00366581743583083,-0.000519338587764651
"19",-0.00264585600234568,0.00849387794733047,-0.00813237484544516,0.000979337841272354,0.0073887649923563,-0.0092263063415885,-0.00169285084120929,-0.000622692052274942,-0.00495901796966791,-0.00360840442590415
"20",0.000317854399327189,-0.00231320387683809,0.018647164106369,-0.0108366087079048,4.2986823245883e-05,-0.00171155552379787,-0.00367810786701739,-0.00028564318199642,-0.00291041913442314,0.00131917931139469
"21",-0.00319238496012986,0.00789576210081577,0.00236162287183106,0.00316018029116094,-0.0011808704584837,0.00970389507710934,-0.00351658719591796,-0.00301934266462922,0.00465125450864434,-0.00240827375091612
