"","KO","IBM","MRK","UNH","RTX","DD","CAT","AXP","MMM","TRV"
"1",-0.00585867371410131,-0.00628597196191549,-0.00359241431578994,-0.00326872384175658,0.00120995519682765,0.00308362417854369,-0.000384659942938015,-0.00531681906431913,0.0117746135219932,-0.00410122890025377
"2",0.00249186716973782,-0.000207637000130489,-0.0037684915587306,0.00834725890308619,-0.00375721044838428,0.00134214456193149,-0.00385268358513713,-0.00329056335613132,-0.00181892118416727,0.00125673727598041
"3",-0.00090877030743286,0.00028515254962258,0.00417256308719516,0.00411722250282764,-0.00192278739996254,0.00162314192857593,-0.00221678824163973,-0.00496196001768112,-5.58690226171166e-05,-0.00117309438064694
"4",0.00278600258752704,0.00226403679698706,0.000330935989040881,0.00551251787692308,0.00731547921895981,0.00894758943468332,0.0079857399687171,-0.00673073157668114,0.00175577565096319,0.00183253618888557
"5",-0.00434016529470682,0.00589379668235779,-0.00146984332241118,0.00531182810664177,-0.000901022227481008,-0.000400496268412098,0.00402551935985684,-0.000364501407602802,-0.00420018471777439,-0.00165325461421162
"6",-0.000224327901378274,0.00685927551239729,-0.00656338222324848,-0.00303259561769664,0.00312951463274658,0.00462723895907402,0.00120624841656536,-0.00637738080695271,-0.00566575070843101,-0.00177311955485493
"7",-0.00217702938243747,0.00228783930651844,-0.00263044540770352,0.00418932549655437,0.0017037505749613,-0.00134673854336143,-0.00938633270561695,-0.00387599179521203,0.00332054169848561,-0.0077385576441884
"8",0.00562611734494567,-0.0115106841549277,0.00238739093765616,0.000762611685786396,0.00957126449793577,0.00241848407313228,0.00631147203966975,-0.00270762550644577,-0.00213898089714348,0.00674370676279068
"9",0.00439892988651991,0.000145289581269026,-0.00642759306356311,0.00647458573803306,0.00052018539281562,-0.0021683219820261,-0.0218922980129719,-0.00484185945242643,-0.00190569879487157,-0.00835911743342876
"10",-0.00657008029520512,-0.0128679228946567,-0.00072449870640412,0.000962023681495339,-0.00396853871643543,-0.000253202189924195,-0.0089247589930892,-0.00944160576909781,0.00212685065343976,-0.00205117859877646
"11",-0.00524301640689373,-0.0066356579773128,0.00116741273086518,-0.00547915697097778,0.00714177032932639,-0.00237299897707999,0.00162714871112257,0.00660980818793178,0.00472180172801018,0.000333392061293125
"12",-0.000295424542855471,-0.0101458467543125,-0.00427292427048087,0.00951082911342382,0.00178841000888497,0.00012154335854575,-0.00563517911359668,-0.00271687097847462,0.00947790313512087,-0.00326754292473197
"13",-0.000995285576209426,-0.00470984820276499,-0.00020846257393714,0.000374478287994862,-0.00259055988863111,0.00292576057836413,-0.00553165795281529,0.00100840860977769,0.000845601200126112,0.00267457542940974
"14",0.000515588209964335,-0.00331762619316578,0.00179984571877867,0.000606202462222427,-0.000765356700867414,-0.00133263238240033,-0.00226934626698494,-0.0010647710878402,0.00225306185893714,0.00184096884913743
"15",-0.00286413868889213,-0.0128007810562849,-0.00352724036201835,0.00257140910252929,-0.000655606796499342,0.00550479628145695,0.00180399022065103,-0.00451328977942467,-0.00386013113893569,0.00129996798932552
"16",-0.0039911363273859,0.00537274545058608,-0.00422100862488151,-0.00256837368942797,-0.0041542467661202,-6.72976020723581e-05,-0.00268736737780273,-0.00905622076243162,-0.00226343609392643,-0.00430900696665049
"17",-0.000394108064938337,0.00332869100384414,0.00670430855825543,0.00324243516661227,0.00405193632468581,0.00254154484719038,0.00578721053898335,-0.00279434304684401,-0.00192432873882353,-0.000890182156581432
"18",0.00373407080769539,0.0030262446962297,-0.000652700662612915,-0.000982537516392767,0.00468429876491427,0.000448078761110082,-0.000369720946764573,-0.00526000885292888,-0.00337682804092765,-0.000824787537567317
"19",-0.00640410836786032,-0.021484050899744,-0.00509691564366221,0.00677254376932979,0.00199045520275831,-0.00365729536861181,-0.00554814329370856,0.000347136403433979,0.00053021713392809,-0.00471691275015473
"20",-0.00406495947390795,-0.00783480424433947,0.000312221789499745,0.00390182388946414,-0.00023838687047828,0.00220243236981332,-0.0153348846361041,-0.00849486049264669,0.00560651114210486,-0.00352248060517013
"21",-0.0102006085216999,-0.0143133755773306,0.000258588755968958,-0.00682049337774515,0.000668791646603495,-0.00422565685585141,-0.0153925698250532,0.000798117718659341,0.000106937906821258,-0.00153352366760373
