"","WMT","GS","AXP","CAT","RTX","UNH","DD","NKE","MMM","TRV"
"1",0.00978439021855593,-0.0132638532668352,0.00578411715105176,-0.00744711793959141,-0.00331851234659553,-0.0138054117560387,-0.0138663509860635,-0.00202458980493248,-0.00280183181166649,-0.00332269724458456
"2",-0.000905079708900303,0.0100891515612602,0.0013968397397548,-0.00625992473214865,0.00387898948974907,-0.00521357171237469,0.00187632138840854,0.00754307117313147,0.00546099478378892,0.00818660389631987
"3",-0.00170516152866185,0.00232900609262288,-0.00326819065958261,0.00398480053991079,-0.00322086201049387,0.0173257738351822,0.00946690794080496,0.00964791513979435,-0.00425358721986413,-0.00198038574308157
"4",0.00208368385210633,0.00182044215034693,0.000819308683276176,-0.00647518364712596,-0.00963451061397791,0.00482598319649696,-0.007732093334198,0.00390789192169905,-0.00218379264697433,0.00136583740822971
"5",0.0010625368449837,0.0168828349560499,0.000109598942799494,0.00575454533100128,0.0029953436460346,0.0132668912410736,-0.0110344532877207,-0.00738525809720159,0.00741005735471845,-0.00205001211725175
"6",0.00190665409900248,0.000769855512771755,-0.00156276253983378,-0.0175134371966124,0.000684570695739239,-0.0112435696646571,0.00332846469245851,0.00203748699277639,-0.00222402205690742,-0.0039883921854198
"7",-0.00246268324553967,0.000180425369762816,0.000412903202231973,0.0057184798642993,-0.00666751340031624,0.00466241128742695,0.0209997538477182,-0.00120250694453716,-0.00780211621895432,-0.0077457670122385
"8",-0.000652400078251958,-0.000183859578100964,0.00137761875521392,-0.0313213877379894,-0.000146670587128028,0.00220120139420033,-0.00429663620889187,0.00682140281423926,0.00591163523495197,-0.00117917917668819
"9",-0.00425382098183036,0.00646925810724497,0.00209472491405904,0.00663071684539318,0.00556976860389113,0.0044717057608068,-5.0861737690866e-05,-0.00364461028948426,0.00149991002399474,-0.00530764041468501
"10",-0.00329796876758337,-0.000586046429816633,0.0035954809281975,-0.0116353780031204,0.00143432978074998,-0.00218190369196236,-0.00116750900633633,0.0124276224523783,-0.00392122473567724,0.00337653723545372
"11",0.000661008059978485,0.0100859357044101,-0.00165697780903429,0.00418652826920152,-0.00455340463668108,0.0113336062058806,0.00802048482000828,-0.00530247716233134,0.000458504422567785,-0.000185079450602643
"12",3.33729476551525e-05,0.000482538278447464,-0.000226334988838062,-0.015936179086566,-0.00106786342803389,-0.000458776514278725,0.0090272193774581,-0.00383276981301606,0.00507225841283798,-0.00362306507304311
"13",-0.00310397194698453,-5.76488564547617e-05,-0.00228214217349887,-0.00325386715121567,-0.00210776412859559,0.00537478271871805,0.000413868634495884,0.00462562264874578,-0.000164379714988172,0.00484775193035603
"14",0.00123712187632918,-0.000111869347165339,-0.00147981254849583,-0.00791727565228939,-0.00267213792540133,0.00378490029834211,-0.00700909690931439,-0.00195960002020001,0.00242555071599782,0.00392327131703496
"15",0.00462816935032606,-0.000645901774987578,0.00249007903039455,0.0053665298037231,0.00476602511480451,0.00126439204905182,0.00351095991209149,0.00352044473402202,-0.00297022121958435,-0.00232155830599368
"16",0.0038251718506217,0.00257123378105462,0.00121854001190513,-0.00571758858859539,-0.00527048297226429,-0.0108221480622888,-0.00835523102432489,0.00286266091279685,-0.0017425692640245,-0.00260666920803487
"17",0.00199681613594294,-0.00227152043953538,0.00127619912382215,-0.000900861690752208,-0.00756066897884011,0.000814696832094342,0.000843740883283317,-0.00889241136610508,-9.52027185121551e-05,0.00355123751796782
"18",0.0018690568394959,0.000953055161517113,-0.00162649445701391,-0.00110545172356069,0.00325473886914551,-0.00159841275308281,0.00354463304392993,0.00322195189073682,-0.000463318167021498,-0.00227431743405759
"19",0.00278092618100345,0.000196603185031563,-0.000662853650283068,-0.00489195995032787,0.000226809701416641,0.00184682151302695,0.00141266291029751,-0.00270964903756976,-0.0021989494562149,-0.00175440066959709
"20",-0.00316406949423254,0.000223911105422303,-0.00163320207502693,-0.00466883555054665,-0.0103151807561517,0.00227906438522041,-0.00432025268673897,0.00488409539684653,-0.00294500286690891,0.00262421648949385
"21",0.00493272440508008,0.000208357465453446,-0.00173549877945334,-0.00254293950274587,-0.00062274991068989,-0.00175156351178885,0.00289947539567947,0.00245922082103789,0.00245867390185595,-0.0019532754085958
