"","WMT","MCD","CAT","DD","RTX","UNH","AXP","MMM","NKE","TRV"
"1",0.0123606445267797,-0.000693449401296675,-0.00417343154549599,0.000280136067885906,-0.00181360624264926,-9.89824839052744e-05,-0.00049814343219623,-0.00305389822460711,-0.000635758915450424,0.00315090524964035
"2",0.0027103207539767,0.00333633762784302,-0.00586925493553281,0.00111272046342492,0.000713750836439431,0.0146767776459455,-0.00198657880537212,0.00133377604652196,0.00929913762956858,-0.000403596641262993
"3",0.00399355171248317,0.00378449284471571,-0.00341491471044719,0.00164387049153447,0.00712999561801553,0.00473558204248548,-0.00326843257062137,0.000175778332049958,-0.00355879403650761,0.00272285914979875
"4",0.0134823163971305,0.00188228150364012,0.00712693389505148,0.0282367188483477,-0.00457900809124112,0.00145963847171515,-0.00114761153236032,0.00174291792791337,0.0105008902028203,0.00356408557854593
"5",-0.00218388042412698,0.00251463800668716,0.000697223760653287,0.00587768061086535,0.00694904057309031,0.00300016230903566,-0.00190776283852756,-0.00244994927197695,0.00254328525625169,-4.89900157845113e-05
"6",-0.00143548252526671,0.00104662519879639,0.00871895253658295,0.0181005503982306,0.000818501517642289,0.000605458742938936,-0.00517416372895241,-0.00583306048065424,-0.00221743783913553,-0.000884762674104422
"7",0.0129512455314398,0.00354562094435096,-3.33663883793633e-05,0.00591531954705715,0.00373540469445288,0.00274440669454634,-0.000138023227918893,0.00404953770339489,0.00708152493461967,0.00141687947325408
"8",0.00863658543676138,0.000982510158792138,0.00823439843952656,0.000866026792209595,0.00822432152926922,-0.00202810345217586,-0.0023786467500031,0.00246555893681943,-0.00193833187222481,0.00540363742038608
"9",0.00435718148946762,0.00113627000246197,-0.00216593057848513,0.00524510210379958,0.00302726705558598,-0.0025879479944706,0.0023905688431114,0.0011039359960705,0.00236009433865547,-0.00109645735938102
"10",0.00979843083769083,0.00286570563912392,0.0131747061386704,0.00405212258920074,-0.00606806017458439,-0.00209272722713649,-0.000782114686444402,0.00226423679850996,0.00687150470912457,0.00209042825736105
"11",0.0175233762711287,0.00164625234901905,0.0168106146156788,0.0311543922871351,-0.000637687277048826,0.000840673863422126,0.00217816373333335,-0.0024745874106884,-0.00384464836679399,0.00274513941258192
"12",0.000966729247011244,0.00377980363555253,-0.00240565603598952,0.0035135974176228,-0.00280313869006932,-0.00036070920759812,-0.00474243517965078,0.00509140873327851,0.00177218543831259,0.00171495089307427
"13",0.0041714683175087,0.00181863957550377,0.00198694574646652,0.0024900957942009,0.000911762588657439,0.00185183063149452,0.000319561397191137,0.00250905333086848,-0.00283102761022747,0.00252381153404713
"14",0.0159560609608889,0.00230177119374275,0.00810367614030838,0.00507336901500821,0.000193879634025507,0.00199939962476492,0.000322254636557773,-0.00977231189608574,-0.00414516031742096,-0.000997641356661916
"15",-9.92182031041011e-05,0.0036173181142658,-0.00106828135903925,-0.00449882820248604,0.00498579395934939,-0.00256183580495417,0.000253002886893228,0.00405756291002035,-0.00548558961600065,0.00152817531488836
"16",0.00479376874864101,0.00394205842167139,0.00496551720425487,-0.00119338277727365,-0.0018318141810596,0.0070597599260509,-0.00374303804710507,0.00253684120252728,-0.00638298224657774,0.00216463627293706
"17",-0.0027125715278089,0.000777045381255448,0.00419361935928464,-0.00165086844936013,0.00321082235313952,-0.00296861818060279,0.00292293517850339,0.00289565557613969,0.00586381740868092,0.00264124711975455
"18",0.0111024407669902,0.0052722548134625,0.00160744064487517,0.00794143881648779,-0.00316720549017191,0.00168610410764813,-0.00317772920243442,0.00354595272801816,-0.00750474771484733,0.00178032054100186
"19",-0.00473626237362623,0.0043473532423377,0.00452258437871933,0.00286035519093275,-0.00255327834747732,-0.00403649359941483,0.00265221344307065,0.000153400455019437,-0.00560199096798897,-0.000848191324621439
"20",-0.00296835158951581,0.000906226399820298,-0.000247727846726775,-0.00733832502737641,-0.0028063184581697,0.00199779588729143,-0.00521479221060872,-0.00448567140847445,0.00453068455681205,0.0030799051746726
"21",0.00548942992463708,0.00339821190573275,0.0100671136751771,-0.00101609656121582,0.00510367611423135,-0.000873124925419688,0.00258161500096321,-0.000933534000068903,0.00106397911440581,0.00371743901632726
