"","MCD","WMT","CAT","DD","RTX","UNH","AXP","MMM","NKE","TRV"
"1",0.00680236890912056,0.0100659765303135,-0.0061932154931128,0.00427130097523332,-0.00223643844947219,0.00989456754177809,0.00654911110177636,0.00503665488213301,0.00255628838203847,0.00763593195006251
"2",-0.00598243111744523,0.00472637778148055,0.00348660093732178,0.0156865324825048,-1.78888967639068e-05,0.00550458021461964,0.00545217609032989,-0.00401900848373771,-0.00544933276250958,0.00104660564102232
"3",0.00024489188217558,-0.00179953884799033,0.012770096771419,-0.00774781731888652,0.000539541360922158,0.00724620930850506,-0.000121184726594947,0.00677240779623389,0.0116317225620151,-0.000297532766126096
"4",0.000756474502850324,0.00450404640287161,-0.00783666875213385,0.0050635626539588,0.00425788899883628,0.00432429742068052,-0.00354549381881952,0.00286230957135558,0.00164164369925857,-0.00082043930888176
"5",0.000597385340370238,0.000247693591518328,-0.00298500503413379,0.012415356002748,0.000640798651147634,-0.0072139804251492,0.00102651980705559,0.000977167743258178,-1.827238338592e-05,-0.00125107215717435
"6",0.00272199441678822,0.0013641876867041,0.0112227974459529,-0.00653603998944163,-0.000548497831914574,-0.00224152812734246,0.00397633481770754,0.00524284923449159,-0.00405400060117245,-0.000639512087218463
"7",-0.000199563903152011,0.00267849210649729,-0.00312434486113489,-0.00133798748720437,-0.00361035903915763,0.00346609856933355,0.000198881214600988,-0.00213253777474165,0.000238498192629777,-0.00067262357333675
"8",0.00762106105685234,-0.000868732982780784,0.00263535603880882,0.0053147105500102,-0.00413688970729709,-0.00316339964047074,-0.00273229111917317,-0.00974681694060564,0.00308032124303281,0.000197296860278584
"9",0.00106243812479079,-0.000524430884979665,0.000357526005245745,-0.0015681927325204,0.00318209314718843,0.00160212081391364,-0.00326724909245968,0.00092912872787565,-0.00125807069707662,-0.000788259436376393
"10",-0.00163620873354375,0.000325007393257692,-0.00304436055012047,0.00765501894056797,-0.00655436655506492,0.000905606895685196,-0.000583840010222048,-0.00843728892505169,0.00230998662300408,0.00252782739698887
"11",0.00116313598118722,0.00390375847928226,-0.00531348772346973,0.000671578978653997,-0.00177830213215202,0.000102934791357256,0.00146484235301614,-0.00149624806363136,-0.0011129870545119,-0.00122722738888115
"12",0.00158889591693878,0.00229209405370057,-0.0015769125893712,-0.00168667931575328,0.00257030082866549,0.00136590108741075,-0.00736595131456852,0.0047377017326653,-0.00186658778693527,0.00609478447586298
"13",-0.00267543992958963,0.000139896525070071,0.0019350613001734,0.00232486892491579,-0.000681439996697009,-0.000556710117962211,0.000566853501368314,0.000909333932213485,0.000751358456909657,-0.00146313046570867
"14",-0.00205456069670618,0.00382279581390321,0.00172995589673519,-0.00180765707045794,0.00473484443500638,0.00350473751313984,0.00196368084289134,-0.00133579922839999,-0.00189655437134206,0.00293961307033896
"15",-0.00129553070291877,-0.000812297570519149,-0.00483966991305351,-0.00912653375416994,-0.00157191813923419,0.000548203126527369,-0.00108510884456336,-0.000199131987756118,0.00304397684521973,-0.00137216120492667
"16",-0.000825348775833845,0.00350315659306943,-0.00162707676645368,-0.00178669847082347,-0.00283213797956705,-0.00420989701524377,0.000225142677663825,-0.00838142260909081,-0.00434137275442481,0.00231801997870207
"17",-0.000490765611175448,-0.000619055062998086,-0.000299476319923997,0.00147377804387361,-0.000140518983243965,0.00741036143153906,-0.00468437187373638,-0.00028207543073222,-0.00142382993362844,-0.00139265193138272
"18",0.000123883743071929,0.000813118647783995,0.00260904827155173,-0.00289828050881624,-0.00250261416658759,-0.00360207492485642,0.000540845096111298,-0.00718033639714122,-0.00312106916680932,0.00198466773144901
"19",0.0022024589125067,-0.00236087292432785,-0.00151026179082692,0.012302678078413,0.00439419643953443,0.00162813882343471,0.000611877418123186,0.00142783555202186,-0.00167322088964283,0.00422342028468847
"20",-0.000620032311417162,0.00667941011488438,-0.00028166759875603,-0.0134755140170455,-0.0053794109262526,-0.00226982589811087,0.0038194926455617,0.000476704677566886,-0.00506913056597114,-9.67898013186641e-05
"21",0.00102897023316473,0.00390033447183669,-0.000731338048353791,-0.00447669625282288,-0.00359480967745185,0.0029968973249197,0.00182850763667375,0.00166677427478135,-0.000877670594491065,0.00367689970880747
