"","VZ","HD","AA","BA","AXP","RTX","MMM","DD","MDLZ","TRV"
"1",-0.00196182285435498,-0.00460447184741497,0.015501482412219,0.00528262602165341,-0.0101876948028803,0.00136726896744221,0.00100879068486392,-0.00697443634271622,0.00214953208342195,-0.00998102035373449
"2",-0.00149291870184243,-0.00237265974283218,-0.00547189731150866,-0.00240920041687787,0.00564566813409328,-0.0111434012651443,-0.00580467097461224,-0.00384580320678651,0.00480758678168058,-0.00711754988878965
"3",-0.0028822566382587,0.00302986381575465,-0.00969817768782377,-0.00715398136526346,-6.47035558358766e-05,0.0110692968592048,0.00523032993078232,0.0149876065552235,-0.00259968754835427,-0.00789423193782568
"4",-0.00608968129381537,-0.000714002875611186,-0.00164545758161694,-0.00227536237798631,0.0144115248695016,-0.00146145338658243,-0.00111633411142975,-0.00357057224027812,-0.00147380516864359,-0.00476078223437071
"5",-0.00167133915238082,0.00235973834060133,0.00514960289001465,0.00256180483847857,0.000108801854366902,-0.000180846778675914,-0.000514467246830463,-0.0100958533585072,-0.00340072740800679,-0.00596099672839046
"6",-0.00073288771091029,0.00226092082448304,0.0131544349715114,0.00100897217635065,-0.00122962414752692,-0.00296353921294212,0.0011940891854465,-0.00405545812100172,-0.00328882923349738,-0.000179690905497409
"7",0.00248082005418837,0.00408870074898005,-0.0015666107647121,0.00322911329567432,0.00845508277416229,-0.00345099857077003,-0.000448976119514555,-0.00864249840378761,-0.000741477822884917,-0.0202409867197275
"8",0.000487618817714974,0.00116299255751073,-0.00246070930734277,-0.000407655257731676,-0.0049445373006165,0.00125932833179832,-0.00268427678383887,0.00879762321710587,-0.000497741915751249,-0.00379722751677036
"9",0.000983203528448939,0.00175785948522389,-0.00413700705394149,0.00200029439292848,0.0157068744301796,0.0027363256085664,-0.00453605456277728,0.00720198452472687,0.000150450548972003,-0.0141350356861949
"10",-0.000113167174276896,-0.00409443816170096,-0.00307929515838623,-0.00366494688205421,-0.00598231889307499,0.0047781802713871,0.00293002068065107,-0.00842884741723537,-0.00066963053541258,-0.0129718873649836
"11",-0.00642238836735487,0.00195896648801863,-0.0132459159940481,-0.000183836556971073,-0.000647933746222407,0.00299501395784318,-0.00313038309104741,-0.00404505105689168,-0.000236245890846476,0.000557309424038976
"12",-0.00677618430927396,-0.000962364720180631,0.000379118631826714,0.000848330848384649,-0.00137640198227018,0.00384011305868626,-0.000927606539335102,-0.00324207777157426,7.89693422120763e-06,-0.00664643896743655
"13",-0.00431856093928218,0.00607695477083325,-0.00126573687884957,-0.00380779802799225,0.00322468113154173,-0.00885045155882835,-0.00865049753338099,0.0022358326241374,0.00328422687016428,-0.00803501158952713
"14",-0.0112442756071687,0.00231038918718696,0.00118541717529297,-0.000915217853616923,-0.000533798069227487,0.00173023296520114,0.000588563911151141,0.0138486539945006,0.00252859736792743,0.00135183276142925
"15",-0.0123440939933062,-0.000711140339262784,-0.00530465506017208,-0.00218032556585968,0.00538348918780684,0.00180634658318013,-0.00177982018794864,-0.00658416328951716,0.00283307349309325,-0.000376304291421548
"16",0.00187706737779081,0.000980757991783321,-0.0110732512548566,0.00265925494022667,0.00882613286375999,0.00150903046596795,-0.00442244857549667,0.00641957670450211,0.00106960628181696,-0.0150847313925624
"17",0.00227278820239007,0.00761793134734035,0.00597126362845302,-0.0079710278660059,-0.00154729234054685,-0.00355189293622971,-0.00254851975478232,0.000297098187729716,-0.00286177196539938,-0.00817110762000084
"18",0.000566457281820476,0.00409247819334269,0.0093454048037529,0.000408588850405067,0.00417132442817092,0.00465508503839374,0.00168357195798308,-0.00363687542267144,-0.00176828436087817,0.00382472109049559
"19",0.0021127809304744,-0.000343786348821595,0.00594636891037226,0.000979076721705496,-0.00264185853302479,-0.00454746233299375,0.00158550497144461,0.00737216603010893,-0.00355959800072014,-0.00286480574868619
"20",0.00289063411764801,-0.00279099820181727,0.00781422667205334,-0.00203603925183415,0.00373303890228271,-0.00240763113833964,-0.00398871349170804,-0.00369413080625236,0.0016908748075366,-0.00365175446495414
"21",-0.00384874059818685,0.00187610986176878,-0.00234007090330124,-0.0032050646841526,0.00271659228019416,-0.00195548543706536,-0.00465637817978859,-0.00953016523271799,-0.00138378830160946,0.00312565616331995
