"","VZ","HD","AXP","BA","AA","RTX","MMM","DD","MDLZ","TRV"
"1",0.00469927536323667,-0.0036561677698046,-0.00257582869380713,-0.0122899254783988,-0.00912581570446491,0.00564252259209752,-0.0033074573148042,0.00341926468536258,-0.00133990671020001,-0.00218105129897594
"2",-0.000593793054576963,0.00237341923639178,-0.00657489523291588,-0.00391248567029834,0.00532280188053846,0.0100255934521556,0.00160835427232087,0.00695493910461664,0.00206777639687061,-0.00222887750715017
"3",0.0044745709747076,0.00460205040872097,-0.00233695888891816,0.0284333489835262,0.00663272012025118,-0.000520790403243154,0.00228249817155302,0.00799875054508448,0.00148225657176226,-0.00514448806643486
"4",-0.00645396672189236,0.00521299196407199,0.00193216407205909,-0.00204309681430459,0.00361894979141653,0.00177805474959314,-0.000288566341623664,0.0243717413395643,-0.0029621203429997,0.00713091949000955
"5",-0.00222309003584087,0.000804699549917132,0.00329964002594352,-0.005641077645123,0.00437636859714985,-0.00843282975256443,0.00149543234147131,-0.0114768883213401,-0.00432850141078234,0.00186750770080835
"6",-0.000898742058780044,0.00167184567544609,0.00592310400679708,0.00828160997480154,-0.00315777119249105,-0.00424745585769415,-0.00652636773884296,0.0284604225307703,0.00160728197079152,-0.00118486292194575
"7",-0.00733050052076578,-0.00123960920609534,-0.00838428735733032,-0.000172306012245826,-0.0234298948198557,0.00639634300023317,0.00283550261519849,0.00906428042799234,0.00088366970885545,-0.00486009661108255
"8",0.00262267817743123,-0.00173372135031968,0.00699789123609662,0.00411315448582172,0.00187605165410787,0.00332200014963746,-0.0147923827171326,-0.00128633540589362,-0.00224011787213385,-0.00850530434399843
"9",0.000819684530142695,-0.00175450032111257,-0.00397404003888369,0.018520375713706,-0.013778779655695,-0.00581835862249136,0.00370240933261812,0.00018849057960324,-0.000998495146632195,-0.0144140794873238
"10",0.00335707259364426,0.0089937737211585,-0.00403891876339912,0.011206935159862,0.004535804502666,0.00417126342654228,0.00542027503252029,0.00539935100823641,-0.00129777344409376,0.00471472414210439
"11",0.00511202681809664,-8.20117784314789e-05,-0.00209575053304434,-0.0106088342145085,0.0175455305725336,-3.62170831067488e-05,0.00439985375851393,-0.0164748299866915,-0.00153016857802868,0.00274137803353369
"12",-1.62339048870308e-07,0.00511574884876609,0.00112825504038483,-0.0121205002069473,-0.00331055372953415,-0.00765457935631275,0.000796542502939701,0.0207529906183481,-0.00617494760081172,0.000926413165871054
"13",-0.0013743614545092,0.00217424356378615,0.00903561804443598,0.00248656678013504,0.00379187916405499,0.00161551940254867,0.00408529443666339,0.00353748281486332,-0.0010461884085089,-0.00325839407742023
"14",-0.00762685481458902,0.00593524659052491,-0.000739689567126334,-0.00319247250445187,-0.0076847393065691,0.00368459103628993,0.00260666199028492,0.000341301900334656,-0.00291872699744999,0.00545452535152435
"15",-0.00390529818832874,0.00396727537736297,0.00552720110863447,0.00441576633602381,0.00541149685159326,0.000221566660911776,0.00614555273205042,-0.0127775464206934,0.00361433136276901,0.00300001725554466
"16",-0.00505219027400017,0.00216753245331347,-0.00533837871626019,-0.0069461315870285,0.000431589112849906,-0.00280773593112826,0.000678643875289708,-0.00541528780013323,0.000885073211975396,-0.00903713796287775
"17",-0.00476254476234317,-0.00231610611081123,-0.00434197951108217,-0.00168860226403922,-0.00430256873369217,0.00621425081044436,-0.00390591821633279,0.00702454801648855,0.00177855149377137,0.0134592186659575
"18",-0.00179911719169468,-0.00241417158395052,0.00425347266718745,-0.00191127450671047,0.00154396949801594,-0.0010224498109892,-0.00957774929702282,0.00272530363872647,0.00269481632858515,-0.00236208713613451
"19",-0.00105399847961962,0.00475393980741501,-0.00668102130293846,0.00315041746944189,-0.00229444727301598,-0.00407413812354207,-0.00773961003869772,-0.00466891983523965,0.00183117447886616,-0.0127257257699966
"20",0.0059653501957655,-0.00653464160859585,-0.000130974032799713,-0.00562294712290168,0.00241574179381132,0.00105806416831911,0.004474853631109,0.00645018694922328,-0.000605969922617078,0.000342539889970794
"21",0.00321615324355662,0.000150824431329966,0.00311528169550002,-0.00277940835803747,-0.00863395445048809,-0.000601000676397234,-0.00232838420197368,0.00188750098459423,0.00261979759670794,0.00253387074917555
