"","KO","T","VZ","MCD","RTX","MMM","HON","DD","MO"
"1",-0.00159835978411138,0.00090348650701344,-0.00222534965723753,-0.00515186646953225,0.00118163228034973,0.000108119362266734,-0.000131683234940283,0.0023143133148551,-0.00238464889116585
"2",0.00207759719341993,-0.00272797653451562,-0.00819582026451826,-0.00630451319739223,0.000926530279684812,0.0121641159057617,0.00208218046464026,0.0117580061778426,0.00390551961027086
"3",-0.00319691328331828,-0.00650083320215344,0.00306409294717014,-0.00378168420866132,0.0016606590943411,0.00102681631688029,-0.00836419127881527,-0.00841121096163988,-0.00893554650247097
"4",0.000560302520170808,-0.00398950045928359,0.00386934517882764,-0.00478019565343857,-0.0021866022143513,0.00229576998390257,-0.00344657548703253,-0.000335211167111993,-0.00402022432535887
"5",-0.001690260367468,0.00234442669898272,0.000536507403012365,0.0050910054706037,-0.00270115747116506,0.00382177601568401,-0.000182181465788744,0.00675029121339321,-0.00415707100182772
"6",-0.00107476103585213,-0.0100794527679682,0.000651990820188075,0.00325007690116763,-0.00361301796510816,0.00164054450578988,0.00531117944046855,0.0138051994144917,0.00321462797001004
"7",-0.00204314780421555,0.00121164554730058,-0.00511451717466116,0.00333089381456375,0.00104484823532403,-0.000704905076418072,0.00551928486675024,-0.00985822081565857,-0.00156955246347934
"8",0.000932663504499942,0.00318895117379725,0.00501321023330092,0.00292738247662783,-0.00159831112250686,0.00198479322716594,0.00272077065892518,0.000737622962333262,-0.00277576758526266
"9",-0.000100357334304135,-0.000379410106688738,-0.00029501729295589,0.0056028226390481,0.000640748359728605,0.00222203647717834,0.00638998579233885,-0.0104291755706072,0.00614795088768005
"10",-0.00251179095357656,0.00596125423908234,-0.0022784483153373,0.00296719884499907,0.00611855229362845,0.00198192172683775,0.00569505244493484,-0.00256029609590769,-0.000308183109154925
"11",0.000762447598390281,0.00464533129706979,0.00594465667381883,0.00722742220386863,0.00320382253266871,-0.00192196422722191,0.00132113636936992,-0.0129191251471639,0.00168506556656212
"12",0.00189941213466227,-0.00185913813766092,0.00177873193752021,0.00168395962100476,0.00138985959347337,0.00088488293113187,-0.00149836961645633,0.00334332650527358,0.00386063032783568
"13",-0.000109599488496315,-0.00243497313931584,0.000865812122356147,0.000104121128970291,0.00386323197744787,-0.00259927753359079,0.00323753035627306,-0.00703204935416579,0.000742144184187055
"14",-8.01314381533302e-05,0.00139635952655226,-0.00139815802685916,0.00217100069858134,0.00443733064457774,-0.000668222201056778,-0.00471009872853756,0.00476218992844224,0.00200817943550646
"15",-0.000389294873457402,-0.00166442303452641,-5.97257603658363e-05,-0.00602793274447322,0.00440846337005496,0.000578462495468557,-0.00334574887529016,0.0040924996137619,0.00411877315491438
"16",0.00047884468222037,-0.0014350371202454,0.00437814276665449,-0.00378268747590482,0.0019496320746839,-0.00116267381235957,-0.00159918051213026,0.0122591378167272,-0.000829382101073861
"17",-0.000109834269096609,0.00526095367968082,-0.00210405071265996,-0.00140051275957376,0.00496709300205112,0.000332714756950736,-0.00105886533856392,-0.0146496323868632,-0.00281480350531638
"18",-0.000326311681419611,0.00970848742872477,0.00614917930215597,-0.00389677076600492,-0.000394332542782649,-4.65075172542129e-05,-0.00250906473957002,0.00407335674390197,0.00563988694921136
"19",-0.00135107280220836,0.00357934390194714,0.00159506697673351,0.00834055338054895,0.00260089174844325,-0.000210264348424971,-0.00146517518442124,0.00930002424865961,0.00216768402606249
"20",0.000932170602027327,0.00349268829450011,0.00594648020341992,0.00268528377637267,-0.0045637683942914,0.000322719395626336,0.00614190381020308,-0.00422681961208582,-0.0010819163871929
"21",-0.00115011411253363,0.00532830180600286,0.00159272726159543,0.00399185391142964,0.00650818599388003,0.000817456748336554,0.00408975873142481,-0.00612545479089022,0.00425138091668487
