"","CAT","IBM","MCD","AMGN","HON","AXP","MMM","WBA","DOW","TRV"
"1",0.00278182071633637,0.00539844715967774,-0.00640508020296693,-0.00684576714411378,-0.00705203972756863,0.00193906750064343,-0.00571068609133363,0.0210084449499846,-0.0145312715321779,0.00123173557221889
"2",-0.0175142735242844,-0.00199770857580006,-0.00268567679449916,-0.00833322200924158,0.00648813089355826,0.0149534158408642,0.00485079642385244,-0.00911155343055725,0.0137442722916603,-0.0030979192815721
"3",0.00378307094797492,-0.00131120323203504,0.00462562264874578,0.00973363779485226,0.00238783354870975,0.000643606414087117,-0.00405692029744387,0.00167884898837656,0.0101789049804211,0.00183832552284002
"4",-0.000905136112123728,0.000417270377511159,0.000237247077166103,-0.00351937743835151,0.000180296759936027,0.00221478659659624,0.00529602542519569,0.00305139180272818,-0.00643836986273527,0.00239328108727932
"5",-0.00557488342747092,-0.00763105135411024,0.00398483872413635,2.04405496333493e-05,0.00448886817321181,-0.0107286712154746,-0.0032089005690068,0.00247445912100375,0.0113753722980618,-0.00364566035568714
"6",-0.00121373787987977,-0.00233242264948785,0.00276998523622751,-0.00543150119483471,0.00168692751321942,0.00552531518042088,0.00189201300963759,0.00550850015133619,0.000158355251187459,0.00327403540723026
"7",-0.00307657825760543,-0.00124581763520837,-0.00354688824154437,0.0118297254666686,-0.00388211337849498,-0.00149181054439396,0.00219751847907901,0.00377153302542865,0.00339065212756395,0.00552280060946941
"8",-0.00270107062533498,0.00727507984265685,0.00289382156915963,-0.00181661895476282,-0.00633325008675456,-0.000291429052595049,-0.00626525934785604,8.33628146210685e-05,0.00218920898623765,-0.00899161119014025
"9",-0.00773522024974227,0.00192153453826904,-0.000148771272506565,-0.00726131116971374,0.00494265602901578,-0.00357523700222373,-0.000830487697385252,0.0143318409100175,-0.0160034783184528,0.0123574361205101
"10",0.0120873199775815,-0.00958013627678156,0.00219467515125871,-0.00308237480930984,-0.00656563229858875,0.00103898602537811,-0.0011273353593424,0.0128398230299354,0.000576566904783249,-0.00691441679373384
"11",-0.0029863694217056,0.00110081618186086,0.00342159601859748,-0.00147197919432074,-0.0126993525773287,-0.00472680106759071,-0.000160195893840864,0.00472841178998351,-0.00583960907533765,0.0028482957277447
"12",-0.00276749162003398,0.00337069598026574,0.0013344984035939,0.00154978060163558,-0.00221627205610275,0.0101182460784912,0.00596452644094825,-0.00274312123656273,-0.0236602611839771,-0.00199179048649967
"13",0.00220599817112088,-0.00152128958143294,-0.0055861733853817,-0.00613212212920189,-0.000712009496055543,-0.0090403500944376,-0.00730176502838731,-0.00474631879478693,0.00769435148686171,-0.00492862472310662
"14",0.00128824659623206,0.00457288138568401,0.0025249938480556,-0.00566183542832732,-0.00204743561334908,7.43679993320256e-05,-0.00393375335261226,-0.00958947464823723,-0.00436017848551273,-0.00144138070754707
"15",0.000568818592000753,0.00511495675891638,-0.000437207520008087,-0.00709985941648483,0.00162788724992424,-0.00421311287209392,-0.00188508571591228,-0.00530872633680701,-0.00365195679478347,-0.0101447952911258
"16",0.00601271819323301,-0.00140727730467916,0.00379513669759035,0.00285473046824336,0.000462934985989705,0.00363879092037678,0.0019881350453943,-0.00511154206469655,0.0025402526371181,-0.000666607869789004
"17",0.00123600475490093,-0.0114939128980041,0.000594163371715695,0.00429175980389118,0.00136492610909045,-0.00279026431962848,-0.0159276183694601,-0.00429936731234193,-0.00737264007329941,-0.00361699261702597
"18",-0.00562780583277345,-0.00184364418964833,-0.00113386486191303,0.000604408211074769,0.00196741172112525,-0.00150590692646801,-0.00862411316484213,-0.00243615685030818,-0.00694408547133207,-0.00341446441598237
"19",0.0018156033474952,-0.00172744004521519,-0.00291696959175169,-0.00228758598677814,0.00209836545400321,-0.00661741709336638,-0.00726312818005681,-0.00304571422748268,-0.0128788370639086,0.00114173151087016
"20",-0.00406172452494502,0.000757190864533186,-0.000692575064022094,0.00359424692578614,0.00528668565675616,-0.00648110127076507,-0.00737501541152596,-0.00581849925220013,-0.0185062997043133,-0.0107820704579353
"21",-0.00789598282426596,0.00357574154622853,0.000278951687505469,0.0092596523463726,0.00326192798092961,-0.00300633953884244,-0.00426447996869683,-0.00228998134844005,-0.0029415600001812,-0.00481224665418267
