"","MRK","CAT","BA","T","RTX","VZ","MMM","DD","MDLZ"
"1",0.0147981680929661,-0.0372722074389458,0.013032634742558,-0.0109478738158941,-0.00278432853519917,-0.00100234092678875,0.0265820529311895,-0.0156733654439449,0.00523228943347931
"2",0.0129942493513227,-0.00715761305764318,-0.00371534144505858,-0.014944669790566,-0.00617592595517635,-0.0168361943215132,-0.0191629640758038,-0.019881809130311,-0.0161427929997444
"3",-0.00445029139518738,-0.00401304150000215,-0.00983205065131187,-0.00216437061317265,0.00442786002531648,0.00983426999300718,-0.000978940632194281,-0.0422629080712795,-0.0157179292291403
"4",-0.0106419594958425,0.00874052941799164,-0.00864172074943781,-0.00636159162968397,0.00417198613286018,-0.00114892877172679,-0.0218646768480539,-0.0214572884142399,0.00261455937288702
"5",0.000186240024049766,-0.000717846269253641,0.00101421819999814,-0.00533949816599488,-0.00216297106817365,0.00368121569044888,0.00286626257002354,-0.0535220950841904,-0.0088446382433176
"6",0.0279192309826612,-0.0018008773913607,-0.00172113080043346,-0.00341462041251361,-0.00844775140285492,-0.0212408620864153,-0.00905684474855661,-0.0147472061216831,-0.0154440440237522
"7",0.00865012127906084,-0.00535416090860963,0.00845716986805201,-0.00789958611130714,0.010148411616683,0.00728486943989992,0.0143499635159969,-0.0547004602849483,0.00515597127377987
"8",-0.0258259493857622,-0.0100676864385605,-0.0082478504627943,-0.00315539678558707,-0.00638211285695434,0.00177397404331714,-0.0151601992547512,-0.0517663210630417,0.00721722794696689
"9",-0.0121980328112841,-0.00693203415721655,-0.000155532412463799,-0.00839749071747065,0.00376678328029811,0.00566864386200905,0.00867790915071964,-0.0620693080127239,0.00700430572032928
"10",-0.00331689673475921,0.000446657504653558,-0.00979742780327797,0.0125211663544178,0.00802669581025839,-0.00490350322797894,-0.0030187803786248,-0.0340081416070461,-0.0122103793546557
"11",0.00254090526141226,-0.00100987276528031,0.000186836245120503,0.0146509278565645,-0.00753639964386821,0.00316684669815004,0.00389674329198897,-0.101460427045822,-0.00422026822343469
"12",-0.00357508333399892,0.00877751596271992,0.00840073730796576,0.0102761508896947,0.00884183403104544,0.0109485536813736,-0.0216234233230352,-0.0391142144799232,0.00128369650337845
"13",-0.00675576878711581,-0.00389404781162739,0.00480314344167709,0.00915001984685659,-0.012273914180696,-0.00203500781208277,-0.000180564296897501,-0.0909051299095154,-0.00062240578699857
"14",0.00440896162763238,0.00497751869261265,0.00707829184830189,-0.0161359589546919,0.00510791037231684,-0.00434502027928829,0.000731713604182005,-0.00213714898563921,-0.00940277613699436
"15",0.00754654873162508,6.9157758844085e-06,0.00573975034058094,0.00175730499904603,-0.00268894503824413,-0.00689823925495148,0.0169627480208874,-0.0922103077173233,-0.00248384126462042
"16",0.00265363790094852,0.00496500125154853,-0.00273221894167364,-0.0148588232696056,-0.00432703923434019,-0.0101144863292575,-0.00959650799632072,0.021221736446023,0.00486319977790117
"17",-0.00419471226632595,-0.0107557820156217,0.00777251273393631,-0.00369437737390399,0.00477596325799823,-0.0085939047858119,0.00799866113811731,-0.0436250157654285,-0.00493603618815541
"18",-0.0108796572312713,-0.000145648387842812,0.00230176746845245,-0.00710834376513958,-0.00672039436176419,0.00462559051811695,-0.00340362545102835,-0.00298210815526545,0.000141461350722238
"19",-0.00558985956013203,-0.00268560741096735,-0.00486696697771549,-0.00733110215514898,-0.00366356805898249,0.000501064991112798,-0.0022887559607625,-0.0452205128967762,-0.00505738519132137
"20",-0.0138985728845,-0.00129640765953809,0.00396396731957793,-0.00577143533155322,-0.0080302907153964,0.000968844804447144,-0.00219940789975226,-0.00694166636094451,-0.0053834249265492
"21",-0.00789330247789621,-0.00299564911983907,-0.00480348151177168,-0.0124395415186882,-0.00665394309908152,-0.00111968046985567,-0.00618812302127481,-0.0123225431889296,-0.00355411181226373
