"","DIS","MCD","VZ","BA","T","RTX","MMM","DD","MDLZ","TRV"
"1",0.00226182909682393,-0.00874685682356358,0.00346508203074336,0.00720588210970163,0.0026332966517657,0.00645006075501442,-0.0022088005207479,-0.00115374487359077,0.000334665324771777,-0.0095659801736474
"2",0.0103461425751448,0.00110813742503524,0.00686040427535772,0.0108906729146838,0.00377383106388152,0.00381102715618908,-0.0129238832741976,-0.00142946513369679,0.00297940266318619,-0.000502876355312765
"3",0.00171186646912247,0.00362325715832412,0.00247453805059195,-0.00774711836129427,0.00781875569373369,0.000130082073155791,0.00101428257767111,0.00559309590607882,-0.0014210210647434,0.00968313775956631
"4",0.00451238919049501,0.00583532778546214,0.00778996059671044,-0.00308889849111438,-0.00266269454732537,-0.000951290654484183,0.00681354710832238,-0.00458575412631035,-0.00193813489750028,-0.00534642767161131
"5",0.00354870059527457,-0.000453070912044495,-0.00265185837633908,0.00108900421764702,0.00905946735292673,0.00450061541050673,0.00157234689686447,-0.000500452530104667,-0.00744395842775702,-0.00146771338768303
"6",0.000411900342442095,0.00578929018229246,-0.00379425170831382,-0.00147122330963612,0.0125649021938443,0.00136749597731978,0.0079793892800808,-0.00743308011442423,-0.004087851382792,9.33171395445243e-05
"7",3.18303718813695e-05,-0.0125228948891163,-0.00219608587212861,-0.00601479597389698,0.00224325596354902,-0.000670259178150445,0.00348838185891509,-0.0054914141073823,0.00420898571610451,0.00594565691426396
"8",-0.00854505691677332,-0.00855350401252508,-0.000737807538826019,0.00656228512525558,-0.00355309946462512,0.00585486041381955,-0.0039885388687253,0.0103694275021553,0.0101492395624518,0.00118808436673135
"9",-0.00727907894179225,-0.00207595806568861,-0.00133944244589657,0.0128004094585776,-0.013089157640934,0.0025265475269407,-0.00269101117737591,-0.000406745093641803,0.00239725923165679,0.00300457910634577
"10",-0.00482226302847266,-0.0101268421858549,0.00523285660892725,0.00277790380641818,0.000117307194159366,-0.00339282141067088,0.00291371368803084,0.0100602963939309,-0.000403923622798175,-0.00376372528262436
"11",0.00586025416851044,0.0031704967841506,0.00171463773585856,-0.0109846293926239,-0.00563733419403434,0.0059618866071105,-0.00297377374954522,-0.00686487415805459,-0.000497600354719907,0.00240859179757535
"12",-0.000867967726662755,-0.00211502914316952,0.00313215609639883,-0.00341026438400149,-0.0029804352670908,-0.000834858568850905,0.00622808188199997,-1.40978881972842e-05,0.00418104697018862,-0.00281372503377497
"13",-0.00026883915415965,0.00174362235702574,0.00600822968408465,-0.00506759854033589,0.00530761992558837,-0.0009039236465469,0.00384558667428792,0.000790268648415804,-0.00394221907481551,-0.00369618833065033
"14",0.00965804047882557,0.0107640381902456,0.00141714361961931,0.00343682826496661,0.00440524239093065,0.00420222710818052,0.00722811929881573,-0.000609010399784893,0.00113950471859425,0.00517377769574523
"15",-0.00084858201444149,0.000287292117718607,0.00449323700740933,0.00473784562200308,-0.000277904939139262,0.000866927090100944,0.00126291485503316,0.000656437536235899,0.0011920363176614,0.0063614696264267
"16",0.00103271217085421,-0.00436881324276328,0.00165030511561781,-0.0106221446767449,-0.00183495413511992,0.00103128387127072,0.000619720667600632,0.00629496667534113,0.000243982329266146,0.00220956886187196
"17",-0.00663028284907341,-0.00251913513056934,0.00714630866423249,0.00224457937292755,0.00201258808374405,0.00354030448943377,0.00828630570322275,0.00615897076204419,-0.0024001132696867,0.00530133722350001
"18",0.013677230104804,0.00547913042828441,0.00705220410600305,0.000361469341441989,0.0110840471461415,0.00224822806194425,0.000710439460817724,-0.00167934584897012,-0.00542334001511335,-0.00210166885517538
"19",-0.00343024195171893,0.0031778730917722,0.000166537734912708,0.00618884665891528,-0.00146496132947505,0.00163376773707569,0.00315385079011321,-0.00210233312100172,-0.000558440864551812,0.00177472934592515
"20",-0.00292754848487675,-0.00591337354853749,0.00820611882954836,0.00210459227673709,-0.00196392415091395,0.00353566627018154,0.00524986116215587,0.00238797022029757,-0.003044911660254,-0.000487287587020546
"21",0.00712475972250104,-0.00179475347977132,-0.000462062860606238,-0.00247686076909304,-0.00267344783060253,-0.00458969036117196,0.00297122495248914,0.00493508065119386,-0.00128714053425938,-0.000314068049192429
