"","HD","VZ","AXP","BA","RTX","AA","MMM","DD","MDLZ","TRV"
"1",-0.0093079786747694,0.004701042547822,-0.000814146362245083,0.01881411857903,0.00262810359708965,-0.0183614809066057,0.00283557595685124,-0.0127325700595975,-0.00228387117385864,-0.00126898707821965
"2",-0.00943626929074526,-0.00780876260250807,0.0179085154086351,-0.00111837824806571,-0.00946973636746407,0.00868476647883654,0.00142805173527449,0.00328038283623755,0.00598554266616702,0.00422092480584979
"3",-0.000282965309452266,-0.0072226133197546,0.00155329657718539,-0.00271224766038358,-0.000445651734480634,-0.000928974826820195,0.00472304504364729,0.0355362705886364,-0.00240348512306809,0.00740542728453875
"4",0.0109930066391826,-0.00221241358667612,-0.00207504257559776,-0.00257161841727793,-0.00609708577394485,-0.0128473518416286,0.00150805793236941,-0.00727784214541316,-0.00403715018182993,-0.00571859907358885
"5",-0.00771175138652325,0.00172810687217861,0.0115057164803147,-0.0230035465210676,-0.0113226622343063,-0.0146165229380131,-0.000162835378432646,0.00543480925261974,-0.00216475408524275,0.00713726133108139
"6",0.0158580485731363,-0.00484495237469673,0.000936721626203507,0.00390465860255063,-0.00424900185316801,-0.0103229330852628,0.00160145363770425,-0.00639710249379277,0.0150050688534975,0.000919687619898468
"7",0.000785457377787679,-0.00235186750069261,0.00500558689236641,-0.00240712729282677,-0.00388049427419901,0.00136336032301188,-0.00293341791257262,-0.0153930718079209,-0.0193787701427937,-0.00461658788844943
"8",-0.00136264006141573,-0.00162158301100135,-0.0111582586541772,-0.00560240400955081,-0.000319290178595111,0.002748355967924,-0.00105878442991525,-0.011521072126925,0.00513605866581202,0.0114021366462111
"9",0.00822724774479866,-0.000691557652316988,0.0043538142926991,0.00269125681370497,0.00374940177425742,-0.000754892942495644,-0.000321577215800062,0.000337192788720131,0.00344731309451163,-0.00135081366170198
"10",0.00299333105795085,0.00581954605877399,-0.00640423456206918,0.00110350537579507,-0.00604634685441852,-0.00988177303224802,-0.0059300297871232,-0.00958922877907753,0.0043218806385994,0.00687685655429959
"11",-0.004810587503016,0.00851596426218748,-0.0178318675607443,-0.00123803538735956,-0.00637496262788773,-0.0255728494375944,-0.00602243328467011,0.00832201167941093,0.00468326220288873,0.00832643546164036
"12",-0.000528504839166999,0.00585841201245785,0.0161474198102951,0.0139340423047543,-0.00790039449930191,-0.00430990802124143,0.000191052778973244,0.0025311722420156,0.00172136223409325,-0.00535978516563773
"13",-0.00453076185658574,-0.00475851679220796,-0.0114098638296127,-0.00270800292491913,-0.0130034228786826,-0.00685806479305029,-0.0010110781295225,0.000804102455731481,-0.000520973349921405,0.011166381649673
"14",-0.0120205525308847,-0.00381462089717388,0.00944391917437315,-0.00160394760314375,-0.00890032388269901,0.00686043733730912,-0.00109901954419911,0.00117887114174664,0.00422654626891017,-0.00622410653159022
"15",0.00674869492650032,-0.000516200321726501,-0.00514612859115005,-0.0121573796495795,-0.00821785349398851,-0.00237391493283212,-0.00243010395206511,0.000371532281860709,0.000430846004746854,0.00230913562700152
"16",-0.00386736798100173,-0.00131201604381204,0.000910466536879539,-0.00602165423333645,-0.00759008480235934,0.00370809808373451,-0.00961457006633282,-0.0111198564991355,-0.00178672326728702,0.00782829336822033
"17",0.00042929922346957,-0.00649291835725307,0.00440224027261138,0.00471857562661171,-0.00547790573909879,-0.00144765188451856,-0.000690307235345244,-0.0121230352669954,-0.00702951988205314,-0.00270237075164914
"18",0.010956116952002,-0.00482285441830754,0.00100954005029052,-0.000854632759001106,-0.0060748509131372,0.00221564550884068,-0.00276641850359738,-0.00593403726816177,-0.00516057899221778,0.0130632407963276
"19",-0.00298984558321536,0.0033061362337321,0.00307677686214447,-0.00326744024641812,-0.0102192321792245,-0.00682670809328556,-0.0066411797888577,-0.0165239851921797,-0.00300629157572985,-0.00324651505798101
"20",0.00280545698478818,0.00141388061456382,0.00183013244532049,-0.00413564965128899,-0.00500254752114415,-0.00500787422060966,-0.000226463002036326,0.0022739905398339,0.00114882702473551,-0.00178273441269994
"21",-0.00702868727967143,0.00615036487579346,0.00322214141488075,-0.00378687772899866,-0.0100875217467546,-0.0177652630954981,-0.00841053761541843,0.00551292626187205,0.003160135820508,0.00991990230977535
