"","IBM","MCD","DD","RTX","NKE","KO","MMM","WBA","AXP","TRV"
"1",-0.00432117562741041,0.010652638040483,0.0341673754155636,-0.00707572605460882,-0.00260890810750425,0.00887908320873976,0.0132163381204009,-0.000802014954388142,0.0119024133309722,-7.86607342888601e-05
"2",0.000534017395693809,0.032564215362072,0.00707078073173761,0.00763549888506532,0.0317298658192158,0.00163576100021601,-0.00411067670211196,-0.00329404789954424,0.00775044551119208,0.00367430760525167
"3",-0.00473508704453707,-0.00499345222488046,-0.0142731266096234,0.010410632006824,-0.00922288279980421,-0.00560479983687401,0.00199541915208101,0.00615173811092973,-0.00509707489982247,-0.00185050931759179
"4",-0.00239915447309613,-0.00550504215061665,0.00257717492058873,0.00226245541125536,-0.00497980928048491,0.0020013430621475,-0.00611755857244134,0.00413811253383756,0.00619739945977926,-0.00629546958953142
"5",-0.0040823994204402,-0.00239339075051248,-0.016831960529089,-0.0173840168863535,-0.00416396604850888,0.00655939802527428,-0.00437563797459006,0.0255218893289566,0.00403231335803866,-0.00945959892123938
"6",-0.00466783950105309,0.00208977307192981,-0.00566254928708076,0.00406876765191555,-0.0188534781336784,-0.00128842040430754,-0.00934253539890051,0.0189450103789568,0.00729171885177493,-0.00395028386265039
"7",0.00293091312050819,-0.00151123164687306,0.000645480991806835,0.00528612080961466,0.0180837977677584,-0.00620177760720253,-0.01552773732692,-0.00116537406574935,-0.00379628478549421,-0.000189322920050472
"8",-0.0203230679035187,-0.00107278791256249,-0.0082873422652483,0.0107406098395586,-0.0212967731058598,0.000530024582985789,-0.0119399726390839,-0.00274538993835449,7.36904912628233e-05,-0.0119736958295107
"9",-0.00231093936599791,-0.00345835112966597,0.00799405202269554,-0.0107635129243135,-0.00408879760652781,0.00182571995537728,-0.00222326023504138,0.00378051213920116,-0.00114932807628065,-0.00133212760556489
"10",0.00217636139132082,-0.00171115505509079,-0.00031432110699825,-0.00327812065370381,-0.00708656432107091,-0.00380838080309331,0.00505760591477156,0.0074719013646245,0.00345117715187371,-0.00223017809912562
"11",9.19252051971853e-05,0.0089434776455164,-0.00450460007414222,0.0052698589861393,0.0040928996168077,0.00172819453291595,-0.00188682624138892,7.68404715927318e-05,-0.00856546685099602,-0.00968840625137091
"12",0.00131446507293731,-0.00726682366803288,0.00187861814629287,0.0027999912854284,0.0072350837290287,-0.000421505828853697,-0.00181929476093501,-0.00336002698168159,-0.0100917387753725,-0.00626640114933252
"13",0.00708568841218948,0.000481131923152134,-0.00199110549874604,-0.00476386677473783,-0.0044363746419549,0.00108484167139977,0.00458063324913383,-0.00222076871432364,0.000139247204060666,0.000635804899502546
"14",0.00308548286557198,-0.00108011055272073,0.00292901741340756,0.0117969186976552,0.00416800007224083,-0.00437813764438033,-0.0164716169238091,0.00373429828323424,0.0011821542866528,-0.00535414088517427
"15",0.00215442292392254,0.00266992789693177,0.000452035019407049,0.00422396091744304,0.0143261132761836,-0.00253186514601111,0.000418408628320321,0.00741994613781571,0.00131815148051828,-0.00314734713174403
"16",-0.000132177257910371,-0.00300606014207006,0.00471888668835163,-0.000770433631259948,0.00815519038587809,-0.000625899294391274,0.00406061066314578,0.00848747603595257,0.00765586318448186,-0.00563562521710992
"17",-0.0033666156232357,-0.0038553683552891,-0.00757519993931055,0.00182085868436843,0.00254694418981671,-0.00255843461491168,0.000989247695542872,-0.00375511148013175,0.00146632629912347,-0.00229456159286201
"18",0.00144016125705093,-0.000576377671677619,-0.00848146062344313,-0.00594044104218483,-0.00101666955742985,0.00183055258821696,0.00831836648285389,0.00199107103981078,-0.00400612084195018,-0.0117847863584757
"19",0.00429305387660861,0.00380899826996028,0.00363958603702486,0.00567579129710793,-0.00826123263686895,-0.00396211072802544,0.0020408732816577,0.00476278364658356,-0.00515068788081408,-0.00247255177237093
"20",-0.00224432954564691,0.00532383006066084,-0.014487711712718,0.000239621949731372,-0.00284193665720522,0.000773810548707843,0.00794087257236242,0.0112719349563122,0.00181941338814795,-0.0151839293539524
"21",-0.00240200478583574,-0.00284215831197798,-0.00876465160399675,0.000576164165977389,0.00114772701635957,-0.000143388082506135,-0.00192757998593152,0.000316360121360049,0.00102907291147858,0.000816279964055866
