"","KO","T","MCD","VZ","RTX","MMM","HON","DD","MO"
"1",0.00420764600858092,0.00721343699842691,-0.0013141023227945,0.00364182866178453,0.00140783679671586,-0.00615422101691365,-0.00246661761775613,0.000970047432929277,-0.00208631972782314
"2",-0.00077478977618739,0.00554025266319513,0.000576176738832146,-0.00358764780685306,0.00216267863288522,0.000765739008784294,0.00866596028208733,-7.47298981877975e-05,0.000208891637157649
"3",0.0023802153300494,-0.00423179985955358,0.00531492056325078,0.00739415222778916,-0.00200462783686817,0.00354655436240137,-0.000430892687290907,0.00261943018995225,-0.00405956571921706
"4",0.00266821589320898,-0.00441841408610344,0.00430241320282221,0.000340066908393055,0.00472558988258243,-0.00131711782887578,-0.0015827453462407,-0.00559991504997015,0.000728397513739765
"5",0.00173238676507026,0.0118324151262641,0.0046364851295948,-0.000393770693335682,-0.00867440830916166,-0.00221664248965681,-0.00279301381669939,-0.00115871406160295,0.00889470987021923
"6",0.0039863558486104,-0.00278530945070088,0.00210992596112192,-0.00452463235706091,0.00231059594079852,0.00229137088172138,-0.00355477049015462,0.00671919481828809,0.00427952036261559
"7",0.00326962769031525,-0.0072336308658123,-0.00207603885792196,-0.00995719712227583,-0.00569671113044024,0.000640912912786007,-0.00316467508673668,-0.00710306130349636,-0.00215224456042051
"8",0.00434771040454507,-0.0087094297632575,-0.00263085914775729,0.00582397310063243,0.00237540132366121,-0.00724137388169765,0.00463159801438451,-0.00288399076089263,0.00246914569288492
"9",0.00288395513780415,0.00387427862733603,0.00304325134493411,-0.0047241891734302,0.0122122596949339,-0.00117184058763087,0.003204824635759,-0.0044610551558435,-0.00110293063335121
"10",0.000949195527937263,-0.00639809295535088,0.00110264937393367,-0.000113306035927963,0.00464001391083002,-0.00451693264767528,-0.001637396751903,0.00251639448106289,-0.00114590988960117
"11",0.0034849785733968,-0.00927696749567986,0.00348417181521654,-0.00087467092089355,0.00325764319859445,0.00389258353970945,0.00114278134424239,-0.0037628214340657,0.00779387401416898
"12",0.00351261487230659,0.0042390008457005,0.00405567232519388,0.000236777195823379,-0.00184416235424578,0.00345120904967189,0.00160829385276884,-0.00522491429001093,0.00583766959607601
"13",9.51139736571349e-05,-0.00258902763016522,0.0023558062966913,0.0014024245319888,0.00260910089127719,0.00231532356701791,0.000427358929300681,0.011400711722672,0.00434022443369031
"14",0.00396966096013784,-0.00350651796907187,0.00170635106042027,0.00935940537601709,0.00187019957229495,0.0069483732804656,0.00422875722870231,-0.000365707877790555,-0.00513286609202623
"15",0.00512159196659923,-4.48770188086201e-05,0.00323803257197142,0.00244274060241878,-0.00165935547556728,0.000806258118245751,0.00712593924254179,0.00235524284653366,-0.00186918047256768
"16",-0.00133772369008511,-0.00231308047659695,0.0022416093852371,-0.00228940881788731,-0.000751843850594014,-0.000312265532556921,0.00927118211984634,0.00316341826692224,-0.000968689622823149
"17",0.00167009443975985,-0.00260414532385767,0.00250911526381969,0.00696363113820553,-0.00848939642310143,-0.00019283828441985,0.000551690347492695,-7.80195332481526e-05,0.00326591194607317
"18",-0.00264170300215483,-0.00320721045136452,0.00375443114899099,0.0078833531588316,0.003990831784904,0.00241935788653791,-0.00202680286020041,0.0072590745985508,0.00380514748394489
"19",0.000910508388187736,-0.00615944527089596,0.00261758803389966,0.00520153483375907,-0.00281434808857739,0.000627149012871087,-0.000408048770623282,0.000956209609284997,0.00255086203105748
"20",0.00178898090962321,-0.00139848061371595,0.00407392578199506,0.00506821041926742,0.000134070243802853,-0.00391629571095109,-0.00136817246675491,0.00323690171353519,0.000666980282403529
"21",-0.00258580292575061,0.0013950924621895,0.00343242450617254,-0.00118893827311695,0.00621514348313212,-0.00142132490873337,0.00189845904242247,-0.00150611298158765,-0.00470650149509311
