"","MCD","AMGN","CAT","IBM","MMM","HON","AXP","DOW","WBA","TRV"
"1",-0.0011617875425145,-0.00600339053198695,0.00718632852658629,0.000581610074732453,-0.00607902929186821,-0.00341841648332775,0.00701759150251746,-0.00784592423588037,0.00265819230116904,0.00179289444349706
"2",-0.00558506418019533,-0.00208748620934784,0.00887674558907747,0.00193051819223911,-0.0119479577988386,-0.00530447904020548,-0.0251384023576975,0.00539835309609771,0.0157212018966675,-0.000911584123969078
"3",0.00296024489216506,-0.00101965281646699,0.0113659081980586,0.000515566091053188,-0.00859230197966099,-0.00635020947083831,0.00732305878773332,0.0060641379095614,0.0081415819004178,-0.0130132120102644
"4",-0.00201128725893795,-0.00199031713418663,0.00840882956981659,-0.00654278369620442,-0.00784471351653337,0.00091883452842012,0.00737316068261862,-0.00566462706774473,-0.00459368946030736,-0.0116318399086595
"5",0.0012357272207737,0.0030599667225033,-0.00488331215456128,-0.000697293609846383,-0.00740722473710775,0.00146724551450461,0.000918297562748194,-0.0123190665617585,0.00210653874091804,-0.00571616226807237
"6",-0.00398070411756635,-0.00606598984450102,-0.00706662470474839,-0.00347105180844665,-0.00161831395234913,0.00135061971377581,-0.00418745260685682,-0.00213060318492353,0.00709747616201639,0.00157282291911542
"7",-0.00662227021530271,-0.0109526300802827,-0.0368842035531998,0.000887644418980926,-0.0179825723171234,0.0019637793302536,-0.00119217252358794,-0.009839559905231,0.00601015705615282,-0.00450921757146716
"8",0.00016283497097902,0.00560183217749,-0.0132539318874478,0.00519481161609292,0.0168970692902803,0.000940312631428242,-0.000402583769755438,-0.00726839015260339,0.000740318093448877,-0.00630456116050482
"9",-0.00679217092692852,0.00348227401264012,-0.00996836088597775,-0.00366240367293358,-0.000231014084420167,-0.0025824042968452,-0.000603939930442721,0.00739322789013386,0.00109424733091146,0.00614588428288698
"10",-0.00486020976677537,-0.00727249914780259,-0.0186196714639664,-0.00127044331748039,-0.0127131845802069,-0.00516311870887876,0.0168646052479744,-0.0018182770581916,0.00485481228679419,-0.00259219482541084
"11",0.00312332483008504,-0.0002815012994688,-0.00813180766999722,-0.00109447911381721,-0.011403352022171,0.00568929873406887,0.00482214894145727,0.00966639816761017,0.00465447036549449,-0.00545547297224402
"12",-0.00363907311111689,0.00307608116418123,-0.0128212599083781,0.00413696421310306,0.00294990860857069,0.00709174666553736,-0.0102484114468098,0.000321584142511711,-0.00529307033866644,0.00722257560119033
"13",-0.00674743251875043,0.00609203521162271,-0.00365401012822986,-0.00567852985113859,0.000669696368277073,0.0109609663486481,-0.00211558328010142,0.00531816994771361,-0.00505914445966482,-0.000772563565988094
"14",-0.000800679787062109,0.000307509792037308,-0.028350593522191,0.00417125504463911,-0.0179195366799831,0.00437905639410019,0.00139595614746213,-0.00706666428595781,0.00646794121712446,0.00216338131576777
"15",0.00241458718664944,-0.00869570579379797,0.00541670341044664,0.00147633708547801,-0.00853492319583893,0.00884342473000288,-0.000177829046151601,0.00223908200860023,-0.000414587819250301,-0.00789322704076767
"16",-0.0106991408392787,0.00355919660069048,0.00467294547706842,0.00226788292638958,0.00541414553299546,0.00917808059602976,0.00724083743989468,-0.00546271726489067,-0.00162277079652995,-0.000297738617518917
"17",-0.00166396156419069,0.000196852299268357,0.00223481375724077,-0.00818742904812098,0.00294354348443449,0.00659708678722382,0.00459574162960052,0.00496853375807405,-0.0127250021323562,0.00462284497916698
"18",-0.00491967098787427,-0.0182539951056242,-0.00366866425611079,0.00347092654556036,-0.00417123036459088,-0.00126169400755316,0.00347743392921984,0.0132805202156305,-0.0113196643069386,-0.00624766619876027
"19",0.000367294793250039,-0.00133059546351433,0.00454808725044131,-0.00432956358417869,-0.00314493966288865,0.00946725346148014,-0.00144422496668994,0.00439793337136507,-0.000260442466242239,-0.00418664002791047
"20",-0.00435817474499345,0.00176074204500765,-0.00123602489475161,-0.0077734631486237,-0.0138095477595925,0.00140078191179782,0.0064012105576694,0.00948772858828306,0.00129843421746045,0.00597699359059334
"21",-0.000228196542593651,0.00739490380510688,0.00328434351831675,0.000783485767897218,-0.0131221208721399,-0.000242907932261005,0.00785892270505428,0.00365196750499308,-0.000894976314157248,0.00114138948265463
