"","HD","DIS","T","VZ","RTX","BA","DD","MMM","TRV","MDLZ"
"1",0.00387270073406398,-0.00594641873613,0.00129769975319505,-0.00220637116581202,-0.000334559823386371,0.0133138615638018,-0.0351119302213192,0.00394350383430719,0.00185530388262123,-0.00351052405312657
"2",0.0157931428402662,-0.00512045063078403,0.00283053587190807,-0.000254193262662739,0.00377868954092264,-0.000451306463219225,0.0121304513886571,0.00571603048592806,-0.000387794338166714,0.00108365586493164
"3",0.00743913929909468,-0.0023909043520689,0.00179990520700812,-0.000874922669027001,-0.0171919427812099,0.00102195353247225,0.0070854383520782,-0.00833722110837698,-0.00603611767292023,0.0028863709885627
"4",0.00902511365711689,0.00807054620236158,0.00705015612766147,-0.00291830417700112,-0.00365323899313807,0.0057499622926116,-0.0102081838995218,0.00718044862151146,-0.00592067884281278,0.0070330067537725
"5",-0.000463727919850498,-0.00521042943000793,0.000256881321547553,-0.00195934972725809,-0.00413738936185837,0.00163350161164999,0.00655575329437852,-0.00955549906939268,0.00610965583473444,-0.017986761406064
"6",0.00720196263864636,0.00844424590468407,-0.00307487300597131,0.00462163845077157,0.00424915412440896,0.00701846554875374,-0.0147849060595036,0.0074493745341897,0.0079212598502636,0.00592136010527611
"7",0.00178245711140335,-0.00287712877616286,0.00602855114266276,0.00420852564275265,-0.0131815224885941,0.00555850146338344,-0.0148357171565294,-0.00590807106345892,-0.00198672548867762,-0.00764465052634478
"8",0.0183337163180113,0.00956896878778934,-0.0103208357468247,-0.00105358299333602,-0.0147332344204187,0.0111196534708142,-0.0303386151790619,0.00244199740700424,-0.0059973900206387,-0.00208664429374039
"9",0.00115489505697042,0.000939126359298825,0.00151243153959513,0.00251469225622714,-0.00709996791556478,0.00273996451869607,0.0164032131433487,0.000741259835194796,-0.00372208212502301,0.00400175154209137
"10",0.00796470139175653,0.0111569603905082,-0.000386553729185835,-0.001491938252002,-0.0114386407658458,0.0203924067318439,-0.0088904919102788,0.00242406944744289,0.00157659105025232,0.00388423842377961
"11",0.00186319183558226,-0.00218678382225335,0.00125480873975903,0.00438139727339149,0.00757402740418911,0.0101655442267656,-0.0314645729959011,-0.00276999291963875,-0.00543710310012102,0.0086101284250617
"12",-0.0012639791239053,0.00466905441135168,0.00993134919553995,-0.00141536851879209,-0.0171150844544172,0.00240977667272091,-0.0527479872107506,0.00982369668781757,-0.00431494228541851,-0.00775219174101949
"13",0.0109352516010404,-0.00128917524125427,0.000281116575933993,0.00372542347759008,0.0115289371460676,0.0089344372972846,-0.0126761682331562,-0.00102162302937359,0.00616319943219423,-0.000849005940835923
"14",-0.00284762168303132,0.00136443506926298,0.00118465919513255,-0.00047455242020078,-0.0012312748003751,0.00764758931472898,-0.0255063902586699,0.00848638452589512,0.0016511493595317,-0.00673187058418989
"15",0.00625574728474021,-0.0135700050741434,0.00155655853450298,0.00251489668153226,0.010202276520431,0.00619689282029867,-0.0455911830067635,0.00414151698350906,5.00166788697243e-05,-0.00575605221092701
"16",-0.00190862105228007,0.00373643054626882,0.00902848038822412,-0.000309785013087094,-0.00388094992376864,0.00116198800969869,-0.0149111291393638,0.00503839133307338,-0.00758053362369537,-0.00195347634144127
"17",-0.00338992732577026,-0.00996183976531029,-0.000117435723950621,-0.00358436838723719,0.00127411796711385,0.00572673510760069,-0.0203153342008591,0.0105241760611534,-0.00795154552906752,0.00662586884573102
"18",0.00438184663653374,-0.00392231019213796,0.000270217715296894,0.00413756771013141,-0.00476679904386401,0.0078080827370286,-0.044306818395853,0.00587588176131248,0.00347407930530608,-0.00787367951124907
"19",0.000289159041130915,-0.00331587111577392,0.00155717693269253,0.000835852581076324,-0.00270126527175307,0.00635320320725441,-0.0354008786380291,-0.00137815647758543,0.00583864841610193,0.00278408103622496
"20",0.00166413094848394,-0.000995159265585244,0.00494563020765781,0.0101516600698233,0.00298107322305441,0.00215949560515583,-0.0134446443989873,7.23801858839579e-05,0.00364098115824163,0.000138447168865241
"21",-0.00467817904427648,0.0154148228466511,-0.00146201730240136,0.000955959258135408,0.000271996774245054,-0.00213787984102964,-0.0392340272665024,0.0013612350448966,-0.0058596720919013,-0.00209536869078875
