"","CAT","MCD","AXP","IBM","AMGN","HON","MMM","DOW","WBA","TRV"
"1",-0.0109280608594418,0.00185572821646929,0.0296080000698566,-0.00288939499296248,0.0151565112173557,0.00430978462100029,-0.0151457218453288,-0.00334702362306416,-0.00325522478669882,0.0041437684558332
"2",-0.00144787225872278,-0.012856843881309,0.013614191673696,0.00675871688872576,-0.00062226498266682,-0.00440332852303982,-0.00261580897495151,0.00640168180689216,-0.00710451696068048,0.00138752674683928
"3",0.0101431123912334,0.000319268030580133,-0.00209757965058088,-0.0153845036402345,-0.0105414828285575,0.00604068534448743,-0.0103644784539938,-0.00691376067698002,0.00671544205397367,-0.00180927861947566
"4",0.0278692226856947,0.00412476109340787,0.0195589102804661,0.00506000872701406,0.00758535042405128,-0.00295297149568796,0.00539766997098923,-0.00655368948355317,-0.0026588668115437,-0.0143233733251691
"5",0.00246997526846826,-0.00412000948563218,-0.00303187686949968,0.0144169852137566,-2.16949092646246e-06,-0.00958546809852123,0.00369154172949493,-0.0102477557957172,0.0067131333053112,0.000187104378710501
"6",0.00906294211745262,0.00991034042090178,0.00587521214038134,-0.0089125270023942,-0.00588264921680093,-0.00113626976963133,-0.00489963730797172,-0.0158584918826818,0.00504619488492608,0.00104044063482434
"7",0.013075178489089,-0.00610908959060907,0.00216193101368845,0.00422114925459027,-0.00905705988407135,0.000932219962123781,-0.00513494713231921,-0.00180891202762723,-0.00191703531891108,-0.00414837012067437
"8",-0.01243731752038,-0.00145660701673478,-0.00664763664826751,-0.00149724050424993,-0.00258005107752979,0.0062970551662147,-0.00414603902027011,0.000991837354376912,0.00762695819139481,-0.00113906431943178
"9",-0.0166904721409082,0.0116765964776278,-0.000188519086805172,-0.000837851141113788,0.00296486401930451,0.00523724732920527,-0.00280019245110452,-0.00825349055230618,-0.0121867712587118,-0.0044668223708868
"10",-0.000378061056835577,-0.00445576757192612,-0.00889843702316284,-0.00593515252694488,0.00740713905543089,-0.00199738261289895,-0.0154122253879905,-0.00380929885432124,0.00579514866694808,-0.0122915962710977
"11",-0.0135185793042183,0.000802517344709486,-0.00616375030949712,-0.000310474366415292,-0.0107121644541621,-0.00197554030455649,-0.00760629214346409,-0.00604454567655921,-0.0156315173953772,-0.00709181791171432
"12",-0.00948162842541933,-0.00197678920812905,-0.000160462994244881,0.00112352019641548,0.00785295758396387,-0.000646734028123319,-0.00373702216893435,-0.0061742290854454,0.00551567226648331,-0.00900872983038425
"13",0.0059141437523067,-0.00472714938223362,-0.00225978041999042,-0.0107834432274103,-0.00388450478203595,-0.00213385745882988,0.0037675064522773,-0.0135851567611098,-0.00213494151830673,-0.00570711772888899
"14",0.00162386219017208,-0.00137641106266528,-0.00449017342180014,-0.00776314036920667,-0.00532246381044388,-0.0041538211517036,-0.00368454866111279,-0.00747531559318304,-0.00393898459151387,-0.00563991954550147
"15",-0.00437804311513901,-0.00449798256158829,-0.0129422983154655,0.00288745854049921,-0.0126032726839185,-0.0038581162225455,-0.00419777119532228,-0.0136275440454483,-0.00457110768184066,-0.00217457860708237
"16",-0.00327921751886606,0.00170008582063019,-0.00192958232946694,-0.00113039813004434,-0.00082277093315497,0.00187660055235028,0.000113460650027264,-0.00075515522621572,-0.00357985822483897,-0.00670165242627263
"17",-0.00273774261586368,-0.00513806520029902,-0.00354737881571054,0.00123925390653312,0.00774544477462769,-0.00441661896184087,-0.00783559214323759,-0.01617088355124,-0.00785015430301428,-0.0129004595801234
"18",-0.00870452728122473,0.00476767588406801,-0.0113539574667811,0.00313568697310984,0.00201203161850572,-0.000608599802944809,-0.00655334163457155,-0.0025427658110857,-0.00169508601538837,-0.00901902839541435
"19",0.00030044955201447,-0.000279237836366519,-0.0103705516085029,0.00819084327667952,-0.0153649747371674,-0.000934786687139422,-0.00268900534138083,-0.0113950464874506,-0.00104784569703043,-0.0104995602741838
"20",0.00136041210498661,-0.00263624382205307,-0.00942808110266924,0.00386253348551691,0.000747022160794586,-0.00420172279700637,-0.00995962135493755,-0.0041830250993371,0.000909403839614242,-0.00994965992867947
"21",-0.0021135606803,-0.00340869184583426,-0.00146850035525858,0.0125993499532342,-0.00512109091505408,-0.00301370234228671,0.00432691304013133,-0.00134379556402564,5.55514488951303e-05,-0.00544586451724172
