"","MRK","MCD","NKE","DD","MMM","RTX","KO","WBA","AXP","TRV"
"1",0.000998209696263075,0.000430095184128731,0.0163365080952644,0.0103541733697057,0.000363883358659223,-0.00150726281572133,-0.00440348125994205,-0.00288636493496597,-0.00155820371583104,-0.00247134966775775
"2",-0.00207878556102514,0.00120801862794906,0.00989352725446224,0.0117127755656838,-0.00666176341474056,0.00449721049517393,-0.00211123772896826,-0.00673295371234417,0.00586663093417883,0.000346818269463256
"3",0.00611760653555393,0.00136796990409493,0.0108507955446839,-0.0139291202649474,-0.00551221007481217,0.00755386240780354,0.00759093975648284,-0.00565920537337661,0.007004389539361,-0.00416971230879426
"4",0.00236660335212946,-0.00426055025309324,0.0087265782058239,-0.00442337384447455,-0.00738360686227679,0.0094600347802043,-0.00221060845069587,0.00676188478246331,0.00616016145795584,0.00835454277694225
"5",0.000876731763128191,-0.00677971169352531,0.00436481414362788,0.00071641884278506,0.00138372159563005,-0.00699182832613587,-2.99525436275871e-05,-0.00446903519332409,-0.00141287443693727,0.000824591086711735
"6",0.000842270033899695,0.00322589301504195,0.00933586247265339,-0.0140571724623442,0.00360854971222579,0.000822648988105357,-0.000950288493186235,-0.00212283874861896,0.0094892093911767,0.001269067870453
"7",0.00419735303148627,-0.00789915956556797,0.00338888098485768,0.00134064326994121,0.00569850485771894,0.00138483254704624,-0.00241896719671786,-0.00221792585216463,0.0044113858602941,0.000171851803315803
"8",0.00769259827211499,0.00528504280373454,0.00223909295164049,0.00248487875796854,0.0127008045092225,0.00263643148355186,0.000384946819394827,0.00288148177787662,-0.00357769685797393,-0.003173514502123
"9",-0.00158630171790719,0.00468041561543941,0.00126252928748727,-0.00756545877084136,0.00575469853356481,0.00212133140303195,-0.00212434027343988,-0.00420368975028396,-0.000857267470564693,0.00530940387398005
"10",0.000380685727577657,0.000675424176733941,-0.00105304655153304,0.00895550195127726,0.00142762204632163,0.00938119739294052,0.00089062808547169,0.012700516730547,0.00416332809254527,0.000365963933290914
"11",-0.00171806558500975,0.00787737034261227,0.00618155300617218,-0.00308003975078464,-0.00058514584088698,0.00592488655820489,0.000599468941800296,-0.00434778537601233,0.00204066280275583,0.000667299318592995
"12",-0.0050786710344255,0.00452971691265702,-0.000779621012043208,0.00769514963030815,0.000480827817227691,0.00570062082260847,-0.000555311155039817,0.00162351643666625,-0.00283570610918105,-0.00527351954951882
"13",-0.00057984801242128,-0.00185950461309403,0.00620917975902557,-0.00617642095312476,0.00257424777373672,0.000324974418617785,0.000776779837906361,0.00836958363652229,-0.00292105716653168,0.00245588296093047
"14",-0.00170722499024123,0.00128659186884761,0.00401502288877964,0.00314253522083163,0.00646439054980874,-0.00118124112486839,-0.000957236508838832,-0.00263202073983848,-0.00152999511919916,-0.00403830222785473
"15",-0.00228487770073116,0.00720219407230616,0.00480678305029869,-0.00441700546070933,0.00238894391804934,0.00888269301503897,-0.0022122710943222,-0.000323162268614396,0.00284476578235626,0.0012699207291007
"16",-0.0069607337936759,-0.00287978956475854,0.00227474514394999,0.00374089856632054,0.00338458106853068,0.00472006574273109,-0.00169931305572391,0.000242667505517602,-0.00258630490861833,0.0026620461139828
"17",-0.0170419663190842,0.0036366144195199,0.00356858130544424,-0.00405580596998334,-0.00710181705653667,0.000189964324817993,-0.0012188081163913,0.00763678597286344,-0.00419963197782636,-0.00475430209189653
"18",-0.00961642991751432,0.000240335051785223,0.00428447686135769,0.00678533967584372,-0.000451104453532025,0.00469820806756616,-0.00209404015913606,0.00521291187033057,0.00521097611635923,0.00515008065849543
"19",-0.00628392677754164,-0.00126346095930785,0.00593498116359115,-0.00234050629660487,0.0125702144578099,0.00389115628786385,-0.00387173844501376,-0.000575903570279479,0.00236037373542786,0.00502265617251396
"20",0.00508312880992889,-0.00162501912564039,0.00207529729232192,-0.00142452004365623,0.00674058590084314,0.00220890832133591,0.00140603946056217,-0.00725557515397668,0.00313609302975237,0.00491232937201858
"21",0.0018511088564992,-0.000758676324039698,0.0116871073842049,-0.000626163324341178,-0.000150724808918312,-0.0033046908210963,-0.000724017038010061,0.0137375006452203,0.00244723120704293,0.00451406743377447
