"","MCD","UNH","KO","IBM","CAT","DD","RTX","AXP","MMM","TRV"
"1",-0.000174758621142246,-0.00200434005819261,0.00259147281758487,0.00789149850606918,0.00384158035740256,0.00209535635076463,0.00145454483572394,0.00363652058877051,-0.00123680243268609,-0.0134943397715688
"2",0.00234687211923301,0.0167569797486067,0.00124160584527999,-0.00726583227515221,-0.00252967257983983,0.00100756576284766,-0.00325950188562274,-0.00665451772511005,-3.15084325848147e-05,0.00502607179805636
"3",-0.00268489308655262,-0.000871250929776579,0.00147332169581205,-0.00652436167001724,0.00475074490532279,0.00436409143730998,0.000841334403958172,0.00279014161787927,0.00556855648756027,0.00194412388373166
"4",-2.31687881750986e-05,-0.00581999123096466,0.00109195476397872,-0.000591152522247285,0.000612346455454826,0.0164707936346531,0.00117900967597961,-0.00661697518080473,0.00272452598437667,0.0034243525005877
"5",0.00644100364297628,0.00304092932492495,0.00447566853836179,-0.00120884925127029,-0.00554760312661529,0.00287708290852606,-0.00253892480395734,0.000115517097583506,-0.00200827117078006,0.00229016621597111
"6",0.000241580739384517,0.00550560280680656,0.00260749855078757,0.000221030946704559,-0.00261460617184639,0.00305819790810347,0.00367192854173481,-0.00469852006062865,0.000601063133217394,-0.00375171354971826
"7",0.00216687726788223,0.00962220132350922,0.00812036544084549,0.000151452448335476,-0.000581863045226783,-0.0040712752379477,0.000975063594523817,0.00956951454281807,0.000187784258741885,-0.00377854867838323
"8",0.00430528679862618,-0.00367145822383463,0.00046310288598761,0.00110192969441414,-0.00524924881756306,0.00975259393453598,-0.00437765382230282,-0.00278113270178437,-0.00193068059161305,0.000656241201795638
"9",0.00356466392986476,0.000482013245346025,-0.0022705381270498,0.00265930267050862,-0.00590185821056366,-0.0150659680366516,0.00418713316321373,0.00376347778365016,-0.0029260169249028,-0.00136052956804633
"10",0.00573643762618303,0.0018140027532354,-0.0108671737834811,0.00414894055575132,-0.000567682669498026,-0.00445082690566778,-0.00633335532620549,-0.00269115739502013,0.00238934764638543,0.00315760239027441
"11",-0.000816420884802938,0.000186632503755391,0.00314742582850158,-0.000850317184813321,-0.00321255740709603,0.00978652201592922,-0.00126496364828199,-0.00038406832027249,0.00164037896320224,0.00148037250619382
"12",0.00400756346061826,-0.000615705794189125,0.00232619931921363,-0.00986464694142342,-0.00240831170231104,0.000336910365149379,1.81262487330969e-06,-0.00178667018190026,-0.00402800133451819,-0.00110292993485928
"13",0.000577889906708151,-0.0019944638479501,-0.00100814155302942,-0.00124958634842187,0.00243996223434806,0.00267069134861231,-0.00392158515751362,-0.000422901357524097,0.000149198269355111,-0.00353949167765677
"14",-0.00139018602203578,0.000803614791948348,0.00186362443491817,0.0051502138376236,-0.000438148475950584,0.00439452612772584,0.00455969665199518,-0.00529399840161204,-0.00249135820195079,-0.00940557569265366
"15",0.00306706363335252,-0.00173772010020912,-0.000709839747287333,-0.00123600289225578,0.00188065739348531,-0.00276620662771165,-0.00445880834013224,0.00626388750970364,-0.00097719463519752,-0.00574368238449097
"16",0.00239007244817913,-0.0068688066676259,-0.000293364661047235,-0.000902379688341171,0.00862091779708862,-0.00214385939761996,0.00134345539845526,-0.00568326748907566,-0.00272615463472903,0.0023056420031935
"17",0.00160684331785887,-0.00541376741603017,0.00226982729509473,-0.000253807054832578,0.0017106591258198,-0.00139804382342845,-0.000308406510157511,0.00376938842236996,0.00214124284684658,-0.000139179319376126
"18",0.00107144576031715,-0.00422057649120688,0.00326973851770163,0.000610813789535314,0.00547088216990232,0.000727769220247865,-3.97260373574682e-05,0.000986803439445794,0.00253234710544348,-0.00439529400318861
"19",0.00303565477952361,-0.00394169380888343,0.00076527165947482,-0.00165068078786135,0.0086496202275157,-0.0111511098220944,-0.00431528966873884,-8.19397901068442e-05,-0.00231804652139544,-0.00485990010201931
"20",-0.0025201141834259,-0.000370984926121309,0.00403246143832803,-0.00450714724138379,-0.0156972706317902,-0.00172325130552053,0.0056407805532217,0.00594564992934465,0.00353282154537737,0.000656722870189697
"21",0.00391326285898685,0.00232540420256555,0.00444823922589421,0.00339226634241641,-0.00702284416183829,0.00707898056134582,-0.0061184810474515,-0.00525205861777067,-0.000962761871051043,-0.00749981962144375
