"","WMT","GS","AXP","CAT","UNH","RTX","DD","NKE","MMM","TRV"
"1",0.00150498794391751,-0.00183209683746099,0.000312430114718154,0.011523362249136,-0.00453804759308696,-0.00477301329374313,-0.0141675984486938,0.00294827204197645,0.0141218658536673,-0.00399331096559763
"2",-0.0014376068720594,-0.00470715994015336,0.00264266948215663,-0.00431490689516068,-0.00182899367064238,0.00294618657790124,0.00112280261237174,0.00198202789761126,-0.00661691650748253,0.0085864057764411
"3",-0.00482778111472726,-0.00726284505799413,0.00966134294867516,0.00215219333767891,0.0154124898836017,-0.000799543922767043,0.0067534064874053,0.00158012169413269,0.04295963793993,-0.000827186217065901
"4",-0.004112190566957,0.00128474330995232,-0.00233313906937838,-0.00830699782818556,-0.0125144720077515,-0.0026403043884784,0.00384365278296173,-0.00773430243134499,0.0127269923686981,0.000693994283210486
"5",-0.00401549926027656,-0.00744874030351639,-0.00308487820439041,0.0031369524076581,0.00184590427670628,-0.00130899948999286,0.00566247804090381,-0.00171678757760674,0.00334748416207731,0.005580042488873
"6",-0.008805051445961,0.00588345294818282,0.00171326356939971,-0.00876979343593121,0.00859872996807098,-0.00764592178165913,-0.00132693094201386,-0.00390880648046732,0.000324476917739958,-0.00483664125204086
"7",-0.000319346057949588,0.00423082709312439,0.0016452653799206,-0.00819222070276737,-0.00641169352456927,0.00146862177643925,0.00729385716840625,-0.00577417481690645,0.00196858844719827,0.00247949291951954
"8",0.00429433584213257,0.00523271085694432,-0.00475938152521849,-0.00163957208860666,0.00260959193110466,-0.00277445837855339,-0.00402150209993124,-0.00353826303035021,0.00279426225461066,-0.00342041486874223
"9",0.000246028852416202,0.00564223062247038,0.000935303163714707,0.00439864536747336,-0.00159553240519017,-0.0103186210617423,0.00139901856891811,-0.00144039187580347,0.00704657239839435,0.00175537005998194
"10",-0.000894906814210117,0.00213037244975567,-0.0039266049861908,0.00118316814769059,-0.0023363926447928,-0.00126492686104029,0.00369022856466472,-0.00149517715908587,5.86049136472866e-05,-0.0014923739945516
"11",0.00214797747321427,-0.000526275427546352,-0.00193221506197006,0.00448385579511523,0.00801658350974321,-0.00247512245550752,0.00734605547040701,-0.00163207296282053,0.00283120409585536,0.00248835142701864
"12",0.00603663921356201,-0.0023126567248255,0.000925939064472914,-0.0048010447062552,-0.000137078895932063,-0.00400829222053289,-0.00119967921636999,0.000785631418693811,0.00435456540435553,0.000481587514514104
"13",-0.00179175729863346,1.86456163646653e-05,0.00408243760466576,-0.00144861254375428,0.00531727401539683,-0.00220777746289968,-0.00734446104615927,-0.00440228637307882,-0.00331917335279286,-0.00259226211346686
"14",0.000817884807474911,-0.0022433353587985,-0.0077109788544476,-0.0096098780632019,-0.00153733976185322,0.00454020453616977,-0.00966291595250368,-0.00242439680732787,0.00284267961978912,0.00369143602438271
"15",-0.00189301720820367,0.00225890008732677,0.000346805987646803,0.00332719297148287,0.00142373330891132,-0.00503221340477467,0.00361329573206604,-0.00044378123129718,0.0012455127434805,0.00209044455550611
"16",-0.00402259407564998,-0.00198976555839181,-0.00543001666665077,-0.0111868986859918,0.00550439208745956,-0.00748731195926666,0.0102568604052067,0.00178549508564174,-0.00381816131994128,0.00162212701980025
"17",-0.00371557660400867,0.000453861284768209,-0.00107668025884777,-0.00177136645652354,-0.00400748802348971,-0.0199571046978235,0.00108170078601688,0.00210487004369497,-0.00214134179987013,0.00162937375716865
"18",0.00204469216987491,-0.00438540335744619,0.00577778415754437,-0.0116035137325525,0.0044582667760551,-0.00270500569604337,-0.00554985506460071,0.00135786621831357,0.00880268961191177,0.00462185684591532
"19",-0.00283521460369229,-0.000457969377748668,0.00504445610567927,0.000919593498110771,0.00347044761292636,-0.00127127824816853,-1.84524669748498e-05,0.00344980321824551,-0.00123846554197371,0.00303559214808047
"20",0.00257756048813462,0.00582308741286397,0.00414970377460122,-0.012866348028183,0.00434992229565978,-0.0045610717497766,0.000322250270983204,-0.00081804022192955,-0.00457950495183468,-0.000439605239080265
"21",0.000259560911217704,0.00622030766680837,-0.000907468318473548,-2.99645398627035e-05,0.00462829740718007,-0.00379781075753272,0.00501445773988962,-0.00212128018029034,0.00969024188816547,-0.00158498215023428
