"","WMT","CAT","MCD","UNH","AXP","DD","RTX","MMM","NKE","TRV"
"1",0.00370626919902861,0.00521239172667265,-0.00267936498858035,-0.00106952385976911,-0.00695241196081042,0.00498908432200551,0.00116457708645612,-0.00166832644026726,0.00460250815376639,0.000430755811976269
"2",0.00174873962532729,0.00793009530752897,-0.00477108312770724,-0.00114106340333819,0.00477188872173429,-0.00132632174063474,0.00312821916304529,-0.000537642219569534,-0.00557732162997127,-0.00090106891002506
"3",0.0010480172932148,-0.0111360624432564,-0.00323872664012015,0.0137694710865617,-0.00583105720579624,0.002932817209512,-0.00182685547042638,-0.00255634845234454,-0.00578259769827127,-0.000649622932542115
"4",-0.00197402015328407,-0.000811020436231047,0.00681550148874521,-0.00507864216342568,0.00223340094089508,0.00485480204224586,0.00852556433528662,0.00120876892469823,0.00471432413905859,-0.00279279099777341
"5",-0.0031164069660008,0.00613554287701845,-0.000256924075074494,-0.00614834250882268,-0.00437943544238806,0.00187721429392695,-0.000543472182471305,-0.00177963881287724,0.00421564653515816,-0.00144773034844548
"6",0.0002954620285891,0.0013057142496109,-0.00211825524456799,0.00197571399621665,-0.00402725208550692,0.00441482290625572,-0.0091290008276701,0.003364511532709,0.000519134278874844,-0.00580407725647092
"7",-0.00615058466792107,0.00418258178979158,0.00345462234690785,-0.0027375987265259,-0.000888142269104719,-0.00544333131983876,-0.00278966780751944,0.00215978967025876,-0.00116154970601201,-0.000270072690909728
"8",-0.00413345824927092,0.00136211095377803,-0.00158586713951081,0.00428880006074905,-0.00205880217254162,0.00105460651684552,0.00675301440060139,0.00575569365173578,-0.00697177043184638,-0.00146103277802467
"9",0.00105846498627216,-0.00141246651764959,0.00182890810538083,0.00127046590205282,0.00355483056046069,-0.0010442528873682,0.00169145001564175,-0.00160313374362886,-0.00226619513705373,-0.0011276324512437
"10",-0.00150783592835069,-0.000173178865225054,-0.0017617829144001,-0.00153312145266682,-0.00522167375311255,0.00237929727882147,-0.000302668166114017,-0.0039525618776679,-0.00517512764781713,0.000229979981668293
"11",0.00319103081710637,-0.00171810435131192,-0.000472240295493975,0.00333240046165884,0.00585400499403477,-0.000510621233843267,0.00821863859891891,-0.00453622546046972,-0.00194507115520537,-0.00100210797972977
"12",0.00194567267317325,-0.00558124296367168,-0.00489736208692193,0.00752751063555479,0.00605118414387107,0.00160400383174419,-0.00098189536947757,-0.000818302622064948,0.00423645367845893,-0.00316137191839516
"13",0.00182923243846744,-0.000761868432164192,-0.000595548423007131,-0.00891378987580538,0.000865527428686619,0.00816857907921076,-0.000555414473637938,-0.00668418174609542,0.00167925236746669,-0.0024810703471303
"14",0.00190315907821059,-0.000773792096879333,0.00233003031462431,0.00202164612710476,0.00157460547052324,-0.00301476172171533,-0.00377718242816627,-0.000963018566835672,0.000942563579883426,0.0021323342807591
"15",4.61485578853171e-05,-0.000505540694575757,0.00203466927632689,0.00394385261461139,0.00150657875929028,0.00660821655765176,0.00715215550735593,0.0030481496360153,-0.00937546044588089,-0.00451352773234248
"16",-0.000662424077745527,-0.000918163277674466,0.000402893201680854,0.0020367216784507,0.00160739535931498,-0.00210370891727507,0.00100696994923055,-0.000587014248594642,-0.00998887978494167,-0.000476814835565165
"17",0.000200501890503801,-0.00280583486892283,0.000214114028494805,0.00439570564776659,0.00310379080474377,0.00419807527214289,-0.0008339011692442,-0.000382014433853328,-0.00452557904645801,0.000486894219648093
"18",-0.000958131044171751,-0.00267873704433441,-0.00680180918425322,-0.00156015029642731,0.00307151000015438,-0.00161945237778127,0.00426664622500539,-0.00226567359641194,-0.0025117602199316,-0.00232423422858119
"19",-0.00683274539187551,-0.00240254681557417,0.00362660479731858,0.00488460436463356,0.00241847848519683,0.00776798790320754,-0.000168081576703116,-0.0042259325273335,-0.00476832548156381,0.00472928443923593
"20",-0.000158395268954337,0.00219917250797153,0.0010614573257044,9.51556794461794e-05,-0.000396433868445456,0.0039253756403923,-0.00580844888463616,-0.00228564254939556,-0.00207883073017001,-0.000131067092297599
"21",-0.00353101501241326,-0.00157995219342411,-0.00306908343918622,-0.000816183572169393,-0.000175299850525334,0.00341664184816182,-0.00436069536954165,-0.00255810865201056,-0.000602456042543054,-0.00029301134054549
