"","KO","T","CAT","DIS","MCD","VZ","RTX","MMM","DD"
"1",-0.00141761510167271,0.0104424385353923,0.00865145865827799,0.00281099136918783,0.00988582335412502,-0.0289707500487566,0.0165125951170921,-0.00881920848041773,-0.000517960463184863
"2",-0.00127453415188938,-0.00909310486167669,0.00153142993804067,0.00542000262066722,-0.00584057066589594,-0.0138423535972834,0.00666366377845407,-0.00599758699536324,-0.00856959912925959
"3",0.00104023655876517,0.011476818472147,-0.0102518200874329,-0.00336474785581231,0.00446878606453538,-0.00335249328054488,-0.00142642739228904,-0.00426276819780469,-0.00655801827087998
"4",0.00312039814889431,-0.004370151553303,0.0104384226724505,8.27103940537199e-05,0.0111733833327889,0.0072816158644855,-0.0075373793952167,0.00299087516032159,0.00399065809324384
"5",0.00541330687701702,0.00435981573536992,-0.00369454710744321,-0.00511908670887351,0.000911614624783397,-0.0141265196725726,-0.00593744125217199,0.00124114053323865,0.00633007008582354
"6",0.00249639037065208,-0.00358579540625215,-0.0171731226146221,0.00550790503621101,-0.00750356027856469,0.00481532979756594,0.00206075934693217,-0.00938022136688232,0.00117906020022929
"7",0.00176240364089608,-0.0160265434533358,-0.00824759062379599,-0.00358657632023096,-0.00412975950166583,-0.0012149321846664,-0.00462987227365375,-0.0040709893219173,0.00729297380894423
"8",0.000893204822205007,-0.00910594034940004,0.00354840187355876,-0.00320547539740801,0.000850559445098042,0.0115247694775462,0.000757616828195751,-0.00356483296491206,0.0025468657258898
"9",0.00153987423982471,-0.000830821809358895,0.00915096141397953,-0.00564707675948739,0.0334796868264675,0.00748213101178408,0.00555782532319427,-0.00389394233934581,0.00135103426873684
"10",-0.000784020288847387,-0.000845058471895754,0.00456978473812342,0.00522973062470555,0.00813806429505348,0.00128158216830343,0.00343385082669556,-0.00784963835030794,-0.000411063374485821
"11",0.00297437980771065,-0.00318278814665973,0.00717597827315331,-0.0048045851290226,-0.000703430501744151,0.0117717832326889,0.00286619924008846,-0.000622406601905823,-0.00324711599387228
"12",0.0049819340929389,-0.0045276265591383,-0.0026082897093147,0.00153350969776511,0.00195508962497115,-0.00453270878642797,-0.00437413435429335,0.00375629495829344,-0.00543784955516458
"13",0.00349006452597678,0.00522922072559595,0.00144117732997984,-0.00714783137664199,-0.000694321526680142,-0.00568058388307691,-0.000724486424587667,-0.00676198350265622,-0.000272907083854079
"14",0.00020440154185053,-0.0011696950532496,0.00533625949174166,-0.00042810381273739,-0.00201615272089839,0.0147279687225819,0.00429402198642492,-0.000858883489854634,0.001993662212044
"15",0.00104391667991877,-0.00574218248948455,-0.00543852569535375,0.00301380455493927,0.00239102425985038,-0.0123745361343026,-0.00176711170934141,0.000859658641275018,-0.00629684142768383
"16",0.00361540890298784,0.0071771303191781,-0.000921081751585007,0.00383825693279505,0.00800678413361311,-0.00552621111273766,0.00262829940766096,-0.00377550325356424,-0.00030153474654071
"17",-0.00447947857901454,0.004899971652776,0.00608891993761063,-0.000610878807492554,-0.00981041416525841,-0.0114656696096063,0.00246189185418189,-0.00336993485689163,0.0114900823682547
"18",0.00352049549110234,-0.000456759851658717,-0.00604033237323165,-0.00299268122762442,0.0109593747183681,-0.00047755561536178,0.00518557755276561,-0.00211370177567005,-0.0068401675671339
"19",0.00136495602782816,-0.00112409959547222,0.0124942194670439,0.00390371144749224,0.00396803067997098,-4.56759989901911e-05,0.00776121160015464,-0.00102844112552702,0.00354857346974313
"20",9.9062715889886e-05,0.00372039270587265,0.00631136586889625,0.0114546380937099,0.00205653510056436,0.000702776305843145,0.000502828508615494,0.00256468472070992,-0.0059529859572649
"21",0.000808779965154827,0.00322970119304955,-0.00199101469479501,-0.00147733080666512,0.0043667946010828,0.000275457103271037,0.0051995269022882,-0.00709712691605091,0.00513197854161263
