"","CAT","MCD","AMGN","IBM","AXP","HON","MMM","DOW","WBA","TRV"
"1",-0.00612734723836184,0.00501638930290937,0.00113013933878392,-0.00126282928977162,-0.00560067500919104,-0.0129351206123829,-0.00207443861290812,-0.00364320864900947,0.0196677893400192,-0.00220801471732557
"2",0.00102418859023601,0.0128506934270263,-0.00247634970583022,-0.000614280113950372,-0.00384725793264806,0.0141952997073531,-0.00205393834039569,0.00818939227610826,0.00888072419911623,0.00665089394897223
"3",0.0138641269877553,0.00305520370602608,0.00102179136592895,0.00806663278490305,-0.00104006787296385,0.00230707135051489,0.0120560396462679,-0.0141659798100591,0.0266686603426933,0.0191529504954815
"4",-0.00230713211931288,-0.0069743967615068,0.00224104430526495,0.00269351433962584,-0.0198707561939955,-0.000441269279690459,0.00763905653730035,-0.0012783536221832,-0.00195648311637342,0.0112658264115453
"5",-0.0112243574112654,-0.010386691428721,-0.00115055602509528,-0.000573188706766814,0.00906867533922195,-0.00868073478341103,-0.0169300772249699,-0.0292964577674866,0.00435204664245248,0.00685680005699396
"6",0.00575705477967858,0.0015719790244475,0.0114619797095656,-0.00247697555460036,0.00412483839318156,0.0138096446171403,-0.000680686789564788,0.00331576727330685,-0.0019153303001076,0.0023355062585324
"7",0.00086075667059049,-0.00809658505022526,-0.00164993852376938,0.00159250781871378,0.00886073522269726,-0.00118626013863832,0.0295584257692099,0.0254247672855854,-0.00639562448486686,0.00287215108983219
"8",0.002967030974105,-0.00384399085305631,-0.00759584689512849,-0.00395854283124208,0.00225064507685602,-0.00813717488199472,0.00125460559502244,0.000227675176574849,-0.0113411005586386,0.00665801158174872
"9",0.00453875726088881,0.0051861428655684,-0.000169361548614688,0.00150227767881006,0.00378352054394782,-0.012038535438478,-8.15693711047061e-05,0.00205692439340055,0.00940196216106415,0.00490240706130862
"10",0.0130994142964482,-0.00851414632052183,-0.00547188427299261,0.000816132174804807,0.00766204576939344,0.0089492779225111,-0.00429886812344193,-0.000708894454874098,0.0362738147377968,-0.00906054582446814
"11",-0.00660798139870167,-0.00513579417020082,0.00166628102306277,-0.00199045613408089,-0.0158491004258394,-0.00456373393535614,0.000788258097600192,0.00245556212030351,0.00825798138976097,0.0035073971375823
"12",-0.0175882149487734,5.27155461895745e-05,-0.000754491367843002,-0.000383910693926737,0.00324446987360716,0.00474869925528765,-0.00745793431997299,0.00266104564070702,0.00286238105036318,0.0033141893800348
"13",-0.000293930032057688,-0.00788208097219467,-0.0023394466843456,0.00175265106372535,-0.00647839345037937,-0.00176154973451048,0.00121275207493454,0.00593608757480979,0.00282772141508758,0.0027608962263912
"14",-0.00808454770594835,-0.00186754460446537,0.00226126774214208,-0.00317322043702006,-0.00650091795250773,0.00345452968031168,-0.00400006864219904,-0.00672205770388246,-0.0208943020552397,-0.00352727132849395
"15",-0.00372972874902189,-0.00244416110217571,0.00402125157415867,-0.00147823500446975,-0.00781433656811714,-0.010041574947536,0.00453834189102054,-0.0039808158762753,0.00719261914491653,-0.00361998798325658
"16",-0.0162668116390705,-0.00240358081646264,-0.00834531988948584,0.00429232139140368,0.0046527786180377,-0.00264774565584958,0.00260620983317494,-0.0229574274271727,-0.00134469661861658,-0.00158141204155982
"17",-0.00700069265440106,-0.00078035268234089,-0.00171355518978089,-0.000919182377401739,-0.00780173717066646,0.00176837260369211,-0.00149657530710101,-0.0187800694257021,0.00594481639564037,0.00138632964808494
"18",0.00121619109995663,0.00157641037367284,-0.00556683167815208,-0.00349940964952111,-0.00440318929031491,0.00091417389921844,0.0289455130696297,-0.00158942991402,0.00700368965044618,0.006532599683851
"19",0.0173882618546486,-0.00379077717661858,-0.00411714799702168,0.00120869698002934,-0.00439910776913166,0.00313123036175966,-0.00210780859924853,-0.00549165951088071,0.00558882486075163,0.00217827968299389
"20",0.000218442088225856,-0.00364261935465038,-0.00546306371688843,-0.00182953081093729,0.0120942527428269,-0.00317224091850221,-0.00202176976017654,-0.0141168180853128,-0.031506359577179,-0.00338392634876072
"21",-0.019062677398324,-0.000809845165349543,0.00162953406106681,0.00212413561530411,-0.00948694813996553,-0.00303558423183858,-0.00366512103937566,0.000881014508195221,-0.00811141636222601,-0.00506809074431658
