"","AA","MRK","T","VZ","BA","RTX","MMM","DD","TRV","MDLZ"
"1",-0.0164186116307974,0.00303938612341881,-0.00722932629287243,-0.0048901503905654,0.0108543736860156,-0.00214106147177517,-0.0190034713596106,-0.0157850161194801,-0.0144421132281423,0.00517498468980193
"2",0.00508786598220468,0.00487235700711608,0.0113361040130258,0.000555622566025704,0.0109209101647139,-0.00442573940381408,-0.000882417487446219,-0.00754775386303663,0.00782535504549742,0.0124506652355194
"3",0.00400836439803243,-0.00571072893217206,-0.0078740855678916,-0.0113994032144547,0.0186461582779884,-0.00920534785836935,0.017289575189352,-0.0212019830942154,-0.0053631691262126,-0.0113942045718431
"4",0.0104697933420539,0.0185452084988356,-0.0026168127078563,0.00207017408683896,0.0119476607069373,0.0118422489613295,-0.0140353329479694,-0.0219596717506647,-0.00253708893433213,-0.00767815951257944
"5",0.00884147547185421,-0.00336413853801787,-0.00169346190523356,0.00223015598021448,-0.00532983662560582,-0.00954109616577625,-0.0116274179890752,-0.0100550726056099,-0.0120524875819683,0.00208191457204521
"6",-0.0206040721386671,0.00104995886795223,-0.00060791673604399,0.0027731244917959,0.0127049656584859,0.00218751537613571,0.000258373824181035,-0.00282181915827096,0.00178193184547126,-0.00219334056600928
"7",-0.0150430360808969,-0.000817939406260848,0.00177967816125602,-0.00733116781339049,0.0159649755805731,-0.0130923315882683,-0.00290111475624144,-0.0316852889955044,-0.00720821693539619,-0.00126297282986343
"8",-0.0270977988839149,-0.010130655951798,0.00318009196780622,-0.000390066503314301,0.0189078263938427,-0.00235857116058469,0.0119433868676424,-0.0434476546943188,0.0169629007577896,0.00647217873483896
"9",-0.0157688893377781,0.00584510993212461,-0.00464686378836632,0.000758962531108409,0.00752908689901233,0.000908648187760264,-0.00980599038302898,-0.00693332543596625,-0.00187114207074046,0.00112877553328872
"10",0.0172582790255547,0.00895448587834835,0.00772275915369391,-0.00697107100859284,0.00864332914352417,0.00433477712795138,0.0113655216991901,0.00136714999098331,-0.000605106237344444,0.00619388045743108
"11",0.0263205971568823,0.00706075737252831,-0.00716720521450043,0.00118715548887849,-0.0210002101957798,-0.00714582810178399,0.00129764142911881,-0.0337608121335506,-0.0100165186449885,-0.005272526293993
"12",0.0141256814822555,-0.00637273257598281,-0.00733043812215328,0.00571909546852112,0.00432458706200123,0.00409891549497843,-0.00146352883893996,-0.0267521701753139,0.00861914735287428,0.00170968356542289
"13",-0.0125233680009842,0.00274046277627349,0.00164800393395126,0.000508524011820555,0.00986372865736485,-0.00525369355455041,-0.00140952051151544,-0.0131231108680367,-0.00730217574164271,-0.000515653693582863
"14",-0.025646248832345,0.00743276672437787,-0.00883223861455917,0.00149814726319164,0.00217297696508467,-0.0119017055258155,-0.0179934091866016,-0.00305110705085099,0.00432266062125564,0.00739686097949743
"15",0.00928614661097527,-0.000204938696697354,-0.00445790542289615,0.0144419567659497,-0.0124056693166494,0.017089543864131,-0.018215985968709,-0.026760121807456,-0.00162362703122199,0.00218445574864745
"16",0.0373051948845387,0.000844593276269734,0.00142161303665489,-0.00561514729633927,-0.00183286273386329,-0.0208958368748426,0.00652582431212068,-0.0240443591028452,-0.00202703126706183,0.00925062410533428
"17",0.0120218321681023,-0.00241871643811464,-0.000752281630411744,0.00317823444493115,0.00897665321826935,0.000160271025379188,-0.00424433732405305,-0.0123133920133114,-0.00357304979115725,0.000967539206612855
"18",0.00572960590943694,0.00776472128927708,-0.0113724935799837,0.00150179245974869,0.00869584269821644,-0.00182375242002308,-0.00213329098187387,-0.0433156527578831,0.0101985549554229,0.00063404388492927
"19",-0.0131087061017752,-0.00223547243513167,0.00782463513314724,0.00246278592385352,0.00710791582241654,0.011957953684032,-0.0164175368845463,-0.0423172898590565,-0.00540698459371924,0.00543693453073502
"20",0.00777134858071804,0.000717078044544905,-0.00359628186561167,-0.00474398629739881,-0.0122991874814034,-0.00771865854039788,0.000230108067626134,-0.0281261187046766,0.00906076189130545,0.00648112036287785
"21",0.0083329426124692,-0.00389945460483432,0.00414329208433628,0.0040667587891221,0.00418764865025878,0.00131087645422667,0.0124130398035049,-0.0261145532131195,-0.0030370163731277,0.00280077941715717
