"","WMT","CAT","MCD","UNH","DD","AXP","RTX","MMM","NKE","TRV"
"1",-0.00547244446352124,0.000843638903461397,-0.00456655910238624,-1.49446068462566e-05,-0.00397692387923598,-0.000111268091131933,-0.00682029267773032,0.0015421595890075,0.00274481251835823,0.0022822932805866
"2",2.92978020297596e-05,-0.000604252563789487,0.00140800443477929,-0.0056336666457355,0.00289850099943578,0.00103897775989026,-0.000304949673591182,0.00391542818397284,-0.0138743855059147,-0.00167094042990357
"3",-0.00109836796764284,0.000894134573172778,-0.0034928759559989,-0.00827141758054495,-0.00676089851185679,-0.00408270070329309,-0.00711014261469245,0.00129526853561401,0.0107498904690146,-0.00233828229829669
"4",-0.000601269246544689,0.0031908368691802,0.00223390385508537,0.00390566419810057,-0.00222822418436408,-0.00122421432752162,-0.000986716011539102,-0.00302590685896575,-0.00521220546215773,0.00810600537806749
"5",-0.000749736151192337,-0.00198489776812494,0.000270283984718844,-0.0008084558066912,0.0167224816977978,0.00341287208721042,0.00678222766146064,0.00101698259823024,-0.0019603727851063,0.0020603567827493
"6",-0.00334509066306055,0.00419595511630177,0.000752737571019679,-0.00129655958153307,0.00126905972138047,-0.00313142221421003,0.000182374060386792,0.00311059481464326,0.0148007301613688,-0.0050696162506938
"7",0.000779826717916876,0.00133054819889367,-0.0024442938156426,-0.00128563225734979,-0.000911359151359648,0.00411362433806062,-0.00235909945331514,-0.000829524069558829,-0.0026412873994559,-0.00499333068728447
"8",0.00416945526376367,-0.000598437094595283,-0.00391894904896617,0.00372538599185646,0.0233904141932726,0.00279333768412471,-0.000124998812680133,-0.00683514541015029,-0.0073119169101119,0.0105143636465073
"9",-0.00163739756681025,-0.000147048762300983,-0.000654912262689322,0.00146214128471911,-0.0111555000767112,-0.00167784176301211,0.00132588867563754,0.00115164753515273,0.00299486867152154,-0.000424583588028327
"10",-0.00369148841127753,0.00110807362943888,-0.00320671196095645,-0.0102764694020152,-0.00618297467008233,-0.000862524728290737,-0.00374569348059595,0.00366593338549137,0.00126010982785374,-0.000733324850443751
"11",0.00557272415608168,-0.00121223134920001,-0.00197299523279071,0.000243248578044586,0.00909912772476673,0.00261126365512609,0.0040826415643096,-0.00205735373310745,-0.00238602980971336,-0.00118385639507324
"12",-0.000558656058274209,-0.00156194157898426,-0.00188126368448138,0.0125312330201268,0.00133668328635395,-0.00473522488027811,-0.00245388690382242,-0.00135361473076046,-0.0139248501509428,0.00175299576949328
"13",-0.00290353340096772,-0.00179729843512177,-0.00376526731997728,-0.00170966028235853,-0.00320929498411715,0.00248064938932657,0.00454172119498253,0.00237643742002547,0.0084080109372735,0.00360286934301257
"14",-0.000506733369547874,-0.00194851565174758,0.00210288655944169,0.00239090411923826,0.0156637392938137,-0.003639399074018,0.00127409142442048,0.0036843391135335,0.00784206669777632,0.00603505177423358
"15",-0.0010537690250203,-0.000254342216067016,-7.94806037447415e-05,-0.00205569854006171,-0.00741067156195641,0.00211758492514491,0.00648460909724236,0.0023911118041724,0.000494498934131116,-0.00366985774599016
"16",-0.00163637357763946,0.00245545548386872,0.00216856715269387,0.000994038884527981,-0.00281078182160854,0.00106252252589911,-0.000675445480737835,-0.00212231767363846,-0.00721490476280451,0.00351643306203187
"17",0.000570504693314433,0.000165586636285298,-0.000598031503614038,-0.00623661326244473,0.00648482190445065,-0.00135268457233906,0.00412120437249541,0.00235811900347471,-0.0125015014782548,-0.000642479688394815
"18",-0.000182845906238072,-0.00144422031007707,-0.000878761813510209,-0.00516806589439511,-0.00330236018635333,0.00116179371252656,0.00197607860900462,0.000176574001670815,-0.0071810707449913,0.00402398593723774
"19",-0.00332238059490919,-0.00291180261410773,-0.00175012357067317,0.00341927539557219,0.00566354673355818,0.00147403078153729,0.000355772237526253,0.00138253532350063,-0.0122797349467874,-0.00343216955661774
"20",-0.00246301619336009,-0.00280658272095025,-0.00172346748877317,-0.0072435294277966,0.00319564063102007,-0.00313454889692366,-0.00804262980818748,-0.000763431831728667,0.00646329484879971,0.00172737869434059
"21",-0.00106984784360975,-0.00156707409769297,-0.000931297487113625,0.00625236937776208,-0.00249440176412463,0.0039473413489759,0.00474191689863801,0.00321314414031804,0.00538706639781594,0.00522299017757177
